name,parent,path,openingDate,id,level,closedDate
Jemindas Nursing Home Limited,"{'name': 'Kangemi Ward', 'id': 'HWHpeXSxVCb'}",/HfVjCurKxh2/jkG3zaihdSs/f1T0Ltob8VQ/HWHpeXSxVCb/vw3AQKDxeLw,1970-01-01T00:00:00.000,vw3AQKDxeLw,5,
Jemojeji Dispensary,"{'name': 'Banja Ward', 'id': 'r6KB3hMzaXh'}",/HfVjCurKxh2/sANMZ3lpqGs/BXaq5PxSfz2/r6KB3hMzaXh/lhkL7lSLsIo,1970-01-01T00:00:00.000,lhkL7lSLsIo,5,
Jemo Medical Centre,"{'name': 'Nyansiongo Ward', 'id': 'pjOkCmcntm6'}",/HfVjCurKxh2/uepLTG8wGWJ/ABuzigW8Lzw/pjOkCmcntm6/aBI3nCopDjN,1970-01-01T00:00:00.000,aBI3nCopDjN,5,
Jemron Medical Clinic,"{'name': 'Shaabab Ward', 'id': 'lTh2MSvx02l'}",/HfVjCurKxh2/ob6SxuRcqU4/KTayLusaU5I/lTh2MSvx02l/n9P5ISzRzwY,1970-01-01T00:00:00.000,n9P5ISzRzwY,5,
Jemunada Dispensary,"{'name': 'Moiben/Kuserwo Ward', 'id': 'aMEeDm5knkx'}",/HfVjCurKxh2/MqnLxQBigG0/fNCuk4Lpsnh/aMEeDm5knkx/zPfyOhmqDiI,1970-01-01T00:00:00.000,zPfyOhmqDiI,5,
Jena Medical Clinic,"{'name': 'Lodwar Township Ward', 'id': 'v27o9CuZh11'}",/HfVjCurKxh2/kphDeKClFch/zd8rhYqGowE/v27o9CuZh11/yw72XWV0ROU,1970-01-01T00:00:00.000,yw72XWV0ROU,5,
Jepkoyai Dispensary,"{'name': 'Jepkoyai Ward', 'id': 'USg05TR1JwK'}",/HfVjCurKxh2/sANMZ3lpqGs/BXaq5PxSfz2/USg05TR1JwK/NnRW3p4MPs3,1970-01-01T00:00:00.000,NnRW3p4MPs3,5,
Jepkoyai Ward,"{'name': 'Z Facility Issues', 'id': 'PttV9DcrqDB'}",/HfVjCurKxh2/PttV9DcrqDB/kTJX3DMkQLk,1970-01-01T00:00:00.000,kTJX3DMkQLk,3,2017-12-13T00:00:00.000
Jepkoyai Ward,"{'name': 'Hamisi Sub County', 'id': 'BXaq5PxSfz2'}",/HfVjCurKxh2/sANMZ3lpqGs/BXaq5PxSfz2/USg05TR1JwK,1970-01-01T00:00:00.000,USg05TR1JwK,4,
Jera Community Health Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/b7tgnmbGULz,1899-12-28T23:27:16.000,b7tgnmbGULz,5,
Jera Dispensary,"{'name': 'North Ugenya Ward', 'id': 'quAHj7k172D'}",/HfVjCurKxh2/u4t9H8XyU9P/InECuIlzJGx/quAHj7k172D/JM72QVwNQhk,1970-01-01T00:00:00.000,JM72QVwNQhk,5,
Jerapha Maternity,"{'name': 'Githurai Ward', 'id': 'FNDsOKdbWTO'}",/HfVjCurKxh2/jkG3zaihdSs/j7GpbairCOi/FNDsOKdbWTO/p3MJXv4TYqH,1970-01-01T00:00:00.000,p3MJXv4TYqH,5,
Jeremic Baraton Hospital,"{'name': ""Chemundu/Kapng'etunyi Ward"", 'id': 'G1AXnlrNy7a'}",/HfVjCurKxh2/t0J75eHKxz5/xLWuQq3DjOR/G1AXnlrNy7a/jtPbG69vznB,1970-01-01T00:00:00.000,jtPbG69vznB,5,
Jericho Community Health Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/TcTZMx3AWLk,1899-12-29T23:27:16.000,TcTZMx3AWLk,5,
Jericho Health Centre,"{'name': 'Harambee Ward', 'id': 'T7AinNTWtXe'}",/HfVjCurKxh2/jkG3zaihdSs/wwROy3Qkwin/T7AinNTWtXe/XN6yIZhe3bj,1970-01-01T00:00:00.000,XN6yIZhe3bj,5,
Jericho Medical Clinic(Kericho),"{'name': 'Kapsuser Ward', 'id': 't50eEX07TcG'}",/HfVjCurKxh2/ihZsJ8alvtb/YnIAWg1T4AY/t50eEX07TcG/T7xbqsmHSGL,1970-01-01T00:00:00.000,T7xbqsmHSGL,5,
Jerusalem Clinic,"{'name': 'Kariobangi South Ward', 'id': 'WJ020FJI9yB'}",/HfVjCurKxh2/jkG3zaihdSs/aCwUX5V42Zz/WJ020FJI9yB/tH4jWfv5j99,1970-01-01T00:00:00.000,tH4jWfv5j99,5,
Jerusalem Medical Centre,"{'name': 'Gambato Bongwe Ward', 'id': 'ByAmsolBen5'}",/HfVjCurKxh2/N7YETT3A9r1/ADMywdLwoRX/ByAmsolBen5/H1CdO6YU8X6,1970-01-01T00:00:00.000,H1CdO6YU8X6,5,
Jesmah Cfw Clinic,"{'name': 'Kiine Ward', 'id': 'BSHD4ORT4xu'}",/HfVjCurKxh2/Ulj33KBau7V/A34NiI4rgnf/BSHD4ORT4xu/Ak8BFtgcc50,1970-01-01T00:00:00.000,Ak8BFtgcc50,5,
Jesmo Hospital,"{'name': 'Kitutu Central Ward', 'id': 'E731mef9qpf'}",/HfVjCurKxh2/sPkRcDvhGWA/gPR82w2xgJZ/E731mef9qpf/jc4ruQJhSQb,1970-01-01T00:00:00.000,jc4ruQJhSQb,5,
Jesmond (ACK) Dispensary (Mburi),"{'name': 'Njukiine Ward', 'id': 'hnLq51q52zo'}",/HfVjCurKxh2/Ulj33KBau7V/yOaHQLOLd1H/hnLq51q52zo/anhlbWFPk8F,1970-01-01T00:00:00.000,anhlbWFPk8F,5,
Jesse Kay Children's Hospital,"{'name': 'Roysambu Ward', 'id': 'RRAEO9Ltfec'}",/HfVjCurKxh2/jkG3zaihdSs/j7GpbairCOi/RRAEO9Ltfec/uKQ00J1SYx7,1970-01-01T00:00:00.000,uKQ00J1SYx7,5,
Jesse Kay Hospital - Juja Satellite,"{'name': 'Kalimoni Ward', 'id': 'Cqn7anNruE5'}",/HfVjCurKxh2/qKzosKQPl6G/aiqi2bz0IMI/Cqn7anNruE5/Dn2sQnsBJtD,1970-01-01T00:00:00.000,Dn2sQnsBJtD,5,
Jesus Responding Clinic,"{'name': 'Kapomboi Ward', 'id': 'zkVfk8cWPc2'}",/HfVjCurKxh2/mThvosEflAU/ABy8CNqf2e7/zkVfk8cWPc2/L8Jiw7PRjem,1970-01-01T00:00:00.000,L8Jiw7PRjem,5,
Jesus Responding Clinic,"{'name': 'Waitaluk Ward', 'id': 'rPVkyP8OlZW'}",/HfVjCurKxh2/mThvosEflAU/pzZHpL2ueIn/rPVkyP8OlZW/P7Tq7xRfbZK,1970-01-01T00:00:00.000,P7Tq7xRfbZK,5,
Jesus The Healer Clinic,"{'name': 'Isukha South Ward', 'id': 'xBOLvibwvDH'}",/HfVjCurKxh2/BjC1xL40gHo/sjlSPeRgl7d/xBOLvibwvDH/L9MtZT9wXKs,1970-01-01T00:00:00.000,L9MtZT9wXKs,5,
Jet Community Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/oMpvKOGAfmU,2016-08-01T00:00:00.000,oMpvKOGAfmU,5,
Jetma Clinic,"{'name': 'Kirimari Ward', 'id': 'GjGpfHjSGbO'}",/HfVjCurKxh2/PFu8alU2KWG/IPOMRXiYjxr/GjGpfHjSGbO/NmGST2D9hYt,1970-01-01T00:00:00.000,NmGST2D9hYt,5,
Jeuri Community Health Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/ZOV7OBZbpO9,1899-12-30T23:27:16.000,ZOV7OBZbpO9,5,
Jevros Clinic,"{'name': 'North Sakwa Ward', 'id': 'EmSsP2C6A3h'}",/HfVjCurKxh2/fVra3Pwta0Q/ka9Uv3Ckcbd/EmSsP2C6A3h/naa6PTuNZM4,1970-01-01T00:00:00.000,naa6PTuNZM4,5,
Jewan health services,"{'name': 'Githurai Ward', 'id': 'FNDsOKdbWTO'}",/HfVjCurKxh2/jkG3zaihdSs/j7GpbairCOi/FNDsOKdbWTO/cl3lEHUX6mJ,2015-03-13T00:00:00.000,cl3lEHUX6mJ,5,
Jeytee,"{'name': 'Zimmerman Ward', 'id': 'm3CPhYAMMRN'}",/HfVjCurKxh2/jkG3zaihdSs/j7GpbairCOi/m3CPhYAMMRN/NwpSrg5f5Sz,1970-01-01T00:00:00.000,NwpSrg5f5Sz,5,
Jfk Engineering Dispensary,"{'name': 'Chaik Ward', 'id': 'YnEUPEUnejZ'}",/HfVjCurKxh2/ihZsJ8alvtb/YnIAWg1T4AY/YnEUPEUnejZ/cuGN8a61oOn,1970-01-01T00:00:00.000,cuGN8a61oOn,5,
JFK II Dispensary,"{'name': 'Chaik Ward', 'id': 'YnEUPEUnejZ'}",/HfVjCurKxh2/ihZsJ8alvtb/YnIAWg1T4AY/YnEUPEUnejZ/qdxaNLzwNxx,1970-01-01T00:00:00.000,qdxaNLzwNxx,5,
Jiangsu Medical Clinic,"{'name': 'Narok Town Ward', 'id': 'MAdyJPs0RUr'}",/HfVjCurKxh2/kqJ83J2D72s/fNROL0qm8De/MAdyJPs0RUr/R8q7atirejU,1970-01-01T00:00:00.000,R8q7atirejU,5,
Jibana Sub District Hospital,"{'name': 'Kaloleni Ward', 'id': 'KOJIrVBHq0c'}",/HfVjCurKxh2/nrI2khZx3d0/tSKDWoVKiPo/KOJIrVBHq0c/kZ1VUENMMCn,1970-01-01T00:00:00.000,kZ1VUENMMCn,5,
Jila Model Health Centre,"{'name': 'Ganze Ward', 'id': 'f51CfBzKknF'}",/HfVjCurKxh2/nrI2khZx3d0/x7qUMtZZvo9/f51CfBzKknF/f4qVre0RVQQ,1970-01-01T00:00:00.000,f4qVre0RVQQ,5,
Jilango Community Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/fdJIX69yao1,2015-09-18T00:00:00.000,fdJIX69yao1,5,
Jilango Dispensary,"{'name': 'Modogashe Ward', 'id': 'iIS797JydB4'}",/HfVjCurKxh2/uyOrcHZBpW0/J69iWev2zwu/iIS797JydB4/o3ipTA0mTmg,1970-01-01T00:00:00.000,o3ipTA0mTmg,5,
Jilore Dispensary,"{'name': 'Jilore Ward', 'id': 'nqJwUrOo66m'}",/HfVjCurKxh2/nrI2khZx3d0/lGg3wEy784X/nqJwUrOo66m/zaTjgZjfqxe,1970-01-01T00:00:00.000,zaTjgZjfqxe,5,
Jilore Ward,"{'name': 'Malindi Sub County', 'id': 'lGg3wEy784X'}",/HfVjCurKxh2/nrI2khZx3d0/lGg3wEy784X/nqJwUrOo66m,1970-01-01T00:00:00.000,nqJwUrOo66m,4,
Jimba Community Health Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/OYl8WqejxQc,1899-12-29T23:27:16.000,OYl8WqejxQc,5,
Jimba Dispensary,"{'name': 'Watamu Ward', 'id': 'FmnSathgx18'}",/HfVjCurKxh2/nrI2khZx3d0/MEkEH8ZmcOU/FmnSathgx18/ZEnaTQlPYZK,1970-01-01T00:00:00.000,ZEnaTQlPYZK,5,
Jimo East Community Health Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/uVIWftbCGXu,1899-12-29T23:27:16.000,uVIWftbCGXu,5,
Jimo West Community Health Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/da5jPZw9l5d,1899-12-29T23:27:16.000,da5jPZw9l5d,5,
Jina Community Health Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/ZRzz4WA6P6y,1899-12-29T23:27:16.000,ZRzz4WA6P6y,5,
Jinnah Ave Clinic,"{'name': 'South C Ward', 'id': 'ZWRytukDvQ7'}",/HfVjCurKxh2/jkG3zaihdSs/aTGYlhEw2Xx/ZWRytukDvQ7/Uz05OBuEu89,1970-01-01T00:00:00.000,Uz05OBuEu89,5,
Jipe Division,"{'name': 'Z Facility Issues', 'id': 'PttV9DcrqDB'}",/HfVjCurKxh2/PttV9DcrqDB/ZET2POfmpTF,1970-01-01T00:00:00.000,ZET2POfmpTF,3,
Jirani Diagnostic Centre Machakos,"{'name': 'Machakos Central Ward', 'id': 'bSXsHJ4bnCw'}",/HfVjCurKxh2/yhCUgGcCcOo/KXc4ez8OAFz/bSXsHJ4bnCw/z3AgIssDxSc,1970-01-01T00:00:00.000,z3AgIssDxSc,5,
Jirani Medical Clinic,"{'name': 'Township Ward', 'id': 'ELXBhFCPcHC'}",/HfVjCurKxh2/ahwTMNAJvrL/VDlzh6w4LKv/ELXBhFCPcHC/BDzQr3iWKk6,1970-01-01T00:00:00.000,BDzQr3iWKk6,5,
Jirena Medical Centre,"{'name': 'Maikona Ward', 'id': 'hratVLq4Zft'}",/HfVjCurKxh2/Eey8fT4Im3y/j6fqt5TYqPZ/hratVLq4Zft/xqhCtEYXtxA,1970-01-01T00:00:00.000,xqhCtEYXtxA,5,
Jirime Dispensary,"{'name': 'Marsabit Central Ward', 'id': 'PVB8iZMsHnd'}",/HfVjCurKxh2/Eey8fT4Im3y/WILszL634oZ/PVB8iZMsHnd/Q0B86518yce,1970-01-01T00:00:00.000,Q0B86518yce,5,
Jirwani Dispensary,"{'name': 'Shamakhokho Ward', 'id': 'hXKwpKcEej9'}",/HfVjCurKxh2/sANMZ3lpqGs/BXaq5PxSfz2/hXKwpKcEej9/bAU8zGySyHG,1970-01-01T00:00:00.000,bAU8zGySyHG,5,
Jitahidi Community Health Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/gKlqGghOXB5,1899-12-28T23:27:16.000,gKlqGghOXB5,5,
Jitegemee Community Unit,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/CtuueoJhCoB,1899-12-29T23:27:16.000,CtuueoJhCoB,5,
Jitoni Medical Centre,"{'name': 'Miritini Ward', 'id': 'KgGyWS1YxMx'}",/HfVjCurKxh2/wsBsC6gjHvn/vSISrsNNHwq/KgGyWS1YxMx/x99bjfLozgq,1970-01-01T00:00:00.000,x99bjfLozgq,5,
Jkia Health Centre,"{'name': 'Embakasi Ward', 'id': 'raV5YKTRCG2'}",/HfVjCurKxh2/jkG3zaihdSs/gD4xxgDGJ4Y/raV5YKTRCG2/wMQsSLWQYPB,1970-01-01T00:00:00.000,wMQsSLWQYPB,5,
JKL,"{'name': 'Z Units', 'id': 'xRxI9FuORI2'}",/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/nBeosp3xVMg,2017-05-26T00:00:00.000,nBeosp3xVMg,5,
JKUAT Hospital,"{'name': 'Juja Ward', 'id': 'WsPnZQHN2CZ'}",/HfVjCurKxh2/qKzosKQPl6G/aiqi2bz0IMI/WsPnZQHN2CZ/INawALMkXAS,1970-01-01T00:00:00.000,INawALMkXAS,5,
JM Kariuki County Memorial Hospital (Olkalou),"{'name': 'Rurii Ward', 'id': 'eBk1tdli8XV'}",/HfVjCurKxh2/mYZacFNIB3h/Lm9RMwhIu3G/eBk1tdli8XV/SiFad15yKhZ,1970-01-01T00:00:00.000,SiFad15yKhZ,5,
Joamu Medical Clinic,"{'name': 'Gilgil Ward', 'id': 'xK7G5Lg2CEW'}",/HfVjCurKxh2/ob6SxuRcqU4/hBU8B1KI12P/xK7G5Lg2CEW/NUN9lDWNcGM,1970-01-01T00:00:00.000,NUN9lDWNcGM,5,
Joan Medical Clinic,"{'name': 'Likuyani Ward', 'id': 'tzPsC2kiU56'}",/HfVjCurKxh2/BjC1xL40gHo/wMv0s3U2nnG/tzPsC2kiU56/lFuZUptE3Wg,1970-01-01T00:00:00.000,lFuZUptE3Wg,5,
Jobefar Medical Centre,"{'name': 'Market Milimani Ward', 'id': 'wTeTHBlXnQj'}",/HfVjCurKxh2/tAbBVBbueqD/OpLt8IgyHop/wTeTHBlXnQj/ytkCRkD480w,1970-01-01T00:00:00.000,ytkCRkD480w,5,
Jocham Community Clinic (Mtwapa),"{'name': 'Shimo La Tewa Ward', 'id': 'QfHPo7H918V'}",/HfVjCurKxh2/nrI2khZx3d0/xWAZBULwGxp/QfHPo7H918V/pwX24uHCDT8,1970-01-01T00:00:00.000,pwX24uHCDT8,5,
Jocham Hospital,"{'name': 'Mjambere Ward', 'id': 'YCeebXtrvTd'}",/HfVjCurKxh2/wsBsC6gjHvn/C1hO6wNOgrH/YCeebXtrvTd/OjKfyArZa2J,1970-01-01T00:00:00.000,OjKfyArZa2J,5,
Jodams Medical maternity Clinic (Kenyenya),"{'name': 'Bokimonge Ward', 'id': 'F0FgIasVA92'}",/HfVjCurKxh2/sPkRcDvhGWA/ntRK47D5dYL/F0FgIasVA92/RBuEslQ9VB2,1970-01-01T00:00:00.000,RBuEslQ9VB2,5,
Joeton Medical Clinic,"{'name': 'Ndenderu Ward', 'id': 'NQ4XWNy3RM0'}",/HfVjCurKxh2/qKzosKQPl6G/oMaQgNIs85x/NQ4XWNy3RM0/xqaBLbY0YeV,1970-01-01T00:00:00.000,xqaBLbY0YeV,5,
Jogoo Health Centre,"{'name': 'Barwago Ward', 'id': 'x1BOzSCIanu'}",/HfVjCurKxh2/CeLsrJOH0g9/uov0yFMw9Qm/x1BOzSCIanu/safuN7K2rY5,1970-01-01T00:00:00.000,safuN7K2rY5,5,
Johpas Clinic,"{'name': 'East Gem Ward', 'id': 'nUVin4tYKY2'}",/HfVjCurKxh2/nK0A12Q7MvS/iK2Jk2AxhlD/nUVin4tYKY2/tiI9qrpW3VL,1970-01-01T00:00:00.000,tiI9qrpW3VL,5,
Johry Medical Centre,"{'name': 'Bomani Ward', 'id': 'umrac2I2Sg9'}",/HfVjCurKxh2/QyGNX2DpR4h/jNzRdAwjaQ1/umrac2I2Sg9/M4zt7WmTwTL,1970-01-01T00:00:00.000,M4zt7WmTwTL,5,
Joint Medical Clinic,"{'name': 'Timbwani Ward', 'id': 'bZcRxqnzRy0'}",/HfVjCurKxh2/wsBsC6gjHvn/iy93Mmi73Or/bZcRxqnzRy0/J9MN6Tc9vuk,1970-01-01T00:00:00.000,J9MN6Tc9vuk,5,
Joint Partner Medical Clinic,"{'name': 'Shiru Ward', 'id': 'iphxMgFUJmE'}",/HfVjCurKxh2/sANMZ3lpqGs/BXaq5PxSfz2/iphxMgFUJmE/QMHy1WuUYtI,1970-01-01T00:00:00.000,QMHy1WuUYtI,5,
Jolly Medical Clinic,"{'name': 'Karama Ward', 'id': 'HuKVPCdKkZ0'}",/HfVjCurKxh2/Y52XNJ50hYb/U3lGZ71W9Te/HuKVPCdKkZ0/eFKbb5F8Mn3,1970-01-01T00:00:00.000,eFKbb5F8Mn3,5,
Jomvu Kuu (MCM) Dispensary,"{'name': 'Jomvu Kuu Ward', 'id': 'T0eflkFOYOF'}",/HfVjCurKxh2/wsBsC6gjHvn/vSISrsNNHwq/T0eflkFOYOF/ttlDLtD7gUI,1970-01-01T00:00:00.000,ttlDLtD7gUI,5,
Jomvu Kuu Ward,"{'name': 'Jomvu Sub County', 'id': 'vSISrsNNHwq'}",/HfVjCurKxh2/wsBsC6gjHvn/vSISrsNNHwq/T0eflkFOYOF,1970-01-01T00:00:00.000,T0eflkFOYOF,4,
Jomvu Medical Care Services,"{'name': 'Jomvu Kuu Ward', 'id': 'T0eflkFOYOF'}",/HfVjCurKxh2/wsBsC6gjHvn/vSISrsNNHwq/T0eflkFOYOF/YqTSbdKtf8D,1970-01-01T00:00:00.000,YqTSbdKtf8D,5,
Jomvu Model Health Centre,"{'name': 'Jomvu Kuu Ward', 'id': 'T0eflkFOYOF'}",/HfVjCurKxh2/wsBsC6gjHvn/vSISrsNNHwq/T0eflkFOYOF/MP8fPGLlphd,1970-01-01T00:00:00.000,MP8fPGLlphd,5,
Jomvu Sub County,"{'name': 'Mombasa County', 'id': 'wsBsC6gjHvn'}",/HfVjCurKxh2/wsBsC6gjHvn/vSISrsNNHwq,1970-01-01T00:00:00.000,vSISrsNNHwq,3,
Jonalifa Clinic,"{'name': 'Riruta Ward', 'id': 'PTKcICD0k31'}",/HfVjCurKxh2/jkG3zaihdSs/sqNWYDHZZ6W/PTKcICD0k31/dmftIiZk1oh,1970-01-01T00:00:00.000,dmftIiZk1oh,5,
Jope Medical Clinic,"{'name': 'Shanzu Ward', 'id': 'ZvkGsTVOoog'}",/HfVjCurKxh2/wsBsC6gjHvn/C1hO6wNOgrH/ZvkGsTVOoog/KZsc74UUu7B,1970-01-01T00:00:00.000,KZsc74UUu7B,5,
Joppa Medical Clinic,"{'name': 'Kihingo Ward', 'id': 'rb2nGblpg8l'}",/HfVjCurKxh2/ob6SxuRcqU4/gSJXzH1DM75/rb2nGblpg8l/TvCABpPe1NI,1970-01-01T00:00:00.000,TvCABpPe1NI,5,
Jordan Baptist Medical Clinic,"{'name': 'Musikoma Ward', 'id': 'jmsoF18bsh0'}",/HfVjCurKxh2/KGHhQ5GLd4k/CUjthlounWV/jmsoF18bsh0/wjLnEpHqr5g,1970-01-01T00:00:00.000,wjLnEpHqr5g,5,
Jordan Hospital,"{'name': 'Township Ward', 'id': 'xM6qhREfp7o'}",/HfVjCurKxh2/j8o6iO4Njsi/MWqQbxWqACn/xM6qhREfp7o/VE0jicD9rKu,1970-01-01T00:00:00.000,VE0jicD9rKu,5,
Jordan Medical Clinic,"{'name': 'Mtopanga Ward', 'id': 'hi7bKqPsdhE'}",/HfVjCurKxh2/wsBsC6gjHvn/C1hO6wNOgrH/hi7bKqPsdhE/yZv0nIvtuNa,1970-01-01T00:00:00.000,yZv0nIvtuNa,5,
Jordan Medical Clinic (Kangundo),"{'name': 'Kangundo Central Ward', 'id': 'xcOIxh5GkD7'}",/HfVjCurKxh2/yhCUgGcCcOo/vMPhBuymSKt/xcOIxh5GkD7/lqXNQ5pp520,1970-01-01T00:00:00.000,lqXNQ5pp520,5,
Jordan Medical Clinic (Kitui),"{'name': 'Township Ward', 'id': 'xM6qhREfp7o'}",/HfVjCurKxh2/j8o6iO4Njsi/MWqQbxWqACn/xM6qhREfp7o/Mx3v7oHxQN9,1970-01-01T00:00:00.000,Mx3v7oHxQN9,5,
Jordan Medical Clinic (Ruiru),"{'name': 'Biashara Ward', 'id': 'uQXYQokmIzX'}",/HfVjCurKxh2/qKzosKQPl6G/TPRNJqSm4lK/uQXYQokmIzX/vxJl7UooFJx,1970-01-01T00:00:00.000,vxJl7UooFJx,5,
Jordan Primary Healthcare,"{'name': 'Mbeti South Ward', 'id': 'wCqyM612JwW'}",/HfVjCurKxh2/PFu8alU2KWG/AvnM6jKoocs/wCqyM612JwW/cWGcOUA50UI,1970-01-01T00:00:00.000,cWGcOUA50UI,5,
Josan Medical Clinic,"{'name': 'Marimanti Ward', 'id': 'IcAegRcGuV6'}",/HfVjCurKxh2/T4urHM47nlm/Yz1V5Cx8CO2/IcAegRcGuV6/z0JxYCSXniQ,1970-01-01T00:00:00.000,z0JxYCSXniQ,5,
Josca Medical Centre & Laboratory,"{'name': 'Abothuguchi Central Ward', 'id': 'Ay0bToL5BTE'}",/HfVjCurKxh2/Y52XNJ50hYb/OnNcTsJgfvL/Ay0bToL5BTE/iZiw5twHMCw,1970-01-01T00:00:00.000,iZiw5twHMCw,5,
Joscare Medical Clinic,"{'name': 'Bomani Ward', 'id': 'umrac2I2Sg9'}",/HfVjCurKxh2/QyGNX2DpR4h/jNzRdAwjaQ1/umrac2I2Sg9/H5Mn5QSE0CM,1970-01-01T00:00:00.000,H5Mn5QSE0CM,5,
Josdidas Medicare,"{'name': 'Keekonyokie Ward', 'id': 'ZwZ7vxnP9WF'}",/HfVjCurKxh2/Hsk1YV8kHkT/wYsCfCAUWNB/ZwZ7vxnP9WF/iA2KWGFBPEL,1970-01-01T00:00:00.000,iA2KWGFBPEL,5,
Joseph Memorial Medical Centre,"{'name': 'Gilgil Ward', 'id': 'xK7G5Lg2CEW'}",/HfVjCurKxh2/ob6SxuRcqU4/hBU8B1KI12P/xK7G5Lg2CEW/lTZbaoT6FpB,1970-01-01T00:00:00.000,lTZbaoT6FpB,5,
Joshua Mbai Memorial Dispensary,"{'name': 'Ngariama Ward', 'id': 'ClOFuXgqcFJ'}",/HfVjCurKxh2/Ulj33KBau7V/yOaHQLOLd1H/ClOFuXgqcFJ/ucwNnIOkK0Y,1970-01-01T00:00:00.000,ucwNnIOkK0Y,5,
Josiah Community Medical Centre,"{'name': 'Kware Ward', 'id': 'A1sIHVzJM77'}",/HfVjCurKxh2/jkG3zaihdSs/aDp1odOWYC1/A1sIHVzJM77/rinX0k4Yb30,1970-01-01T00:00:00.000,rinX0k4Yb30,5,
Joskae Clinic Kibingoti,"{'name': 'Kiine Ward', 'id': 'BSHD4ORT4xu'}",/HfVjCurKxh2/Ulj33KBau7V/A34NiI4rgnf/BSHD4ORT4xu/JpTZBatrxcg,1970-01-01T00:00:00.000,JpTZBatrxcg,5,
Joska Medical Care,"{'name': 'Municipality Ward', 'id': 'EossaGDQulP'}",/HfVjCurKxh2/Y52XNJ50hYb/BDxUGx86itV/EossaGDQulP/Y2F6WriwsGN,1970-01-01T00:00:00.000,Y2F6WriwsGN,5,
Joska Medical Care Clinic,"{'name': 'Municipality Ward', 'id': 'EossaGDQulP'}",/HfVjCurKxh2/Y52XNJ50hYb/BDxUGx86itV/EossaGDQulP/TV6AUys6nxg,1970-01-01T00:00:00.000,TV6AUys6nxg,5,
Joska Royal Care Hospital,"{'name': 'Matungulu West Ward', 'id': 'OMFDcpMhxBr'}",/HfVjCurKxh2/yhCUgGcCcOo/GnixPSqaV6D/OMFDcpMhxBr/X3Rek0jPy4N,1970-01-01T00:00:00.000,X3Rek0jPy4N,5,
Josma Medical Clinic (Kasarani),"{'name': 'Clay City Ward', 'id': 'bF28Xs26tXA'}",/HfVjCurKxh2/jkG3zaihdSs/FoqzDgIByL6/bF28Xs26tXA/db7j2E5IJpq,1970-01-01T00:00:00.000,db7j2E5IJpq,5,
Josmed Clinic,"{'name': 'Kinoo Ward', 'id': 'WoFjxj90Kle'}",/HfVjCurKxh2/qKzosKQPl6G/jOVcLeZQSsS/WoFjxj90Kle/f1pKQF3Daie,1970-01-01T00:00:00.000,f1pKQF3Daie,5,
Josmori Hospital,"{'name': 'Rabai/Kisurutini Ward', 'id': 'mi5ayQN77v7'}",/HfVjCurKxh2/nrI2khZx3d0/hJf4rt7cvI6/mi5ayQN77v7/MrG2Emlan7t,1970-01-01T00:00:00.000,MrG2Emlan7t,5,
Josta Medical Centre,"{'name': 'Nkomo Ward', 'id': 'TEMzqnMqi9A'}",/HfVjCurKxh2/Y52XNJ50hYb/Q4xAPhWUnYC/TEMzqnMqi9A/zdrVsaATYuj,1970-01-01T00:00:00.000,zdrVsaATYuj,5,
Joster Medical Clinic,"{'name': 'Keekonyokie Ward', 'id': 'ZwZ7vxnP9WF'}",/HfVjCurKxh2/Hsk1YV8kHkT/wYsCfCAUWNB/ZwZ7vxnP9WF/eSc3m5tl4kf,1970-01-01T00:00:00.000,eSc3m5tl4kf,5,
