name,numerator,denominator,id
Prep_CT_SDC 20-24M,"#{M6yc7Y0Wo0U.uSDHHGh2DZo}+#{RiKtBB2ZMnL.uSDHHGh2DZo}
",C{k8CzaSY0aND},JQJsFM8tOOx
Prep_CT_SDC 25-29F,"#{M6yc7Y0Wo0U.qy1vJGvFJeB}+#{RiKtBB2ZMnL.qy1vJGvFJeB}
",C{k8CzaSY0aND},RzNi2IubSyJ
Prep_CT_SDC 25-29M,"#{M6yc7Y0Wo0U.sLaLEIDVusT}+#{RiKtBB2ZMnL.sLaLEIDVusT}
",C{k8CzaSY0aND},Je7EYoOGrt6
Prep_CT_SDC 30-34F,"#{M6yc7Y0Wo0U.sk5UiD3PrxH}+#{RiKtBB2ZMnL.sk5UiD3PrxH}
",C{k8CzaSY0aND},DjYMVv9B7rL
Prep_CT_SDC 30-34M,"#{M6yc7Y0Wo0U.b91xfEPrY4D}+#{RiKtBB2ZMnL.b91xfEPrY4D}
",C{k8CzaSY0aND},tjjcHQFs3fL
Prep_CT_SDC 35-39F,"#{M6yc7Y0Wo0U.Vb7KzTvF83C}+#{RiKtBB2ZMnL.Vb7KzTvF83C}
",C{k8CzaSY0aND},LMevwk5knBL
Prep_CT_SDC 35-39M,"#{M6yc7Y0Wo0U.EU7hVFz5Yyt}+#{RiKtBB2ZMnL.EU7hVFz5Yyt}
",C{k8CzaSY0aND},FCqj1vpH06Y
Prep_CT_SDC 40-44F,"#{M6yc7Y0Wo0U.dchngmvBGvb}+#{RiKtBB2ZMnL.dchngmvBGvb}
",C{k8CzaSY0aND},R7zaKpknnSp
Prep_CT_SDC 40-44M,"#{M6yc7Y0Wo0U.AR2E4Yiuo8Z}+#{RiKtBB2ZMnL.AR2E4Yiuo8Z}
",C{k8CzaSY0aND},ZBCpITFbyhc
Prep_CT_SDC 45-49F,"#{M6yc7Y0Wo0U.VP1zCgdzuBb}+#{RiKtBB2ZMnL.VP1zCgdzuBb}
",C{k8CzaSY0aND},Jgm2LR0UJqv
Prep_CT_SDC 45-49M,"#{M6yc7Y0Wo0U.dfkyp7ZQZSr}+#{RiKtBB2ZMnL.dfkyp7ZQZSr}
",C{k8CzaSY0aND},tudX79Is5UK
Prep_CT_SDC 50+F,"#{M6yc7Y0Wo0U.QlPIw6NZLAZ}+#{RiKtBB2ZMnL.QlPIw6NZLAZ}
",C{k8CzaSY0aND},cF1VT60DM5n
Prep_CT_SDC 50+M,"#{M6yc7Y0Wo0U.dwZCyLrMV2d}+#{RiKtBB2ZMnL.dwZCyLrMV2d}
",C{k8CzaSY0aND},fHRPHDwuANb
PREP Ct SDC F,#{Av7u3ihW7ob.DYDpnZWu1XK}+#{Av7u3ihW7ob.m7Y0ddB212k}+#{Av7u3ihW7ob.qy1vJGvFJeB}+#{Av7u3ihW7ob.sk5UiD3PrxH}+#{Av7u3ihW7ob.Vb7KzTvF83C}+#{Av7u3ihW7ob.dchngmvBGvb}+#{Av7u3ihW7ob.VP1zCgdzuBb}+#{Av7u3ihW7ob.QlPIw6NZLAZ},C{k8CzaSY0aND},LyBUafkB0Uo
PREP Ct SDC M,#{Av7u3ihW7ob.hKHprPKwjL6}+#{Av7u3ihW7ob.uSDHHGh2DZo}+#{Av7u3ihW7ob.sLaLEIDVusT}+#{Av7u3ihW7ob.b91xfEPrY4D}+#{Av7u3ihW7ob.EU7hVFz5Yyt}+#{Av7u3ihW7ob.AR2E4Yiuo8Z}+#{Av7u3ihW7ob.dfkyp7ZQZSr}+#{Av7u3ihW7ob.dwZCyLrMV2d},C{k8CzaSY0aND},Nw4lGVvnnGr
Prep_CT_SDC_Total,"#{M6yc7Y0Wo0U.DYDpnZWu1XK}+#{RiKtBB2ZMnL.DYDpnZWu1XK}+#{M6yc7Y0Wo0U.m7Y0ddB212k}+#{RiKtBB2ZMnL.m7Y0ddB212k}+#{M6yc7Y0Wo0U.qy1vJGvFJeB}+#{RiKtBB2ZMnL.qy1vJGvFJeB}+#{M6yc7Y0Wo0U.sk5UiD3PrxH}+#{RiKtBB2ZMnL.sk5UiD3PrxH}+#{M6yc7Y0Wo0U.Vb7KzTvF83C}+#{RiKtBB2ZMnL.Vb7KzTvF83C}+#{M6yc7Y0Wo0U.dchngmvBGvb}+#{RiKtBB2ZMnL.dchngmvBGvb}+#{M6yc7Y0Wo0U.VP1zCgdzuBb}+#{RiKtBB2ZMnL.VP1zCgdzuBb}+#{M6yc7Y0Wo0U.QlPIw6NZLAZ}+#{RiKtBB2ZMnL.QlPIw6NZLAZ}+#{M6yc7Y0Wo0U.hKHprPKwjL6}+#{RiKtBB2ZMnL.hKHprPKwjL6}+#{M6yc7Y0Wo0U.uSDHHGh2DZo}+#{RiKtBB2ZMnL.uSDHHGh2DZo}+#{M6yc7Y0Wo0U.sLaLEIDVusT}+#{RiKtBB2ZMnL.sLaLEIDVusT}+#{M6yc7Y0Wo0U.b91xfEPrY4D}+#{RiKtBB2ZMnL.b91xfEPrY4D}+#{M6yc7Y0Wo0U.EU7hVFz5Yyt}+#{RiKtBB2ZMnL.EU7hVFz5Yyt}+#{M6yc7Y0Wo0U.AR2E4Yiuo8Z}+#{RiKtBB2ZMnL.AR2E4Yiuo8Z}+#{M6yc7Y0Wo0U.dfkyp7ZQZSr}+#{RiKtBB2ZMnL.dfkyp7ZQZSr}+#{M6yc7Y0Wo0U.dwZCyLrMV2d}+#{RiKtBB2ZMnL.dwZCyLrMV2d}

",C{k8CzaSY0aND},GqIXG0s2fGt
Prep_CT_SDC_Total_F,"#{M6yc7Y0Wo0U.DYDpnZWu1XK}+#{RiKtBB2ZMnL.DYDpnZWu1XK}+#{M6yc7Y0Wo0U.m7Y0ddB212k}+#{RiKtBB2ZMnL.m7Y0ddB212k}+#{M6yc7Y0Wo0U.qy1vJGvFJeB}+#{RiKtBB2ZMnL.qy1vJGvFJeB}+#{M6yc7Y0Wo0U.sk5UiD3PrxH}+#{RiKtBB2ZMnL.sk5UiD3PrxH}+#{M6yc7Y0Wo0U.Vb7KzTvF83C}+#{RiKtBB2ZMnL.Vb7KzTvF83C}+#{M6yc7Y0Wo0U.dchngmvBGvb}+#{RiKtBB2ZMnL.dchngmvBGvb}+#{M6yc7Y0Wo0U.VP1zCgdzuBb}+#{RiKtBB2ZMnL.VP1zCgdzuBb}+#{M6yc7Y0Wo0U.QlPIw6NZLAZ}+#{RiKtBB2ZMnL.QlPIw6NZLAZ}
",C{k8CzaSY0aND},RXZ4A9DiCRz
Prep_CT_SDC_Total_M,"#{M6yc7Y0Wo0U.hKHprPKwjL6}+#{RiKtBB2ZMnL.hKHprPKwjL6}+#{M6yc7Y0Wo0U.uSDHHGh2DZo}+#{RiKtBB2ZMnL.uSDHHGh2DZo}+#{M6yc7Y0Wo0U.sLaLEIDVusT}+#{RiKtBB2ZMnL.sLaLEIDVusT}+#{M6yc7Y0Wo0U.b91xfEPrY4D}+#{RiKtBB2ZMnL.b91xfEPrY4D}+#{M6yc7Y0Wo0U.EU7hVFz5Yyt}+#{RiKtBB2ZMnL.EU7hVFz5Yyt}+#{M6yc7Y0Wo0U.AR2E4Yiuo8Z}+#{RiKtBB2ZMnL.AR2E4Yiuo8Z}+#{M6yc7Y0Wo0U.dfkyp7ZQZSr}+#{RiKtBB2ZMnL.dfkyp7ZQZSr}+#{M6yc7Y0Wo0U.dwZCyLrMV2d}+#{RiKtBB2ZMnL.dwZCyLrMV2d}
",C{k8CzaSY0aND},p4NJFidWKtp
Prep_CT_TG 15-19F,"#{HzfaxOT0UND.DYDpnZWu1XK}+#{YxmRjNv59p6.DYDpnZWu1XK}
",C{k8CzaSY0aND},jpWblsZsZwO
Prep_CT_TG 15-19M,"#{HzfaxOT0UND.hKHprPKwjL6}+#{YxmRjNv59p6.hKHprPKwjL6}
",C{k8CzaSY0aND},NJm05MQgP2H
Prep_CT_TG 20-24F,"#{HzfaxOT0UND.m7Y0ddB212k}+#{YxmRjNv59p6.m7Y0ddB212k}
",C{k8CzaSY0aND},wGkAYZ2LAbp
Prep_CT_TG 20-24M,"#{HzfaxOT0UND.uSDHHGh2DZo}+#{YxmRjNv59p6.uSDHHGh2DZo}
",C{k8CzaSY0aND},abTjRWrNUKr
Prep_CT_TG 25-29F,"#{HzfaxOT0UND.qy1vJGvFJeB}+#{YxmRjNv59p6.qy1vJGvFJeB}
",C{k8CzaSY0aND},shAi3WZQmHb
Prep_CT_TG 25-29M,"#{HzfaxOT0UND.sLaLEIDVusT}+#{YxmRjNv59p6.sLaLEIDVusT}
",C{k8CzaSY0aND},KITop34JR8M
Prep_CT_TG 30-34F,"#{HzfaxOT0UND.sk5UiD3PrxH}+#{YxmRjNv59p6.sk5UiD3PrxH}
",C{k8CzaSY0aND},TyHXCcF9agy
Prep_CT_TG 30-34M,"#{HzfaxOT0UND.b91xfEPrY4D}+#{YxmRjNv59p6.b91xfEPrY4D}
",C{k8CzaSY0aND},PjN8y0EjTId
Prep_CT_TG 35-39F,"#{HzfaxOT0UND.Vb7KzTvF83C}+#{YxmRjNv59p6.Vb7KzTvF83C}
",C{k8CzaSY0aND},JUFucL2e30w
Prep_CT_TG 35-39M,"#{HzfaxOT0UND.EU7hVFz5Yyt}+#{YxmRjNv59p6.EU7hVFz5Yyt}
",C{k8CzaSY0aND},jOpKnYR2RCM
Prep_CT_TG 40-44F,"#{HzfaxOT0UND.dchngmvBGvb}+#{YxmRjNv59p6.dchngmvBGvb}
",C{k8CzaSY0aND},INZwLQ1lCQW
Prep_CT_TG 40-44M,"#{HzfaxOT0UND.AR2E4Yiuo8Z}+#{YxmRjNv59p6.AR2E4Yiuo8Z}
",C{k8CzaSY0aND},k2LZXWpocjH
Prep_CT_TG 45-49F,"#{HzfaxOT0UND.VP1zCgdzuBb}+#{YxmRjNv59p6.VP1zCgdzuBb}
",C{k8CzaSY0aND},BxH8m7RZhBp
Prep_CT_TG 45-49M,"#{HzfaxOT0UND.dfkyp7ZQZSr}+#{YxmRjNv59p6.dfkyp7ZQZSr}
",C{k8CzaSY0aND},BFJUZRjUjTx
Prep_CT_TG 50+F,"#{HzfaxOT0UND.QlPIw6NZLAZ}+#{YxmRjNv59p6.QlPIw6NZLAZ}
",C{k8CzaSY0aND},w1aC1zFVLfh
Prep_CT_TG 50+M,"#{HzfaxOT0UND.dwZCyLrMV2d}+#{YxmRjNv59p6.dwZCyLrMV2d}
",C{k8CzaSY0aND},OvRfOhQg9Nh
PREP Ct TG F,#{SF6qqlQrpIQ.DYDpnZWu1XK}+#{SF6qqlQrpIQ.m7Y0ddB212k}+#{SF6qqlQrpIQ.qy1vJGvFJeB}+#{SF6qqlQrpIQ.sk5UiD3PrxH}+#{SF6qqlQrpIQ.Vb7KzTvF83C}+#{SF6qqlQrpIQ.dchngmvBGvb}+#{SF6qqlQrpIQ.VP1zCgdzuBb}+#{SF6qqlQrpIQ.QlPIw6NZLAZ},C{k8CzaSY0aND},X0U8ZktYsb4
PREP Ct TG M,#{SF6qqlQrpIQ.hKHprPKwjL6}+#{SF6qqlQrpIQ.uSDHHGh2DZo}+#{SF6qqlQrpIQ.sLaLEIDVusT}+#{SF6qqlQrpIQ.b91xfEPrY4D}+#{SF6qqlQrpIQ.EU7hVFz5Yyt}+#{SF6qqlQrpIQ.AR2E4Yiuo8Z}+#{SF6qqlQrpIQ.dfkyp7ZQZSr}+#{SF6qqlQrpIQ.dwZCyLrMV2d},C{k8CzaSY0aND},GmGHov1gb9x
Prep_CT_TG_Total,"#{HzfaxOT0UND.DYDpnZWu1XK}+#{YxmRjNv59p6.DYDpnZWu1XK}+#{HzfaxOT0UND.m7Y0ddB212k}+#{YxmRjNv59p6.m7Y0ddB212k}+#{HzfaxOT0UND.qy1vJGvFJeB}+#{YxmRjNv59p6.qy1vJGvFJeB}+#{HzfaxOT0UND.sk5UiD3PrxH}+#{YxmRjNv59p6.sk5UiD3PrxH}+#{HzfaxOT0UND.Vb7KzTvF83C}+#{YxmRjNv59p6.Vb7KzTvF83C}+#{HzfaxOT0UND.dchngmvBGvb}+#{YxmRjNv59p6.dchngmvBGvb}+#{HzfaxOT0UND.VP1zCgdzuBb}+#{YxmRjNv59p6.VP1zCgdzuBb}+#{HzfaxOT0UND.QlPIw6NZLAZ}+#{YxmRjNv59p6.QlPIw6NZLAZ}+#{HzfaxOT0UND.hKHprPKwjL6}+#{YxmRjNv59p6.hKHprPKwjL6}+#{HzfaxOT0UND.uSDHHGh2DZo}+#{YxmRjNv59p6.uSDHHGh2DZo}+#{HzfaxOT0UND.sLaLEIDVusT}+#{YxmRjNv59p6.sLaLEIDVusT}+#{HzfaxOT0UND.b91xfEPrY4D}+#{YxmRjNv59p6.b91xfEPrY4D}+#{HzfaxOT0UND.EU7hVFz5Yyt}+#{YxmRjNv59p6.EU7hVFz5Yyt}+#{HzfaxOT0UND.AR2E4Yiuo8Z}+#{YxmRjNv59p6.AR2E4Yiuo8Z}+#{HzfaxOT0UND.dfkyp7ZQZSr}+#{YxmRjNv59p6.dfkyp7ZQZSr}+#{HzfaxOT0UND.dwZCyLrMV2d}+#{YxmRjNv59p6.dwZCyLrMV2d}

",C{k8CzaSY0aND},OHLcJLm4DPK
Prep_CT_TG_Total_F,"#{HzfaxOT0UND.DYDpnZWu1XK}+#{YxmRjNv59p6.DYDpnZWu1XK}+#{HzfaxOT0UND.m7Y0ddB212k}+#{YxmRjNv59p6.m7Y0ddB212k}+#{HzfaxOT0UND.qy1vJGvFJeB}+#{YxmRjNv59p6.qy1vJGvFJeB}+#{HzfaxOT0UND.sk5UiD3PrxH}+#{YxmRjNv59p6.sk5UiD3PrxH}+#{HzfaxOT0UND.Vb7KzTvF83C}+#{YxmRjNv59p6.Vb7KzTvF83C}+#{HzfaxOT0UND.dchngmvBGvb}+#{YxmRjNv59p6.dchngmvBGvb}+#{HzfaxOT0UND.VP1zCgdzuBb}+#{YxmRjNv59p6.VP1zCgdzuBb}+#{HzfaxOT0UND.QlPIw6NZLAZ}+#{YxmRjNv59p6.QlPIw6NZLAZ}
",C{k8CzaSY0aND},fANGNzlLBAJ
Prep_CT_TG_Total_M,"#{HzfaxOT0UND.hKHprPKwjL6}+#{YxmRjNv59p6.hKHprPKwjL6}+#{HzfaxOT0UND.uSDHHGh2DZo}+#{YxmRjNv59p6.uSDHHGh2DZo}+#{HzfaxOT0UND.sLaLEIDVusT}+#{YxmRjNv59p6.sLaLEIDVusT}+#{HzfaxOT0UND.b91xfEPrY4D}+#{YxmRjNv59p6.b91xfEPrY4D}+#{HzfaxOT0UND.EU7hVFz5Yyt}+#{YxmRjNv59p6.EU7hVFz5Yyt}+#{HzfaxOT0UND.AR2E4Yiuo8Z}+#{YxmRjNv59p6.AR2E4Yiuo8Z}+#{HzfaxOT0UND.dfkyp7ZQZSr}+#{YxmRjNv59p6.dfkyp7ZQZSr}+#{HzfaxOT0UND.dwZCyLrMV2d}+#{YxmRjNv59p6.dwZCyLrMV2d}
",C{k8CzaSY0aND},CBGFzhyMiSy
PREP Curr,#{gc4xbTNH8Aq}+#{zUcEV3pZRJh}+#{icIpEyhRQHw}+#{o1Kf7967M1f}+#{tFnyylFadqo}+#{HR2ecOSpDUW}+#{mMIZ54FCHsh}+#{CIlMOH40flP}+#{QiABAA00u13}+#{TWXOd8HbGhp},C{k8CzaSY0aND},QnrZS51VXVf
Prep_Curr_AGYW 15-19F,"#{Nz7EhR18YMK.DYDpnZWu1XK}+#{UXGOZdm9wA7.DYDpnZWu1XK}+#{zIhlzoEpxGn.DYDpnZWu1XK}
",C{k8CzaSY0aND},dY5emWSvzcX
Prep_Curr_AGYW 20-24F,"#{Nz7EhR18YMK.m7Y0ddB212k}+#{UXGOZdm9wA7.m7Y0ddB212k}+#{zIhlzoEpxGn.m7Y0ddB212k}
",C{k8CzaSY0aND},fC1WFofkRwE
PREP Curr AGYW F,#{zUcEV3pZRJh.DYDpnZWu1XK}+#{zUcEV3pZRJh.m7Y0ddB212k},C{k8CzaSY0aND},wkcukwFF15U
Prep_Curr_AGYW_Total,"#{Nz7EhR18YMK.DYDpnZWu1XK}+#{UXGOZdm9wA7.DYDpnZWu1XK}+#{zIhlzoEpxGn.DYDpnZWu1XK}+#{Nz7EhR18YMK.m7Y0ddB212k}+#{UXGOZdm9wA7.m7Y0ddB212k}+#{zIhlzoEpxGn.m7Y0ddB212k}
",C{k8CzaSY0aND},PfAbyO1Pfnu
Prep_Curr_AGYW_Total_F,"#{Nz7EhR18YMK.DYDpnZWu1XK}+#{UXGOZdm9wA7.DYDpnZWu1XK}+#{zIhlzoEpxGn.DYDpnZWu1XK}+#{Nz7EhR18YMK.m7Y0ddB212k}+#{UXGOZdm9wA7.m7Y0ddB212k}+#{zIhlzoEpxGn.m7Y0ddB212k}
",C{k8CzaSY0aND},se7YinCz2vL
Prep_Curr_BF 15-19F,"#{S8VvgOzJRkX.DYDpnZWu1XK}+#{ogOSIjGiRj2.DYDpnZWu1XK}+#{qxF8Ufz7iJf.DYDpnZWu1XK}

",C{k8CzaSY0aND},MucZo5xhhch
Prep_Curr_BF 20-24F,"#{S8VvgOzJRkX.m7Y0ddB212k}+#{ogOSIjGiRj2.m7Y0ddB212k}+#{qxF8Ufz7iJf.m7Y0ddB212k}
",C{k8CzaSY0aND},whrBrTmtvHc
Prep_Curr_BF 25-29F,"#{S8VvgOzJRkX.qy1vJGvFJeB}+#{ogOSIjGiRj2.qy1vJGvFJeB}+#{qxF8Ufz7iJf.qy1vJGvFJeB}
",C{k8CzaSY0aND},Ox4am8bvN1P
Prep_Curr_BF 30-34F,"#{S8VvgOzJRkX.sk5UiD3PrxH}+#{ogOSIjGiRj2.sk5UiD3PrxH}+#{qxF8Ufz7iJf.sk5UiD3PrxH}
",C{k8CzaSY0aND},kRlJBk81PUY
Prep_Curr_BF 35-39F,"#{S8VvgOzJRkX.Vb7KzTvF83C}+#{ogOSIjGiRj2.Vb7KzTvF83C}+#{qxF8Ufz7iJf.Vb7KzTvF83C}
",C{k8CzaSY0aND},pRDEX9IphuT
Prep_Curr_BF 40-44F,"#{S8VvgOzJRkX.dchngmvBGvb}+#{ogOSIjGiRj2.dchngmvBGvb}+#{qxF8Ufz7iJf.dchngmvBGvb}
",C{k8CzaSY0aND},BGzovaIFlyK
Prep_Curr_BF 45-49F,"#{S8VvgOzJRkX.VP1zCgdzuBb}+#{ogOSIjGiRj2.VP1zCgdzuBb}+#{qxF8Ufz7iJf.VP1zCgdzuBb}
",C{k8CzaSY0aND},KyBnftRsgYk
Prep_Curr_BF 50+F,"#{S8VvgOzJRkX.QlPIw6NZLAZ}+#{ogOSIjGiRj2.QlPIw6NZLAZ}+#{qxF8Ufz7iJf.QlPIw6NZLAZ}
",C{k8CzaSY0aND},bhAqLxPtoMh
PREP Curr BF F,#{TWXOd8HbGhp.DYDpnZWu1XK}+#{TWXOd8HbGhp.m7Y0ddB212k}+#{TWXOd8HbGhp.qy1vJGvFJeB}+#{TWXOd8HbGhp.sk5UiD3PrxH}+#{TWXOd8HbGhp.Vb7KzTvF83C}+#{TWXOd8HbGhp.dchngmvBGvb}+#{TWXOd8HbGhp.VP1zCgdzuBb}+#{TWXOd8HbGhp.QlPIw6NZLAZ},C{k8CzaSY0aND},B2zYFDiqCaj
Prep_Curr_BF_Total,"#{S8VvgOzJRkX.DYDpnZWu1XK}+#{ogOSIjGiRj2.DYDpnZWu1XK}+#{qxF8Ufz7iJf.DYDpnZWu1XK}+#{S8VvgOzJRkX.m7Y0ddB212k}+#{ogOSIjGiRj2.m7Y0ddB212k}+#{qxF8Ufz7iJf.m7Y0ddB212k}+#{S8VvgOzJRkX.qy1vJGvFJeB}+#{ogOSIjGiRj2.qy1vJGvFJeB}+#{qxF8Ufz7iJf.qy1vJGvFJeB}+#{S8VvgOzJRkX.sk5UiD3PrxH}+#{ogOSIjGiRj2.sk5UiD3PrxH}+#{qxF8Ufz7iJf.sk5UiD3PrxH}+#{S8VvgOzJRkX.Vb7KzTvF83C}+#{ogOSIjGiRj2.Vb7KzTvF83C}+#{qxF8Ufz7iJf.Vb7KzTvF83C}+#{S8VvgOzJRkX.dchngmvBGvb}+#{ogOSIjGiRj2.dchngmvBGvb}+#{qxF8Ufz7iJf.dchngmvBGvb}+#{S8VvgOzJRkX.VP1zCgdzuBb}+#{ogOSIjGiRj2.VP1zCgdzuBb}+#{qxF8Ufz7iJf.VP1zCgdzuBb}+#{S8VvgOzJRkX.QlPIw6NZLAZ}+#{ogOSIjGiRj2.QlPIw6NZLAZ}+#{qxF8Ufz7iJf.QlPIw6NZLAZ}
",C{k8CzaSY0aND},ZePkIv4IFBh
Prep_Curr_BF_Total_F,#{S8VvgOzJRkX.DYDpnZWu1XK}+#{ogOSIjGiRj2.DYDpnZWu1XK}+#{qxF8Ufz7iJf.DYDpnZWu1XK}+#{S8VvgOzJRkX.m7Y0ddB212k}+#{ogOSIjGiRj2.m7Y0ddB212k}+#{qxF8Ufz7iJf.m7Y0ddB212k}+#{S8VvgOzJRkX.qy1vJGvFJeB}+#{ogOSIjGiRj2.qy1vJGvFJeB}+#{qxF8Ufz7iJf.qy1vJGvFJeB}+#{S8VvgOzJRkX.sk5UiD3PrxH}+#{ogOSIjGiRj2.sk5UiD3PrxH}+#{qxF8Ufz7iJf.sk5UiD3PrxH}+#{S8VvgOzJRkX.Vb7KzTvF83C}+#{ogOSIjGiRj2.Vb7KzTvF83C}+#{qxF8Ufz7iJf.Vb7KzTvF83C}+#{S8VvgOzJRkX.dchngmvBGvb}+#{ogOSIjGiRj2.dchngmvBGvb}+#{qxF8Ufz7iJf.dchngmvBGvb}+#{S8VvgOzJRkX.VP1zCgdzuBb}+#{ogOSIjGiRj2.VP1zCgdzuBb}+#{qxF8Ufz7iJf.VP1zCgdzuBb}+#{S8VvgOzJRkX.QlPIw6NZLAZ}+#{ogOSIjGiRj2.QlPIw6NZLAZ}+#{qxF8Ufz7iJf.QlPIw6NZLAZ},C{k8CzaSY0aND},Qa4ykOnI4vx
Prep_Curr_FSW 15-19F,"#{w7Sd9JLas99.DYDpnZWu1XK}+#{EYOQtTc1Luo.DYDpnZWu1XK}+#{zRyuOJlT0j1.DYDpnZWu1XK}
",C{k8CzaSY0aND},mYHmr1HGqvs
Prep_Curr_FSW 20-24F,"#{w7Sd9JLas99.m7Y0ddB212k}+#{EYOQtTc1Luo.m7Y0ddB212k}+#{zRyuOJlT0j1.m7Y0ddB212k}
",C{k8CzaSY0aND},edisN1Z67af
Prep_Curr_FSW 25-29F,"#{w7Sd9JLas99.qy1vJGvFJeB}+#{EYOQtTc1Luo.qy1vJGvFJeB}+#{zRyuOJlT0j1.qy1vJGvFJeB}
",C{k8CzaSY0aND},DY3Z59sxYBM
Prep_Curr_FSW 30-34F,"#{w7Sd9JLas99.sk5UiD3PrxH}+#{EYOQtTc1Luo.sk5UiD3PrxH}+#{zRyuOJlT0j1.sk5UiD3PrxH}
",C{k8CzaSY0aND},TR4D29gedYW
Prep_Curr_FSW 35-39F,"#{w7Sd9JLas99.Vb7KzTvF83C}+#{EYOQtTc1Luo.Vb7KzTvF83C}+#{zRyuOJlT0j1.Vb7KzTvF83C}
",C{k8CzaSY0aND},kD0uaGiCtXP
Prep_Curr_FSW 40-44F,"#{w7Sd9JLas99.dchngmvBGvb}+#{EYOQtTc1Luo.dchngmvBGvb}+#{zRyuOJlT0j1.dchngmvBGvb}
",C{k8CzaSY0aND},WON51n4cWWm
Prep_Curr_FSW 45-49F,"#{w7Sd9JLas99.VP1zCgdzuBb}+#{EYOQtTc1Luo.VP1zCgdzuBb}+#{zRyuOJlT0j1.VP1zCgdzuBb}
",C{k8CzaSY0aND},EcBeaiwHvpt
Prep_Curr_FSW 50+F,"#{w7Sd9JLas99.QlPIw6NZLAZ}+#{EYOQtTc1Luo.QlPIw6NZLAZ}+#{zRyuOJlT0j1.QlPIw6NZLAZ}
",C{k8CzaSY0aND},defiyQKXNVE
PREP Curr FSW F,#{tFnyylFadqo.DYDpnZWu1XK}+#{tFnyylFadqo.m7Y0ddB212k}+#{tFnyylFadqo.qy1vJGvFJeB}+#{tFnyylFadqo.sk5UiD3PrxH}+#{tFnyylFadqo.Vb7KzTvF83C}+#{tFnyylFadqo.dchngmvBGvb}+#{tFnyylFadqo.VP1zCgdzuBb}+#{tFnyylFadqo.QlPIw6NZLAZ},C{k8CzaSY0aND},c9vlnt81uYt
Prep_Curr_FSW_Total,"#{w7Sd9JLas99.DYDpnZWu1XK}+#{EYOQtTc1Luo.DYDpnZWu1XK}+#{zRyuOJlT0j1.DYDpnZWu1XK}+#{w7Sd9JLas99.m7Y0ddB212k}+#{EYOQtTc1Luo.m7Y0ddB212k}+#{zRyuOJlT0j1.m7Y0ddB212k}+#{w7Sd9JLas99.qy1vJGvFJeB}+#{EYOQtTc1Luo.qy1vJGvFJeB}+#{zRyuOJlT0j1.qy1vJGvFJeB}+#{w7Sd9JLas99.sk5UiD3PrxH}+#{EYOQtTc1Luo.sk5UiD3PrxH}+#{zRyuOJlT0j1.sk5UiD3PrxH}+#{w7Sd9JLas99.Vb7KzTvF83C}+#{EYOQtTc1Luo.Vb7KzTvF83C}+#{zRyuOJlT0j1.Vb7KzTvF83C}+#{w7Sd9JLas99.dchngmvBGvb}+#{EYOQtTc1Luo.dchngmvBGvb}+#{zRyuOJlT0j1.dchngmvBGvb}+#{w7Sd9JLas99.VP1zCgdzuBb}+#{EYOQtTc1Luo.VP1zCgdzuBb}+#{zRyuOJlT0j1.VP1zCgdzuBb}+#{w7Sd9JLas99.QlPIw6NZLAZ}+#{EYOQtTc1Luo.QlPIw6NZLAZ}+#{zRyuOJlT0j1.QlPIw6NZLAZ}
",C{k8CzaSY0aND},jRCnedi4jpb
Prep_Curr_FSW_Total_F,"#{w7Sd9JLas99.DYDpnZWu1XK}+#{EYOQtTc1Luo.DYDpnZWu1XK}+#{zRyuOJlT0j1.DYDpnZWu1XK}+#{w7Sd9JLas99.m7Y0ddB212k}+#{EYOQtTc1Luo.m7Y0ddB212k}+#{zRyuOJlT0j1.m7Y0ddB212k}+#{w7Sd9JLas99.qy1vJGvFJeB}+#{EYOQtTc1Luo.qy1vJGvFJeB}+#{zRyuOJlT0j1.qy1vJGvFJeB}+#{w7Sd9JLas99.sk5UiD3PrxH}+#{EYOQtTc1Luo.sk5UiD3PrxH}+#{zRyuOJlT0j1.sk5UiD3PrxH}+#{w7Sd9JLas99.Vb7KzTvF83C}+#{EYOQtTc1Luo.Vb7KzTvF83C}+#{zRyuOJlT0j1.Vb7KzTvF83C}+#{w7Sd9JLas99.dchngmvBGvb}+#{EYOQtTc1Luo.dchngmvBGvb}+#{zRyuOJlT0j1.dchngmvBGvb}+#{w7Sd9JLas99.VP1zCgdzuBb}+#{EYOQtTc1Luo.VP1zCgdzuBb}+#{zRyuOJlT0j1.VP1zCgdzuBb}+#{w7Sd9JLas99.QlPIw6NZLAZ}+#{EYOQtTc1Luo.QlPIw6NZLAZ}+#{zRyuOJlT0j1.QlPIw6NZLAZ}
",C{k8CzaSY0aND},px6tdt6Exm3
