name,aggregationType,valueType,id,code
GEND_GBV received PEP,SUM,INTEGER_ZERO_OR_POSITIVE,WQaNvZWNdlq,
GEND_GBV received psychosocial support,SUM,INTEGER_ZERO_OR_POSITIVE,svxh9TCKYlb,
GEND_GBV receiving  Emergency Contraception,SUM,INTEGER_ZERO_OR_POSITIVE,ivUE4OznNkS,
GEND_GBV receiving Medical treatment for life ,SUM,INTEGER_ZERO_OR_POSITIVE,AwHoZdaPasd,
GEND_GBV referred for economic support,SUM,INTEGER_ZERO_OR_POSITIVE,vpHAgoRtzHS,
GEND_GBV SCREENED,SUM,INTEGER_ZERO_OR_POSITIVE,vySPq9EtIis,
GEND_GBV (Sexual),SUM,INTEGER_ZERO_OR_POSITIVE,ozuuAPj5YBI,
GEND_GBV supported/referred  for legal service,SUM,INTEGER_ZERO_OR_POSITIVE,pm1a4uskF9c,
GEND_GBV : Targets,SUM,INTEGER_ZERO_OR_POSITIVE,jE2TEfjN6X0,
Gentamycin_BeginningBalance,SUM,INTEGER_ZERO_OR_POSITIVE,gsCBWo3rIvj,
Gentamycin_ClosingStock,SUM,INTEGER_ZERO_OR_POSITIVE,f4Vj4co0lsx,
Gentamycin_CummulativeDispensed,SUM,INTEGER_ZERO_OR_POSITIVE,HdWodBuTj7q,
Gentamycin_CummulativeReceived,SUM,INTEGER_ZERO_OR_POSITIVE,Y78MdzAFERs,
Gentamycin_LossesAdjustments,SUM,INTEGER_ZERO_OR_POSITIVE,OLHshKYcnMv,
Gentamycin_PhysicalCount,SUM,INTEGER_ZERO_OR_POSITIVE,aiWsHGXZ3F6,
Gentamycin_Remarks,NONE,LONG_TEXT,Y21DYbcbmY3,
GF_Amoxicillin100_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,eHYanTxsqpb,
GF_Amoxicillin100_available,SUM,INTEGER_ZERO_OR_POSITIVE,ek7Jcczsgsd,
GF_Amoxicillin100_remarks,NONE,LONG_TEXT,wKDsN8NtQ7O,
GF_Amoxicillin100_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,ci1UOGrlPEW,
GF_Amoxicillin100_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,nGX90w5qA4j,
GF_Amoxicillin100_used,SUM,INTEGER_ZERO_OR_POSITIVE,HDAnLtrjLJH,
GF_Amoxicillin20_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,s7PtcBaJ19h,
GF_Amoxicillin20_available,SUM,INTEGER_ZERO_OR_POSITIVE,KWqoiEaoqZk,
GF_Amoxicillin20_remarks,NONE,LONG_TEXT,BOtaIXoHpnT,
GF_Amoxicillin20_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,xBBAdh3U8vz,
GF_Amoxicillin20_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,NB4CnEdwmju,
GF_Amoxicillin20_used,SUM,INTEGER_ZERO_OR_POSITIVE,BZqjNwP5hg6,
GF_Azithromycin_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,QrowB8H2JEP,
GF_Azithromycin_available,SUM,INTEGER_ZERO_OR_POSITIVE,LnmtA6qdGMs,
GF_Azithromycin_remarks,NONE,LONG_TEXT,KYxAK2gL80S,
GF_Azithromycin_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,XOltYaIuTzf,
GF_Azithromycin_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,wixQ4MN25KH,
GF_Azithromycin_used,SUM,INTEGER_ZERO_OR_POSITIVE,QuhpCIMyjxV,
GF_Carbetocin_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,BtBQxfCTRvS,
GF_Carbetocin_available,SUM,INTEGER_ZERO_OR_POSITIVE,KCcqdR1jytT,
GF_Carbetocin_remarks,NONE,LONG_TEXT,Ehb2LScpTqG,
GF_Carbetocin_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,Pdzhp3geCTF,
GF_Carbetocin_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,M7aKVAa6JA4,
GF_Carbetocin_used,SUM,INTEGER_ZERO_OR_POSITIVE,spllI1xlQj9,
GF_Dexamethasone_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,t58A3PdE5qo,
GF_Dexamethasone_available,SUM,INTEGER_ZERO_OR_POSITIVE,knZXlfPBoia,
GF_Dexamethasone_remarks,NONE,LONG_TEXT,kJ3dljeEkhH,
GF_Dexamethasone_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,pnEWHsQSHBC,
GF_Dexamethasone_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,gDq93Lk5SDU,
GF_Dexamethasone_used,SUM,INTEGER_ZERO_OR_POSITIVE,MC47bx07lfg,
GF_Drapes_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,lSeGG5STLDx,
GF_Drapes_available,SUM,INTEGER_ZERO_OR_POSITIVE,KDPmDzLfuB2,
GF_Drapes_remarks,NONE,LONG_TEXT,cqD3W0VS9xA,
GF_Drapes_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,FQUO4LCFTgM,
GF_Drapes_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,ralmkPqreU3,
GF_Drapes_used,SUM,INTEGER_ZERO_OR_POSITIVE,ATuPJMyNRM2,
GF_FCM_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,Td2qYgRwAw1,
GF_FCM_available,SUM,INTEGER_ZERO_OR_POSITIVE,gMYpQrTHbcU,
GF_FCM_remarks,NONE,LONG_TEXT,s6IzBzrbc43,
GF_FCM_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,H24QIE1l7Al,
GF_FCM_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,uxtSr9SPj1X,
GF_FCM_used,SUM,INTEGER_ZERO_OR_POSITIVE,AO0G8ANdeaf,
GF_Gentamycin_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,y7OfffqiK3E,
GF_Gentamycin_available,SUM,INTEGER_ZERO_OR_POSITIVE,wNwRqR5hZMd,
GF_Gentamycin_remarks,NONE,LONG_TEXT,kOjCuYF9ht6,
GF_Gentamycin_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,osYJrDsWRd4,
GF_Gentamycin_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,K8fvuLusVFa,
GF_Gentamycin_used,SUM,INTEGER_ZERO_OR_POSITIVE,UKWEIQjsoA8,
GF_Misoprostol_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,wTNsYnJagPn,
GF_Misoprostol_available,SUM,INTEGER_ZERO_OR_POSITIVE,QkDYHURcCJZ,
GF_Misoprostol_remarks,NONE,LONG_TEXT,USDUmMwJanS,
GF_Misoprostol_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,QF4YLRhnXlu,
GF_Misoprostol_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,cetTGNPMwcr,
GF_Misoprostol_used,SUM,INTEGER_ZERO_OR_POSITIVE,VMcrN6PkK2k,
GF_Oxytocin_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,LrED9LZh0bY,
GF_Oxytocin_available,SUM,INTEGER_ZERO_OR_POSITIVE,MROEYJO8KKw,
GF_Oxytocin_remarks,NONE,LONG_TEXT,nrp8HMOmd9y,
GF_Oxytocin_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,fecHiGzMeKN,
GF_Oxytocin_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,hndJoV4ROkn,
GF_Oxytocin_used,SUM,INTEGER_ZERO_OR_POSITIVE,AG0Ip08PSee,
GF_TXA_amountreordered,SUM,INTEGER_ZERO_OR_POSITIVE,clUZ7jnKkbD,
GF_TXA_available,SUM,INTEGER_ZERO_OR_POSITIVE,inST2gR2LER,
GF_TXA_remarks,NONE,LONG_TEXT,vvc2UqdglxI,
GF_TXA_reordered,SUM,INTEGER_ZERO_OR_POSITIVE,QEOyrv5XuHo,
GF_TXA_sellingprice,SUM,INTEGER_ZERO_OR_POSITIVE,BssCkpJmZmO,
GF_TXA_used,SUM,INTEGER_ZERO_OR_POSITIVE,S1DpOTUjIhs,
Gitlab_diagnosed_presbyopia,SUM,NUMBER,qMefwcZINA0,
Gitlab_First_Time_Readers,SUM,NUMBER,Pn3xgaWYDn0,
Gitlab_glasspower_+1.0,SUM,NUMBER,LdDzhDxyDWP,
Gitlab_glasspower_+1.5,SUM,NUMBER,ExndRIA1vH2,
Gitlab_glasspower_+2.0,SUM,NUMBER,N1QYEYfggDj,
Gitlab_glasspower_+2.5,SUM,NUMBER,Glbx7nAbIr3,
Gitlab_glasspower_>3+,SUM,NUMBER,Mmw1b9UAMGI,
Gitlab_glasspower_+3.0,SUM,NUMBER,o5NLCRBUCYQ,
Gitlab_Other_Eye_Conditions,SUM,NUMBER,WlfPJrw7N45,
Gitlab_provider_category,NONE,NUMBER,Xu3P4WAZK8P,
Gitlab_provider_category_other,NONE,TEXT,zqXkixGDc3q,
Gitlab_provider_location,NONE,NUMBER,FR6roIBGdpG,
Gitlab_Require_Near_Vision,SUM,NUMBER,GmKPfdx9jlL,
Gitlab_Screened_Presbyopia,SUM,NUMBER,faGLsfOrAYf,
Gitlab_Vision_Needs_Code1,SUM,NUMBER,MogtroNvrIV,
Gitlab_Vision_Needs_Code2,SUM,NUMBER,COEqoNhZSxD,
Gitlab_Vision_Needs_Code3,SUM,NUMBER,w0D4O7FxQDg,
Gitlab_Vision_Needs_Code4,SUM,NUMBER,s0zHJ4G19yb,
Gitlab_Vision_Needs_Code5,SUM,NUMBER,KbQwaaWCcpz,
Gitlab_Vision_Needs_Code6,SUM,NUMBER,mW4QpbuPNeI,
Gitlab_Vision_Needs_Code7,SUM,NUMBER,M1W4dYiKmRb,
HCA AB collected 24m,SUM,INTEGER_ZERO_OR_POSITIVE,i5SRTEQFiw7,
HCA missing 12 month visit,SUM,INTEGER_ZERO_OR_POSITIVE,qEWKzdWA5IY,
HCA Negative 12m,SUM,INTEGER_ZERO_OR_POSITIVE,GGwVdcrmZzR,
HCA Negative 24m,SUM,INTEGER_ZERO_OR_POSITIVE,j8FRbPXjciP,
HCA Net cohort 12m,SUM,INTEGER_ZERO_OR_POSITIVE,ZzDySepjGUZ,
HCA Net cohort 24m,SUM,INTEGER_ZERO_OR_POSITIVE,VzU5M94mvN8,
HCA Number Active 12m,SUM,INTEGER_ZERO_OR_POSITIVE,PhHK5kWfcj3,
HCA Number Active 24m,SUM,INTEGER_ZERO_OR_POSITIVE,KnQbrcZfFub,
HCA Number Dead 12m,SUM,INTEGER_ZERO_OR_POSITIVE,SCHJUUDupxG,
HCA Number Dead 24m,SUM,INTEGER_ZERO_OR_POSITIVE,P0ejgBheLHT,
HCA Number LTFU 24m,SUM,INTEGER_ZERO_OR_POSITIVE,iRVqbhkBqPB,
HCA Outcomes -  Active but no PCR test/AB Test test done,SUM,INTEGER_ZERO_OR_POSITIVE,G5RBBv3eTRw,
HCA Outcomes - Died between,SUM,INTEGER_ZERO_OR_POSITIVE,TObQOnePy7N,
HCA Outcomes -  Identified as positive ,SUM,INTEGER_ZERO_OR_POSITIVE,fMdYb7wdHNk,
HCA Outcomes - Lost to Follow Up ,SUM,INTEGER_ZERO_OR_POSITIVE,CiNOrBOvahl,
HCA Outcomes - Net cohort ,SUM,INTEGER_ZERO_OR_POSITIVE,jQld0tKGtZ2,
HCA Outcomes - Number of HEI Enrolled in the cohort,SUM,INTEGER_ZERO_OR_POSITIVE,DGHLzumX7nz,
HCA Outcomes -  PCR test/AB Test -  negative  result,SUM,INTEGER_ZERO_OR_POSITIVE,dxOJLkh6kmB,
HCA Outcomes - Transferred out,SUM,INTEGER_ZERO_OR_POSITIVE,P5rxJMBnkj1,
HCA PCR Collected 12m,SUM,INTEGER_ZERO_OR_POSITIVE,M0a8lNei2sX,
HCA PCR or AB HAART 12m,SUM,INTEGER_ZERO_OR_POSITIVE,IEAWhzaNi2s,
HCA PCR or AB HAART 24m,SUM,INTEGER_ZERO_OR_POSITIVE,JPK7wx9yCuW,
HCA PCR or AB Positive 12m,SUM,INTEGER_ZERO_OR_POSITIVE,XDA87mFHz82,
HCA PCR or AB Positive 24m,SUM,INTEGER_ZERO_OR_POSITIVE,RIDNmwWDje5,
HCA Transfers Out 12m,SUM,INTEGER_ZERO_OR_POSITIVE,zRgNuIKtfqm,
HCA Transfers Out 24m,SUM,INTEGER_ZERO_OR_POSITIVE,j1L0GB5UWwa,
HEPB clients Screened,SUM,INTEGER_ZERO_OR_POSITIVE,AwA8Wf4FSLL,
HEPB Clients Seen,SUM,INTEGER_ZERO_OR_POSITIVE,kOc8juU5SmO,
HEPB Number Positive,SUM,INTEGER_ZERO_OR_POSITIVE,PXibF1nBPzO,
HEPB Number Referred for Treatment,SUM,INTEGER_ZERO_OR_POSITIVE,EHcazfftP6M,
HEPB Number Treated,SUM,INTEGER_ZERO_OR_POSITIVE,j3RtcPLKNT9,
HEPB Number vaccinated,SUM,INTEGER_ZERO_OR_POSITIVE,FLzMa5bONik,
High Viremia Monitoring (All): Total TX_PVLS (N) _Repeat,SUM,INTEGER_ZERO_OR_POSITIVE,bpPq5vF0NeL,
High Viremia Monitoring (All): TX_CURR_Unsuppressed,SUM,INTEGER_ZERO_OR_POSITIVE,CQyTFJW83O9,
High Viremia Monitoring (All): TX_CURR_Viremia Clinic,SUM,INTEGER_ZERO_OR_POSITIVE,wmAawdnFqlv,
High Viremia Monitoring (All): TX_PVLS (D)_Repeat,SUM,INTEGER_ZERO_OR_POSITIVE,FqvkfNkMTB5,
HIV_SELF (KeyPop) - HIV +Ve # linked,SUM,INTEGER_ZERO_OR_POSITIVE,utwLOEIowur,
HIV_SELF (KeyPop) - Kits Distributed :Directly Assisted,SUM,INTEGER_ZERO_OR_POSITIVE,slXKqpKMkfP,
HIV_SELF (KeyPop) - Kits Distributed :Unassisted,SUM,INTEGER_ZERO_OR_POSITIVE,r1PvaRMZp89,
HIV_SELF (KeyPop) - Number tested,SUM,INTEGER_ZERO_OR_POSITIVE,HkbeURp0KpZ,
HIV_SELF (KeyPop) - Number Tested Negative,SUM,INTEGER_ZERO_OR_POSITIVE,ZDjGEnjqmep,
HIV_SELF (KeyPop) - Number Tested Positive,SUM,INTEGER_ZERO_OR_POSITIVE,fi0m4We4kVP,
HIV_SELF (KeyPop) - # of contacts identified,SUM,INTEGER_ZERO_OR_POSITIVE,JnvyGUuEIkE,
HIV_SELF (KeyPop) - Unassisted Kits distribution :Caregiver for child,SUM,INTEGER_ZERO_OR_POSITIVE,dgF0lw94MHL,
HIV_SELF (KeyPop) - Unassisted Kits distribution :Other,SUM,INTEGER_ZERO_OR_POSITIVE,IPzm0R5DDzB,
HIV_SELF (KeyPop) - Unassisted Kits distribution :Self use,SUM,INTEGER_ZERO_OR_POSITIVE,S6iTp5Aolt5,
HIV_SELF (KeyPop) - Unassisted Kits distribution :Sexual Partner,SUM,INTEGER_ZERO_OR_POSITIVE,bybaVGtbxwf,
HIV_ST - HIV +Ve # linked,SUM,INTEGER_ZERO_OR_POSITIVE,FUOprEQRmCi,
HIV_ST - Kits Distributed :Directly Assisted,SUM,INTEGER_ZERO_OR_POSITIVE,F2xJbmWy7Ci,
HIV_ST - Kits Distributed :Unassisted,SUM,INTEGER_ZERO_OR_POSITIVE,GcN1zIpraSK,
HIV_ST - Number tested,SUM,INTEGER_ZERO_OR_POSITIVE,x1FaP831rVG,
HIV_ST - Number Tested Negative,SUM,INTEGER_ZERO_OR_POSITIVE,EVmz5PbY4fU,
HIV_ST - Number Tested Positive,SUM,INTEGER_ZERO_OR_POSITIVE,Gj4glnCMzI5,
HIV_ST - # of contacts identified,SUM,INTEGER_ZERO_OR_POSITIVE,f9VXy9Gtk6h,
HIV_ST - Unassisted Kits distribution :Caregiver for child,SUM,INTEGER_ZERO_OR_POSITIVE,mxT7BOdy5VA,
HIV_ST - Unassisted Kits distribution :Other,SUM,INTEGER_ZERO_OR_POSITIVE,IQYqrlexsXI,
HIV_ST - Unassisted Kits distribution :Self use,SUM,INTEGER_ZERO_OR_POSITIVE,BUYrEgQNsPN,
HIV_ST - Unassisted Kits distribution :Sexual Partner,SUM,INTEGER_ZERO_OR_POSITIVE,j0qyAOxRLbG,
HTS_INDEX Monthly - Contacts Documented Negatives,SUM,INTEGER_ZERO_OR_POSITIVE,qAwLpJWYd4b,
HTS_INDEX Monthly - Contacts Identified,SUM,INTEGER_ZERO_OR_POSITIVE,n7EtXqtIYbY,
HTS_INDEX Monthly - Contacts Tested,SUM,INTEGER_ZERO_OR_POSITIVE,DtJ8Kpaquhx,
HTS_INDEX Monthly - Index Clients Accepting PNS,SUM,INTEGER_ZERO_OR_POSITIVE,sTBggmuuiGR,
HTS_INDEX Monthly - Index Clients Offered PNS,SUM,INTEGER_ZERO_OR_POSITIVE,gp0RYhjsc1f,
HTS_INDEX Monthly -Index clients that agreed to give contacts,SUM,INTEGER_ZERO_OR_POSITIVE,FmxsZse40dA,
HTS_INDEX Monthly - Known HIV Positive Contacts,SUM,INTEGER_ZERO_OR_POSITIVE,jwdD1sNc2qV,
HTS_INDEX Monthly - Linked to HAART outside,SUM,INTEGER_ZERO_OR_POSITIVE,olpLJQuShyq,
HTS_INDEX Monthly - Linked to HAART within,SUM,INTEGER_ZERO_OR_POSITIVE,Lkl96LuZicD,
HTS_INDEX (Surge) :Contacts Identified,SUM,INTEGER_ZERO_OR_POSITIVE,UPXq41N5hxg,
HTS_INDEX (Surge) :Documented Negative,SUM,INTEGER_ZERO_OR_POSITIVE,bx2qgzds9w1,
HTS_INDEX (Surge) :Eligible for Testing,SUM,INTEGER_ZERO_OR_POSITIVE,tfmaPWXCMvq,
HTS_INDEX (Surge) :HIV+ Linked,SUM,INTEGER_ZERO_OR_POSITIVE,KOU8VcRyLxI,
HTS_INDEX (Surge) :Index Clients Screened,SUM,INTEGER_ZERO_OR_POSITIVE,oB9FRP6KQtM,
HTS_INDEX (Surge) :Index Clients who Accepted,SUM,INTEGER_ZERO_OR_POSITIVE,TS9bkMAK3n9,
HTS_INDEX (Surge) :Known Positive,SUM,INTEGER_ZERO_OR_POSITIVE,TxcWWgdCzkl,
HTS_INDEX (Surge) :Tested,SUM,INTEGER_ZERO_OR_POSITIVE,YwCDNX3WhNn,
HTS_INDEX (Tested and Pos) : Targets,SUM,INTEGER_ZERO_OR_POSITIVE,WzB8v8alwBr,
HTS_POS : Targets,SUM,INTEGER_ZERO_OR_POSITIVE,iTgNKDb7CRb,
HTS_RECENT (Recent Infection) : Targets,SUM,INTEGER_ZERO_OR_POSITIVE,J7wlDpckISC,
HTS_SELF : Targets,SUM,INTEGER_ZERO_OR_POSITIVE,Cu8CmPsiWu5,
HTS_TST (Facility) -KeyPop,SUM,INTEGER_ZERO_OR_POSITIVE,Xlt52to4ddh,
HTS_TST (facility) - Malnutrition clinic - aPNS HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,xsam5SlIzvS,
HTS_TST (facility) -Malnutrition clinic - Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,XOI2SYG5yeA,
HTS_TST (facility) - Malnutrition clinic - HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,ymKviaHZtQN,
HTS_TST (facility) - Malnutrition clinic - Linked outside Facility,SUM,INTEGER_ZERO_OR_POSITIVE,DdPzCAtN3J2,
HTS_TST (facility) - Malnutrition clinic - Linked within,SUM,INTEGER_ZERO_OR_POSITIVE,wQ5AA7GTs9G,
HTS_TST (facility) - Other PITC - aPNS HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,Zol9pZOSZeH,
HTS_TST (facility) -Other PITC - Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,QytarcKZkGD,
HTS_TST (facility) - Other PITC - HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,vFlUDposW0Y,
HTS_TST (facility) - Other PITC - Linked outside Facility,SUM,INTEGER_ZERO_OR_POSITIVE,ZnetI7sd8Ub,
HTS_TST (facility) - Other PITC - Linked within,SUM,INTEGER_ZERO_OR_POSITIVE,YroUdlNVeR2,
HTS_TST (facility) - Other PITC - Screened,SUM,INTEGER_ZERO_OR_POSITIVE,SIDyP6fcQWu,
HTS_TST (facility) - PITC Emergency - aPNS HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,VNuTupKSeqU,
HTS_TST (facility) -PITC Emergency - Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,NlKAxcUgpbO,
HTS_TST (facility) - PITC Emergency - HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,XKAlilawdhN,
HTS_TST (facility) - PITC Emergency - Linked outside Facility,SUM,INTEGER_ZERO_OR_POSITIVE,BeO9dmxTBMg,
HTS_TST (facility) - PITC Emergency - Linked within,SUM,INTEGER_ZERO_OR_POSITIVE,h13L1gcUaCS,
HTS_TST (facility) - PITC Emergency - Screened,SUM,INTEGER_ZERO_OR_POSITIVE,V0LwTlRPxbZ,
HTS_TST (facility) - PITC Inpatient Services - aPNS HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,ZoVxcULb7Cx,
HTS_TST (facility) - PITC Inpatient Services - Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,z26xAmE4oxt,
HTS_TST (facility) - PITC Inpatient Services - HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,THJbtDzxplR,
HTS_TST (facility) - PITC Inpatient Services - Linked outside Facility,SUM,INTEGER_ZERO_OR_POSITIVE,RexTMiW9ZoW,
HTS_TST (facility) - PITC Inpatient Services - Linked within,SUM,INTEGER_ZERO_OR_POSITIVE,CafkDRu8dxj,
HTS_TST (facility) - PITC Inpatient Services - Screened,SUM,INTEGER_ZERO_OR_POSITIVE,gJdTFjGIGQH,
HTS_TST (facility) - PITC Malnutrition Clinic - Screened,SUM,INTEGER_ZERO_OR_POSITIVE,ZESFBB6WHk9,
HTS_TST (facility) - PITC Pediatric Services - aPNS HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,hCc8cnjtlTZ,
HTS_TST (facility) - PITC Pediatric Services - Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,ymoPfk6Zcv1,
HTS_TST (facility) - PITC Pediatric Services - HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,Lwtqyjus0Mb,
HTS_TST (facility) - PITC Pediatric Services - Linked outside Facility,SUM,INTEGER_ZERO_OR_POSITIVE,kylYPTvwl8j,
HTS_TST (facility) - PITC Pediatric Services - Linked within,SUM,INTEGER_ZERO_OR_POSITIVE,bLkDbbGXFi9,
HTS_TST (facility) - PITC Pediatric Services - Screened,SUM,INTEGER_ZERO_OR_POSITIVE,LqFNFMkbuUx,
HTS_TST (facility) - PMTCT ANC1 Only,SUM,INTEGER_ZERO_OR_POSITIVE,bMmnawX0lJZ,
HTS_TST (facility) - PMTCT ANC: 1st ANC Visit,SUM,INTEGER_ZERO_OR_POSITIVE,hqrw6uPL9t9,
"HTS_TST (facility) - PMTCT ANC Initial Tests @2,3,4,.. Visits",SUM,INTEGER_ZERO_OR_POSITIVE,GT0exFOJBb6,
HTS_TST (facility) - PMTCT ANC: Known Positive,SUM,INTEGER_ZERO_OR_POSITIVE,O4tXnOKed2j,
HTS_TST (facility) - PMTCT ANC Retests,SUM,INTEGER_ZERO_OR_POSITIVE,VUddRU5XXhi,
HTS_TST (facility) - PMTCT L&D,SUM,INTEGER_ZERO_OR_POSITIVE,QJEM1kwtmEc,
HTS_TST (facility) - PMTCT L&D Retests,SUM,INTEGER_ZERO_OR_POSITIVE,QHNavEKSTse,
HTS_TST (facility) - PMTCT PNC,SUM,INTEGER_ZERO_OR_POSITIVE,NO3wqVVZ0Ax,
HTS_TST (facility) - PMTCT PNC Retests,SUM,INTEGER_ZERO_OR_POSITIVE,jWdJvSe5eh4,
HTS_TST (facility) - STI clinic - aPNS HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,AiNiFdRtyCg,
HTS_TST (facility) -STI clinic - Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,srDaLPDeXvv,
HTS_TST (facility) - STI clinic - HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,QBsyLQZRdiH,
HTS_TST (facility) - STI clinic - HTS_INDEX HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,ETAR67HWFWc,
HTS_TST (facility) - STI clinic - Linked outside Facility,SUM,INTEGER_ZERO_OR_POSITIVE,snxbZLLB8lq,
HTS_TST (facility) - STI clinic - Linked within,SUM,INTEGER_ZERO_OR_POSITIVE,gfpnQkyZahY,
HTS_TST (facility) - STI clinic - Screened,SUM,INTEGER_ZERO_OR_POSITIVE,j732kHdEWjy,
HTS_TST (facility) - TB Clinic - HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,XYhYAMivUX5,
HTS_TST (facility) - VCT - aPNS HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,L86FCN235rJ,
HTS_TST (facility) -VCT - Eligible,SUM,INTEGER_ZERO_OR_POSITIVE,DxCgR3vrCv3,
HTS_TST (facility) - VCT - HIV Testing,SUM,INTEGER_ZERO_OR_POSITIVE,J4zibSjbBCt,
HTS_TST (facility) - VCT - Linked outside Facility,SUM,INTEGER_ZERO_OR_POSITIVE,HO7lHck9slY,
HTS_TST (facility) - VCT - Linked within,SUM,INTEGER_ZERO_OR_POSITIVE,T5RKa6280JP,
HTS_TST (facility) - VCT - Screened,SUM,INTEGER_ZERO_OR_POSITIVE,vOhHu2cYmvA,
HTS_TST (HFR) :,SUM,INTEGER_ZERO_OR_POSITIVE,PiVqDztvxyP,
HTS_TST PMTCT ANC (Surge) :Initial Tests @1st Visit,SUM,INTEGER_ZERO_OR_POSITIVE,Fj6lEtDZYnF,
"HTS_TST PMTCT ANC (Surge) :Initial Tests @2,3,4,.. Visits",SUM,INTEGER_ZERO_OR_POSITIVE,RWz8LqMxLhH,
HTS_TST PMTCT ANC (Surge) :Retests,SUM,INTEGER_ZERO_OR_POSITIVE,rSMPDPttl3d,
HTS_TST PMTCT MAT (Surge) :Initial Tests,SUM,INTEGER_ZERO_OR_POSITIVE,YoC9BxotDYp,
HTS_TST PMTCT MAT (Surge) :Retests,SUM,INTEGER_ZERO_OR_POSITIVE,ZBbi1brqqOd,
HTS_TST PMTCT PNC (Surge) :Initial Tests,SUM,INTEGER_ZERO_OR_POSITIVE,d0UQ8efkAwD,
HTS_TST PMTCT PNC (Surge) :Retests,SUM,INTEGER_ZERO_OR_POSITIVE,qn5ipxthN2m,
HTS_TST PMTCT SDP (Surge) :Indicator,SUM,INTEGER_ZERO_OR_POSITIVE,cCOYvTucrLU,
HTS_TST_POS (Surge),SUM,INTEGER_ZERO_OR_POSITIVE,kxw6aLgI7Fj,
HTS_TST (Surge) :Community Index Testing,SUM,INTEGER_ZERO_OR_POSITIVE,Eg7xGpmuBiS,
HTS_TST (Surge) :Community Mobile,SUM,INTEGER_ZERO_OR_POSITIVE,YaSnB1lf9iz,
HTS_TST (Surge) :Emergency,SUM,INTEGER_ZERO_OR_POSITIVE,WUQjglo4RvH,
HTS_TST (Surge) :Facility Index Testing,SUM,INTEGER_ZERO_OR_POSITIVE,s1y403XbO6D,
HTS_TST (Surge) :Inpatient,SUM,INTEGER_ZERO_OR_POSITIVE,OlbNohdohOb,
HTS_TST (Surge) :Malnutrition,SUM,INTEGER_ZERO_OR_POSITIVE,GTz7294WABV,
HTS_TST (Surge) :Other PITC,SUM,INTEGER_ZERO_OR_POSITIVE,pWC00AyOi3S,
HTS_TST (Surge) :Pediatric(CWC),SUM,INTEGER_ZERO_OR_POSITIVE,hnxquqsUxYt,
HTS_TST (Surge) :STI Clinic,SUM,INTEGER_ZERO_OR_POSITIVE,GHTGB0DzLnd,
