dx,pe,ou,value
bXz2LUPzrZC,202508,HfVjCurKxh2,3
bXz2LUPzrZC,202509,HfVjCurKxh2,0
bXz2LUPzrZC,202603,HfVjCurKxh2,1
bXz2LUPzrZC,202604,HfVjCurKxh2,6
bXz2LUPzrZC,202511,HfVjCurKxh2,2
bXz2LUPzrZC,202505,HfVjCurKxh2,1
bXz2LUPzrZC,202602,HfVjCurKxh2,4
bXz2LUPzrZC,202512,HfVjCurKxh2,2
bXz2LUPzrZC,202506,HfVjCurKxh2,4
bXz2LUPzrZC,202601,HfVjCurKxh2,3
bXz2LUPzrZC,202507,HfVjCurKxh2,2
bXz2LUPzrZC,202510,HfVjCurKxh2,0
