id,type,name,displayName,shortName,code,description,search_text
aNQst4qFVRl,Data Element,TGF_MC_Obstructed_Labor,TGF_MC_Obstructed_Labor,TGF_MC_Obstructed_Labor,,,tgf_mc_obstructed_labor | tgf_mc_obstructed_labor | tgf_mc_obstructed_labor |  | 
bA9UHhdCMmk,Data Element,TGF_MC_PPH,TGF_MC_PPH,TGF_MC_PPH,,,tgf_mc_pph | tgf_mc_pph | tgf_mc_pph |  | 
KUwR3zLx2Y8,Data Element,TGF_MC_Ruptured_Uterus,TGF_MC_Ruptured_Uterus,TGF_MC_Ruptured_Uterus,,,tgf_mc_ruptured_uterus | tgf_mc_ruptured_uterus | tgf_mc_ruptured_uterus |  | 
CXn0yeQHbbh,Data Element,TGF_MC_Sepsis,TGF_MC_Sepsis,TGF_MC_Sepsis,,,tgf_mc_sepsis | tgf_mc_sepsis | tgf_mc_sepsis |  | 
e5oCurmNvxI,Data Element,TGF_NeonatalDeathAnyOther,TGF_NeonatalDeathAnyOther,TGF_NeonatalDeathAnyOther,,,tgf_neonataldeathanyother | tgf_neonataldeathanyother | tgf_neonataldeathanyother |  | 
ZGLFFWFFpyp,Data Element,TGF_NeonatalDeathAnyOtherText,TGF_NeonatalDeathAnyOtherText,TGF_NeonatalDeathAnyOtherText,,,tgf_neonataldeathanyothertext | tgf_neonataldeathanyothertext | tgf_neonataldeathanyothertext |  | 
r3eJm93wC2B,Data Element,TGF_NeonatalDeathAsphyxia,TGF_NeonatalDeathAsphyxia,TGF_NeonatalDeathAsphyxia,,,tgf_neonataldeathasphyxia | tgf_neonataldeathasphyxia | tgf_neonataldeathasphyxia |  | 
PNwh2h6H3Z6,Data Element,TGF_NeonatalDeathPrematurity,TGF_NeonatalDeathPrematurity,TGF_NeonatalDeathPrematurity,,,tgf_neonataldeathprematurity | tgf_neonataldeathprematurity | tgf_neonataldeathprematurity |  | 
Sx7nxC4AneF,Data Element,TGF_NeonatalDeathSepsis,TGF_NeonatalDeathSepsis,TGF_NeonatalDeathSepsis,,,tgf_neonataldeathsepsis | tgf_neonataldeathsepsis | tgf_neonataldeathsepsis |  | 
hA80hby9N9M,Data Element,TGF_PNC_Community_Referrals,TGF_PNC_Community_Referrals,TGF_PNC_Community_Referrals,,,tgf_pnc_community_referrals | tgf_pnc_community_referrals | tgf_pnc_community_referrals |  | 
LjqfaQ43aaZ,Data Element,TGF_PNC_Fistula,TGF_PNC_Fistula,TGF_PNC_Fistula,,,tgf_pnc_fistula | tgf_pnc_fistula | tgf_pnc_fistula |  | 
ZwIGEGXNG6U,Data Element,TGF_PNC_Infant_PostPartum_48hrs,TGF_PNC_Infant_PostPartum_48hrs,TGF_PNC_Infant_PostPartum_48hrs,,,tgf_pnc_infant_postpartum_48hrs | tgf_pnc_infant_postpartum_48hrs | tgf_pnc_infant_postpartum_48hrs |  | 
v6piH30vpb3,Data Element,TGF_PNC_Infant_PostPartum_>6wks,TGF_PNC_Infant_PostPartum_>6wks,TGF_PNC_Infant_PostPartum_>6wks,,,tgf_pnc_infant_postpartum_>6wks | tgf_pnc_infant_postpartum_>6wks | tgf_pnc_infant_postpartum_>6wks |  | 
ujMOeHGAAOS,Data Element,TGF_PNC_Infant_PostPartum_6wks,TGF_PNC_Infant_PostPartum_6wks,TGF_PNC_Infant_PostPartum_6wks,,,tgf_pnc_infant_postpartum_6wks | tgf_pnc_infant_postpartum_6wks | tgf_pnc_infant_postpartum_6wks |  | 
dys0PsSdeBv,Data Element,TGF_PNC_Mother_PostPartum_48hrs,TGF_PNC_Mother_PostPartum_48hrs,TGF_PNC_Mother_PostPartum_48hrs,,,tgf_pnc_mother_postpartum_48hrs | tgf_pnc_mother_postpartum_48hrs | tgf_pnc_mother_postpartum_48hrs |  | 
H2Y8l9Ei591,Data Element,TGF_PNC_Mother_PostPartum_>6wks,TGF_PNC_Mother_PostPartum_>6wks,TGF_PNC_Mother_PostPartum_>6wks,,,tgf_pnc_mother_postpartum_>6wks | tgf_pnc_mother_postpartum_>6wks | tgf_pnc_mother_postpartum_>6wks |  | 
JWxJspa7ckl,Data Element,TGF_PNC_Mother_PostPartum_6wks,TGF_PNC_Mother_PostPartum_6wks,TGF_PNC_Mother_PostPartum_6wks,,,tgf_pnc_mother_postpartum_6wks | tgf_pnc_mother_postpartum_6wks | tgf_pnc_mother_postpartum_6wks |  | 
b4Zo6JWlfIN,Data Element,TGF_PNC_New,TGF_PNC_New,TGF_PNC_New,,,tgf_pnc_new | tgf_pnc_new | tgf_pnc_new |  | 
gHooRdOezyL,Data Element,TGF_PNC_PostPartum FP_Counselled,TGF_PNC_PostPartum FP_Counselled,TGF_PNC_PostPartum FP_Counselled,,,tgf_pnc_postpartum fp_counselled | tgf_pnc_postpartum fp_counselled | tgf_pnc_postpartum fp_counselled |  | 
qQhpBVNvum9,Data Element,TGF_PNC_Received_PostPartum FP,TGF_PNC_Received_PostPartum FP,TGF_PNC_Received_PostPartum FP,,,tgf_pnc_received_postpartum fp | tgf_pnc_received_postpartum fp | tgf_pnc_received_postpartum fp |  | 
ZaG7eIdwsHn,Data Element,TGF_PNC_Revisit,TGF_PNC_Revisit,TGF_PNC_Revisit,,,tgf_pnc_revisit | tgf_pnc_revisit | tgf_pnc_revisit |  | 
fZma6jRjG5u,Data Element,TOTAL Eligible for VL,TOTAL Eligible for VL,TOTAL Eligible for VL,,,total eligible for vl | total eligible for vl | total eligible for vl |  | 
Ft6BnYNtmIj,Data Element,TOTAL TX_Curr,TOTAL TX_Curr,TOTAL TX_Curr,,,total tx_curr | total tx_curr | total tx_curr |  | 
QbwWI7UaN56,Data Element,TOTAL VL <200,TOTAL VL <200,TOTAL VL <200,,,total vl <200 | total vl <200 | total vl <200 |  | 
V1ehVYpLyMv,Data Element,TOTAL VL <50 + LDL,TOTAL VL <50 + LDL,TOTAL VL <50 + LDL,,,total vl <50 + ldl | total vl <50 + ldl | total vl <50 + ldl |  | 
p2GYjrPfPvW,Data Element,TOTAL VL Done,TOTAL VL Done,TOTAL VL Done,,,total vl done | total vl done | total vl done |  | 
cjRQfzCAHjz,Data Element,TOTAL VL Suppression (<200),TOTAL VL Suppression (<200),TOTAL VL Suppression (<200),,,total vl suppression (<200) | total vl suppression (<200) | total vl suppression (<200) |  | 
H4KpRxRB4YC,Data Element,TOTAL VL Suppression (<50 + LDL),TOTAL VL Suppression (<50 + LDL),TOTAL VL Suppression (<50 + LDL),,,total vl suppression (<50 + ldl) | total vl suppression (<50 + ldl) | total vl suppression (<50 + ldl) |  | 
mvahxYY7kcJ,Data Element,TOTAL % VL Uptake,TOTAL % VL Uptake,TOTAL % VL Uptake,,,total % vl uptake | total % vl uptake | total % vl uptake |  | 
x3XJ0oynq1w,Data Element,TPT 3HP Tablets BB,TPT 3HP Tablets BB,TPT 3HP Tablets BB,,,tpt 3hp tablets bb | tpt 3hp tablets bb | tpt 3hp tablets bb |  | 
x2YmwVkJPA7,Data Element,TPT 3HP Tablets DOFS,TPT 3HP Tablets DOFS,TPT 3HP Tablets DOFS,,,tpt 3hp tablets dofs | tpt 3hp tablets dofs | tpt 3hp tablets dofs |  | 
pDQZVu3D6xq,Data Element,TPT 3HP Tablets EMPSC,TPT 3HP Tablets EMPSC,TPT 3HP Tablets EMPSC,,,tpt 3hp tablets empsc | tpt 3hp tablets empsc | tpt 3hp tablets empsc |  | 
uijMZqnC9JF,Data Element,TPT 3HP Tablets LW,TPT 3HP Tablets LW,TPT 3HP Tablets LW,,,tpt 3hp tablets lw | tpt 3hp tablets lw | tpt 3hp tablets lw |  | 
kTJHTQPfhDk,Data Element,TPT 3HP Tablets NA,TPT 3HP Tablets NA,TPT 3HP Tablets NA,,,tpt 3hp tablets na | tpt 3hp tablets na | tpt 3hp tablets na |  | 
NR28clqMiZL,Data Element,TPT 3HP Tablets PA,TPT 3HP Tablets PA,TPT 3HP Tablets PA,,,tpt 3hp tablets pa | tpt 3hp tablets pa | tpt 3hp tablets pa |  | 
NaKKnKzvRj9,Data Element,TPT 3HP Tablets QE,TPT 3HP Tablets QE,TPT 3HP Tablets QE,,,tpt 3hp tablets qe | tpt 3hp tablets qe | tpt 3hp tablets qe |  | 
B2yFZcbMcsv,Data Element,TPT 3HP Tablets QROS,TPT 3HP Tablets QROS,TPT 3HP Tablets QROS,,,tpt 3hp tablets qros | tpt 3hp tablets qros | tpt 3hp tablets qros |  | 
ON9Q8u6wzWJ,Data Element,TPT 3HP Tablets QRR,TPT 3HP Tablets QRR,TPT 3HP Tablets QRR,,,tpt 3hp tablets qrr | tpt 3hp tablets qrr | tpt 3hp tablets qrr |  | 
wcjBB2GaBWe,Data Element,TPT 3HP Tablets TQC,TPT 3HP Tablets TQC,TPT 3HP Tablets TQC,,,tpt 3hp tablets tqc | tpt 3hp tablets tqc | tpt 3hp tablets tqc |  | 
K5gF2B3oblJ,Data Element,TPT 3HP Tablets TQRCW,TPT 3HP Tablets TQRCW,TPT 3HP Tablets TQRCW,,,tpt 3hp tablets tqrcw | tpt 3hp tablets tqrcw | tpt 3hp tablets tqrcw |  | 
ZgefsLDF9Bs,Data Element,TPT INH100 Tablets BB,TPT INH100 Tablets BB,TPT INH100 Tablets BB,,,tpt inh100 tablets bb | tpt inh100 tablets bb | tpt inh100 tablets bb |  | 
q8MkOwLq721,Data Element,TPT INH100 Tablets DOFS,TPT INH100 Tablets DOFS,TPT INH100 Tablets DOFS,,,tpt inh100 tablets dofs | tpt inh100 tablets dofs | tpt inh100 tablets dofs |  | 
JJRL1oO3GYp,Data Element,TPT INH100 Tablets EMPSC,TPT INH100 Tablets EMPSC,TPT INH100 Tablets EMPSC,,,tpt inh100 tablets empsc | tpt inh100 tablets empsc | tpt inh100 tablets empsc |  | 
jC3XfAgryrC,Data Element,TPT INH100 Tablets LW,TPT INH100 Tablets LW,TPT INH100 Tablets LW,,,tpt inh100 tablets lw | tpt inh100 tablets lw | tpt inh100 tablets lw |  | 
KH6vcJoAvBc,Data Element,TPT INH100 Tablets NA,TPT INH100 Tablets NA,TPT INH100 Tablets NA,,,tpt inh100 tablets na | tpt inh100 tablets na | tpt inh100 tablets na |  | 
wU7Zk1a9ecg,Data Element,TPT INH100 Tablets PA,TPT INH100 Tablets PA,TPT INH100 Tablets PA,,,tpt inh100 tablets pa | tpt inh100 tablets pa | tpt inh100 tablets pa |  | 
XzsQJ2wCx3b,Data Element,TPT INH100 Tablets QE,TPT INH100 Tablets QE,TPT INH100 Tablets QE,,,tpt inh100 tablets qe | tpt inh100 tablets qe | tpt inh100 tablets qe |  | 
G8j1A7cnbi9,Data Element,TPT INH100 Tablets QROS,TPT INH100 Tablets QROS,TPT INH100 Tablets QROS,,,tpt inh100 tablets qros | tpt inh100 tablets qros | tpt inh100 tablets qros |  | 
PItI3noBufV,Data Element,TPT INH100 Tablets QRR,TPT INH100 Tablets QRR,TPT INH100 Tablets QRR,,,tpt inh100 tablets qrr | tpt inh100 tablets qrr | tpt inh100 tablets qrr |  | 
o9KSBtRbh8J,Data Element,TPT INH100 Tablets TQC,TPT INH100 Tablets TQC,TPT INH100 Tablets TQC,,,tpt inh100 tablets tqc | tpt inh100 tablets tqc | tpt inh100 tablets tqc |  | 
vyeIAFpiw9P,Data Element,TPT INH100 Tablets TQRCW,TPT INH100 Tablets TQRCW,TPT INH100 Tablets TQRCW,,,tpt inh100 tablets tqrcw | tpt inh100 tablets tqrcw | tpt inh100 tablets tqrcw |  | 
G4ukD5GHin5,Data Element,TPT INH300 Tablets BB,TPT INH300 Tablets BB,TPT INH300 Tablets BB,,,tpt inh300 tablets bb | tpt inh300 tablets bb | tpt inh300 tablets bb |  | 
tAd2SInZODU,Data Element,TPT INH300 Tablets DOFS,TPT INH300 Tablets DOFS,TPT INH300 Tablets DOFS,,,tpt inh300 tablets dofs | tpt inh300 tablets dofs | tpt inh300 tablets dofs |  | 
GFn2LPt4vVj,Data Element,TPT INH300 Tablets EMPSC,TPT INH300 Tablets EMPSC,TPT INH300 Tablets EMPSC,,,tpt inh300 tablets empsc | tpt inh300 tablets empsc | tpt inh300 tablets empsc |  | 
SeuCWhaJtP4,Data Element,TPT INH300 Tablets LW,TPT INH300 Tablets LW,TPT INH300 Tablets LW,,,tpt inh300 tablets lw | tpt inh300 tablets lw | tpt inh300 tablets lw |  | 
CQjorC96SDX,Data Element,TPT INH300 Tablets NA,TPT INH300 Tablets NA,TPT INH300 Tablets NA,,,tpt inh300 tablets na | tpt inh300 tablets na | tpt inh300 tablets na |  | 
DSveGl0tMtL,Data Element,TPT INH300 Tablets PA,TPT INH300 Tablets PA,TPT INH300 Tablets PA,,,tpt inh300 tablets pa | tpt inh300 tablets pa | tpt inh300 tablets pa |  | 
hOgkev9IdyO,Data Element,TPT INH300 Tablets QE,TPT INH300 Tablets QE,TPT INH300 Tablets QE,,,tpt inh300 tablets qe | tpt inh300 tablets qe | tpt inh300 tablets qe |  | 
XHUOQ8s4AGC,Data Element,TPT INH300 Tablets QROS,TPT INH300 Tablets QROS,TPT INH300 Tablets QROS,,,tpt inh300 tablets qros | tpt inh300 tablets qros | tpt inh300 tablets qros |  | 
akN1KUsvxLe,Data Element,TPT INH300 Tablets QRR,TPT INH300 Tablets QRR,TPT INH300 Tablets QRR,,,tpt inh300 tablets qrr | tpt inh300 tablets qrr | tpt inh300 tablets qrr |  | 
t1zXGnL1mke,Data Element,TPT INH300 Tablets TQC,TPT INH300 Tablets TQC,TPT INH300 Tablets TQC,,,tpt inh300 tablets tqc | tpt inh300 tablets tqc | tpt inh300 tablets tqc |  | 
MnZzIVTUle5,Data Element,TPT INH300 Tablets TQRCW,TPT INH300 Tablets TQRCW,TPT INH300 Tablets TQRCW,,,tpt inh300 tablets tqrcw | tpt inh300 tablets tqrcw | tpt inh300 tablets tqrcw |  | 
EBpFQGivJy9,Data Element,TPT_Initiation New TPT,TPT_Initiation New TPT,TPT_Initiation New TPT,,TPT_Initiation New TPT,tpt_initiation new tpt | tpt_initiation new tpt | tpt_initiation new tpt |  | tpt_initiation new tpt
Uo3j24VuIwl,Data Element,TPT_Initiation TPT Ever,TPT_Initiation TPT Ever,TPT_Initiation TPT Ever,,TPT_Initiation TPT Ever,tpt_initiation tpt ever | tpt_initiation tpt ever | tpt_initiation tpt ever |  | tpt_initiation tpt ever
Qssrp8rWzOE,Data Element,TPT_Initiation TPT Ever KHIS,TPT_Initiation TPT Ever KHIS,TPT_Initiation TPT Ever KHIS,,TPT_Initiation TPT Ever KHIS,tpt_initiation tpt ever khis | tpt_initiation tpt ever khis | tpt_initiation tpt ever khis |  | tpt_initiation tpt ever khis
YZWWqJGtuuz,Data Element,TPT_Initiation TX_Curr,TPT_Initiation TX_Curr,TPT_Initiation TX_Curr,,TPT_Initiation TX_Curr,tpt_initiation tx_curr | tpt_initiation tx_curr | tpt_initiation tx_curr |  | tpt_initiation tx_curr
Fm8T4YiirgP,Data Element,TPT_Outcome Completed,TPT_Outcome Completed,TPT_Outcome Completed,,TPT_Outcome Completed,tpt_outcome completed | tpt_outcome completed | tpt_outcome completed |  | tpt_outcome completed
im0xNnUU77g,Data Element,TPT_Outcome Continuing,TPT_Outcome Continuing,TPT_Outcome Continuing,,TPT_Outcome Continuing,tpt_outcome continuing | tpt_outcome continuing | tpt_outcome continuing |  | tpt_outcome continuing
XPPeKqDTbC7,Data Element,TPT_Outcome Developed TB,TPT_Outcome Developed TB,TPT_Outcome Developed TB,,TPT_Outcome Developed TB,tpt_outcome developed tb | tpt_outcome developed tb | tpt_outcome developed tb |  | tpt_outcome developed tb
KcxI0QWstPL,Data Element,TPT_Outcome Discontinued,TPT_Outcome Discontinued,TPT_Outcome Discontinued,,TPT_Outcome Discontinued,tpt_outcome discontinued | tpt_outcome discontinued | tpt_outcome discontinued |  | tpt_outcome discontinued
bLjfDOEEaol,Data Element,TPT_Outcome IIT,TPT_Outcome IIT,TPT_Outcome IIT,,TPT_Outcome IIT,tpt_outcome iit | tpt_outcome iit | tpt_outcome iit |  | tpt_outcome iit
jYAVm0FCO3N,Data Element,TPT_Outcome Others,TPT_Outcome Others,TPT_Outcome Others,,TPT_Outcome Others,tpt_outcome others | tpt_outcome others | tpt_outcome others |  | tpt_outcome others
hkjGE92TTlO,Data Element,TPT_Outcome Pooradherence,TPT_Outcome Pooradherence,TPT_Outcome Pooradherence,,,tpt_outcome pooradherence | tpt_outcome pooradherence | tpt_outcome pooradherence |  | 
g2udB8W8HUu,Data Element,TPT_Outcome Toxicity,TPT_Outcome Toxicity,TPT_Outcome Toxicity,,TPT_Outcome Toxicity,tpt_outcome toxicity | tpt_outcome toxicity | tpt_outcome toxicity |  | tpt_outcome toxicity
m4x0TxEnPcK,Data Element,TPT_Outcome Transfer Out,TPT_Outcome Transfer Out,TPT_Outcome Transfer Out,,TPT_Outcome Transfer Out,tpt_outcome transfer out | tpt_outcome transfer out | tpt_outcome transfer out |  | tpt_outcome transfer out
pUw6qvJP015,Data Element,TPT Pyridoxine25 BB,TPT Pyridoxine25 BB,TPT Pyridoxine25 BB,,,tpt pyridoxine25 bb | tpt pyridoxine25 bb | tpt pyridoxine25 bb |  | 
zz5adyAwWlf,Data Element,TPT Pyridoxine25 DOFS,TPT Pyridoxine25 DOFS,TPT Pyridoxine25 DOFS,,,tpt pyridoxine25 dofs | tpt pyridoxine25 dofs | tpt pyridoxine25 dofs |  | 
IKlDJ2Pr6ek,Data Element,TPT Pyridoxine25 EMPSC,TPT Pyridoxine25 EMPSC,TPT Pyridoxine25 EMPSC,,,tpt pyridoxine25 empsc | tpt pyridoxine25 empsc | tpt pyridoxine25 empsc |  | 
vQeQMTK48PW,Data Element,TPT Pyridoxine25 LW,TPT Pyridoxine25 LW,TPT Pyridoxine25 LW,,,tpt pyridoxine25 lw | tpt pyridoxine25 lw | tpt pyridoxine25 lw |  | 
YS5HHSzJamt,Data Element,TPT Pyridoxine25 NA,TPT Pyridoxine25 NA,TPT Pyridoxine25 NA,,,tpt pyridoxine25 na | tpt pyridoxine25 na | tpt pyridoxine25 na |  | 
WQtduRb9FOj,Data Element,TPT Pyridoxine25 PA,TPT Pyridoxine25 PA,TPT Pyridoxine25 PA,,,tpt pyridoxine25 pa | tpt pyridoxine25 pa | tpt pyridoxine25 pa |  | 
uyDLwOb0SXX,Data Element,TPT Pyridoxine25 QE,TPT Pyridoxine25 QE,TPT Pyridoxine25 QE,,,tpt pyridoxine25 qe | tpt pyridoxine25 qe | tpt pyridoxine25 qe |  | 
j27irKKS5lj,Data Element,TPT Pyridoxine25 QROS,TPT Pyridoxine25 QROS,TPT Pyridoxine25 QROS,,,tpt pyridoxine25 qros | tpt pyridoxine25 qros | tpt pyridoxine25 qros |  | 
HK5OBj0ZnxN,Data Element,TPT Pyridoxine25 QRR,TPT Pyridoxine25 QRR,TPT Pyridoxine25 QRR,,,tpt pyridoxine25 qrr | tpt pyridoxine25 qrr | tpt pyridoxine25 qrr |  | 
AkP1dl64cS1,Data Element,TPT Pyridoxine25 TQC,TPT Pyridoxine25 TQC,TPT Pyridoxine25 TQC,,,tpt pyridoxine25 tqc | tpt pyridoxine25 tqc | tpt pyridoxine25 tqc |  | 
Pj9lSx9MyZJ,Data Element,TPT Pyridoxine25 TQRCW,TPT Pyridoxine25 TQRCW,TPT Pyridoxine25 TQRCW,,,tpt pyridoxine25 tqrcw | tpt pyridoxine25 tqrcw | tpt pyridoxine25 tqrcw |  | 
YhYhaXkYuVA,Data Element,TPT Pyridoxine50 BB,TPT Pyridoxine50 BB,TPT Pyridoxine50 BB,,,tpt pyridoxine50 bb | tpt pyridoxine50 bb | tpt pyridoxine50 bb |  | 
uJx5OOL9DGR,Data Element,TPT Pyridoxine50 DOFS,TPT Pyridoxine50 DOFS,TPT Pyridoxine50 DOFS,,,tpt pyridoxine50 dofs | tpt pyridoxine50 dofs | tpt pyridoxine50 dofs |  | 
OKrkun4Siho,Data Element,TPT Pyridoxine50 EMPSC,TPT Pyridoxine50 EMPSC,TPT Pyridoxine50 EMPSC,,,tpt pyridoxine50 empsc | tpt pyridoxine50 empsc | tpt pyridoxine50 empsc |  | 
rTfHOtcbRoA,Data Element,TPT Pyridoxine50 LW,TPT Pyridoxine50 LW,TPT Pyridoxine50 LW,,,tpt pyridoxine50 lw | tpt pyridoxine50 lw | tpt pyridoxine50 lw |  | 
mfv0n503yL5,Data Element,TPT Pyridoxine50 NA,TPT Pyridoxine50 NA,TPT Pyridoxine50 NA,,,tpt pyridoxine50 na | tpt pyridoxine50 na | tpt pyridoxine50 na |  | 
rNaYpLNzJQI,Data Element,TPT Pyridoxine50 PA,TPT Pyridoxine50 PA,TPT Pyridoxine50 PA,,,tpt pyridoxine50 pa | tpt pyridoxine50 pa | tpt pyridoxine50 pa |  | 
mqCW3OScWZ4,Data Element,TPT Pyridoxine50 QE,TPT Pyridoxine50 QE,TPT Pyridoxine50 QE,,,tpt pyridoxine50 qe | tpt pyridoxine50 qe | tpt pyridoxine50 qe |  | 
e1OXaqsNhSm,Data Element,TPT Pyridoxine50 QROS,TPT Pyridoxine50 QROS,TPT Pyridoxine50 QROS,,,tpt pyridoxine50 qros | tpt pyridoxine50 qros | tpt pyridoxine50 qros |  | 
ahRNpsSeIuK,Data Element,TPT Pyridoxine50 QRR,TPT Pyridoxine50 QRR,TPT Pyridoxine50 QRR,,,tpt pyridoxine50 qrr | tpt pyridoxine50 qrr | tpt pyridoxine50 qrr |  | 
QcAjYjPtNRk,Data Element,TPT Pyridoxine50 TQC,TPT Pyridoxine50 TQC,TPT Pyridoxine50 TQC,,,tpt pyridoxine50 tqc | tpt pyridoxine50 tqc | tpt pyridoxine50 tqc |  | 
R55EA2QOx2M,Data Element,TPT Pyridoxine50 TQRCW,TPT Pyridoxine50 TQRCW,TPT Pyridoxine50 TQRCW,,,tpt pyridoxine50 tqrcw | tpt pyridoxine50 tqrcw | tpt pyridoxine50 tqrcw |  | 
r1rm8Pi8yQP,Data Element,TranexamicAcid_BeginningBalance,TranexamicAcid_BeginningBalance,TranexamicAcid_BeginningBalance,,,tranexamicacid_beginningbalance | tranexamicacid_beginningbalance | tranexamicacid_beginningbalance |  | 
hj0ReC7JvJg,Data Element,TranexamicAcid_ClosingStock,TranexamicAcid_ClosingStock,TranexamicAcid_ClosingStock,,,tranexamicacid_closingstock | tranexamicacid_closingstock | tranexamicacid_closingstock |  | 
ug3PEFyP8ZA,Data Element,TranexamicAcid_CummulativeDispensed,TranexamicAcid_CummulativeDispensed,TranexamicAcid_CummulativeDispensed,,,tranexamicacid_cummulativedispensed | tranexamicacid_cummulativedispensed | tranexamicacid_cummulativedispensed |  | 
e1vrcS6lvBV,Data Element,TranexamicAcid_CummulativeReceived,TranexamicAcid_CummulativeReceived,TranexamicAcid_CummulativeReceived,,,tranexamicacid_cummulativereceived | tranexamicacid_cummulativereceived | tranexamicacid_cummulativereceived |  | 
f1Fch2PDkiE,Data Element,TranexamicAcid_LossesAdjustments,TranexamicAcid_LossesAdjustments,TranexamicAcid_LossesAdjustments,,,tranexamicacid_lossesadjustments | tranexamicacid_lossesadjustments | tranexamicacid_lossesadjustments |  | 
RppObIuMpXY,Data Element,TranexamicAcid_PhysicalCount,TranexamicAcid_PhysicalCount,TranexamicAcid_PhysicalCount,,,tranexamicacid_physicalcount | tranexamicacid_physicalcount | tranexamicacid_physicalcount |  | 
MRX72wEEAt4,Data Element,TranexamicAcid_Remarks,TranexamicAcid_Remarks,TranexamicAcid_Remarks,,,tranexamicacid_remarks | tranexamicacid_remarks | tranexamicacid_remarks |  | 
V4jXmDzUvvH,Data Element,TX_Appointments in the month,TX_Appointments in the month,TX_Appointments in the month,,TX_Appointments in the month,tx_appointments in the month | tx_appointments in the month | tx_appointments in the month |  | tx_appointments in the month
kgzd9LfXZXq,Data Element,TX_CURR,TX_CURR,TX_CURR,,TX_CURR (CCC+MCH),tx_curr | tx_curr | tx_curr |  | tx_curr (ccc+mch)
vVDfk81lwPo,Data Element,TX_CURR - (All) -KeyPop,TX_CURR - (All) -KeyPop,TX_CURR - (All) -KeyPop,,TX_CURR - (All) -KeyPop,tx_curr - (all) -keypop | tx_curr - (all) -keypop | tx_curr - (all) -keypop |  | tx_curr - (all) -keypop
fW6Oao2veTR,Data Element,TX_CURR - (CCC) :KeyPop,TX_CURR - (CCC) :KeyPop,TX_CURR - (CCC) :KeyPop,,TX_CURR - (CCC) :KeyPop,tx_curr - (ccc) :keypop | tx_curr - (ccc) :keypop | tx_curr - (ccc) :keypop |  | tx_curr - (ccc) :keypop
BbGireMNmGG,Data Element,TX_CURR (MCH),TX_CURR (MCH),TX_CURR (MCH),,TX_CURR (MCH),tx_curr (mch) | tx_curr (mch) | tx_curr (mch) |  | tx_curr (mch)
h4GGegLN4yt,Data Element,TX_CURR (MCH) -KeyPop,TX_CURR (MCH) -KeyPop,TX_CURR (MCH) -KeyPop,,TX_CURR (MCH) -KeyPop,tx_curr (mch) -keypop | tx_curr (mch) -keypop | tx_curr (mch) -keypop |  | tx_curr (mch) -keypop
TNAf1ystLF3,Data Element,TX_CURR_MMD,TX_CURR_MMD,TX_CURR_MMD,,TX_CURR_MMD,tx_curr_mmd | tx_curr_mmd | tx_curr_mmd |  | tx_curr_mmd
JOldQxWZWso,Data Element,TX_CURR on DTG 1st line,TX_CURR on DTG 1st line,TX_CURR on DTG 1st line,,TX_CURR on DTG 1st line,tx_curr on dtg 1st line | tx_curr on dtg 1st line | tx_curr on dtg 1st line |  | tx_curr on dtg 1st line
HzXPYZqLgqj,Data Element,TX_CURR on DTG 2nd line,TX_CURR on DTG 2nd line,TX_CURR on DTG 2nd line,,TX_CURR on DTG 2nd line,tx_curr on dtg 2nd line | tx_curr on dtg 2nd line | tx_curr on dtg 2nd line |  | tx_curr on dtg 2nd line
wJ0vH5TRFHw,Data Element,TX_CURR on EFV,TX_CURR on EFV,TX_CURR on EFV,,TX_CURR on EFV,tx_curr on efv | tx_curr on efv | tx_curr on efv |  | tx_curr on efv
g8mOybcTwmL,Data Element,TX_CURR on MMD,TX_CURR on MMD,TX_CURR on MMD,,TX_CURR on MMD,tx_curr on mmd | tx_curr on mmd | tx_curr on mmd |  | tx_curr on mmd
es6r5Ctkowc,Data Element,TX _CURR on MMD (Includes 3 Months and above only) : Targets,TX _CURR on MMD (Includes 3 Months and above only) : Targets,TX _CURR on MMD : Targets,,TX _CURR on MMD (Includes 3 Months and above only) : Targets,tx _curr on mmd (includes 3 months and above only) : targets | tx _curr on mmd (includes 3 months and above only) : targets | tx _curr on mmd : targets |  | tx _curr on mmd (includes 3 months and above only) : targets
EgNQnR23En1,Data Element,TX_CURR on PI 1st line,TX_CURR on PI 1st line,TX_CURR on PI 1st line,,TX_CURR on PI 1st line,tx_curr on pi 1st line | tx_curr on pi 1st line | tx_curr on pi 1st line |  | tx_curr on pi 1st line
KsDSjjJo6GD,Data Element,TX_CURR on PI 2nd line,TX_CURR on PI 2nd line,TX_CURR on PI 2nd line,,TX_CURR on PI 2nd line,tx_curr on pi 2nd line | tx_curr on pi 2nd line | tx_curr on pi 2nd line |  | tx_curr on pi 2nd line
VIz7xRli13H,Data Element,TX_CURR on RAL 1st line,TX_CURR on RAL 1st line,TX_CURR on RAL 1st line,,TX_CURR on RAL 1st line,tx_curr on ral 1st line | tx_curr on ral 1st line | tx_curr on ral 1st line |  | tx_curr on ral 1st line
KEAYcGVL6Bk,Data Element,TX_CURR on RAL 2nd line,TX_CURR on RAL 2nd line,TX_CURR on RAL 2nd line,,TX_CURR on RAL 2nd line,tx_curr on ral 2nd line | tx_curr on ral 2nd line | tx_curr on ral 2nd line |  | tx_curr on ral 2nd line
