name,id,level
Difathas Health Centre,WP7J5im3gDh,5
Diff Community Health Unit,O2yJICsfjok,5
Diff Health Centre,WD9UOguVU4g,5
Digirikani Health Care,eOulYjhT2a0,5
Digital Medical Clinic,Lr7GlbUWZyC,5
Diguna Dispensary,KGq0WIIT2mY,5
Diif Ward,jXyH8e9KzGe,4
Dilmanyale Community Unit,CX0eKwFL3DE,5
Dilmanyaley Health Centre,d0fU2mM9Ajw,5
Dima Mwangaza Clinic,gFUoa0GmAlZ,5
Dinome Medical Centre,WUwZa8A2oWZ,5
Dip community unit,oXmrCjfUozo,5
Dip Community Unit,pcnvU5D7IPY,5
Diplomat Clinic,Tn0vYWf1hMQ,5
Diplomat Medical Clinic,SQHbZgox0IE,5
Dirib Gombo Community Unit,fMew8QNZAGv,5
Dirib Gombo Dispensary,gURZsLIdwLp,5
Diruma Dispensary,LYR8fhhFOaQ,5
Disciples of Mercy Clinic,H2T8SxOU1zP,5
Discordant Couples of Kenya VCT,x4BN9ggN2JX,5
Divine Care Medical Centre,DCeL78ZYnTz,5
Divine Comprehensive Clinic,wQ29VSOxkPJ,5
Divine Medical Clinic,rxRgjqTcEZH,5
Divine Mercy Eldoro (Catholic) Dispensary,Rre94o5TeOh,5
Divine Mercy Kithatu Dispensary,grOVPMUrDNJ,5
Divine Mercy Parish Dispensary,cI1hGXgVJ6Z,5
Diwopa Health Centre,j9ewGdCa9TX,5
Doctors Worldwide Tembo Medical Centre,Lr3cD5NsM82,5
Doday Nursing Home,di9uh9jhDNj,5
DOD MRS Dispensary,ctHCPHLxZne,5
Doga Clinic,SYDTovYd5tq,5
Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,5
Doho Community  Unit,KKDGiBHinuv,5
Doho East Community Health Unit,AMX2EmJ9urJ,5
Doho West Community Health Unit,Zgtvevikf2R,5
Dokatah Nursing Home,E758K0FeAaC,5
Doldol Sub County Hospital,wm5jiU5wkdW,5
Dol Kodera Health Centre,UErHjkqUiTD,5
Dolphil Nursing & Maternity Home,iQqQPaktVMP,5
Domiciliary Health Care Medical Clinic,Q0c98OjFFcA,5
Dommy Medical Clinic,FXeEa4cMeYS,4
Don Baldo Dispensary,EsCgWeVylgK,5
Don Bosco Catholic Dispensary,l8MVSsObGLy,5
Don Bosco Clinic,WclYxVhIusR,5
Don Bosco Korr Dispensary,rKEeLQ5W9fl,5
Donbosco Mashamba Dispensary,Z7E8wpJOUnU,5
Donge dispensary,HW0uOBzsXUB,5
Donge dispensary (Duplicate1),TVqyeoq3ypD,5
Donge dispensary (Duplicate2),w2dLxt6vrlx,5
Donge dispensary (Duplicate3),YrH1tARc09i,5
Donge dispensary (Duplicate4),YPME6RjtMFP,5
Donge dispensary (Duplicate5),Kj1vxNTtwFV,5
Donge dispensary (Duplicate6),Z7O7rnCCetX,5
Donholm (EDARP) Clinic,hVTJp5M0cGz,5
Donyo Sabuk Dispensary,rEvhUeeIBNg,5
Donyo Sabuk Nursing Home,IT7tfsvzcMP,5
Dorcas Medical Clinic ( Kitui West),YSDIdLMQ17W,5
Dorjos Health Services,m4nXFmVAB8c,5
Dorjos Laboratory,pqo936c3kOj,5
Dorkcare Hospital,QVQdz5mXprp,5
Dornaled Community Health centre and Maternity,xGeS7lirCDx,5
Doulos Youth Friendly And VCT,Ae24i77C2lF,5
Dove Mental Health Hospital,MqNz8Rowvts,5
Down Town Medical Clinic,hBwsQWhhXeF,5
Dr Ajay Chyaniyara Medical Clinic,IMwQNXANHpD,4
Dr Aluvaala Medical Clinic,UPZnjXjwsJX,5
Dr Amardeep Singh Clinic,QZge5ZE2Vsi,5
Dr A P Gupta Radiological Clinic,QFuQxuumvPf,5
Dr Arthur (PCEA) Dispensary,NREE6KJiC4H,5
Dr Awimbo E Clinic,PzXEEuJ7Ern,5
Dr Ayoma Ojwang Memoral Clinic,wNgjRqhdgIO,5
Dr Aziz MOHamed Medical Clinic,NP7CdJzEwO0,5
Dr. Babu Bora Clinic,lYfefqRkO5h,5
Dr. Bashir,BjGRXuooVqV,5
DR. B.K.Kariuki,qL0vA8AGAJc,5
Dr Cecelia Gathoni,rYgAJBMfJRj,5
Dr Charles Opondo Medical Clinic,qFfsFYYzKhS,5
Dr C K Jandu,tbkzG8v1uVi,5
Dr Dosajee Clinic,rJOlfvxsvew,5
Dream Community Health Unit,dmtrZkV3f4H,5
Dreams Center Dispensary,rGgw3l0bHEI,5
Dr E Kanyi Dental Clinic,LjEFrrTDXfW,5
Dr E K Ritho Paediatric Clinic,L8CnesH6mCw,5
Dr. Elly Ochola Memorial Hospital,Dyo0QYSfPUQ,5
Dr. Finn/Finesse,CwUWj5eozVf,5
Dr Florence Murila (Ngong Road),w79VfR8RkfW,5
Dr Gachare Medical Clinic,A8Zk6hWZDE1,5
Dr Gacheru Clinic,MH8WRcRulky,5
Dr Gikandi Clinic,b1R5IH3fSo3,5
Dr Gitah Shah Clinic,Unm5ADcGEDp,5
Dr G Muhiu Clinic,hGYoHwIlXg8,5
Dr Irimu Medical Clinic,eX8e4IgXFEc,5
Dr Irungu Mwangi Dermatology Clinic,k2aonW3coQo,5
Drive-In Nursing Hospital (Ruaraka),ujApuVtZafA,5
Dr. James Murgor Medical Clinic,sK04CYylnCq,5
Dr J F C Munene Clinic,kYJJfcNlxht,5
Dr J K Kimani,o0eXkmX3KQm,5
Dr.Joy P.Mpaata,zyAErCUhYjO,5
Dr Juma Clinic,uQCa0eerpCI,5
Dr Kalyas Clinic,fBWvmoFtky3,5
Dr Kanina B K Urology Clinic,ifcsnHoIdjp,5
Dr Kanyiri Dental Clinic,MJ9EayBSr7r,5
Dr Karania Medical Clinic,MJLwj5XS8dr,5
Dr Kariuki N M Psychiatric Clinic,vG4sPRA7LuK,5
Dr Kariuki R F Clinic,fAvbhYkwkps,5
Dr Karos Medical Clinic,pncDXpiHyfI,5
Dr K Gicheru(Upper Hill Centre),ChyQUS1BJec,5
Dr Kimani Gicharo Clinic,WAPRLHuwb0V,5
Dr Kiomes Clinic,bjBfABqAQdH,5
"Dr. Kisiangani ,Medical  Clinic (Drs  Plaza -kitale)",RaKYVVSsuQZ,5
Dr lang'o Medical Clinic,QYyiNcXhwYX,5
Dr L G Mburu Radiological Clinic,IYX6Ad7hyvN,5
Dr L L M Muturi Medical Clinic,TEr5f7jKvRA,5
Dr. Lucy Magita Memorial Hospital,hHSY9WOfE9W,5
Dr Maina,lqaUykTl4uq,5
Dr Manyara Clinic,vahNXcJwSXi,5
Dr Marami Clinic,H1zhlKprgRf,5
Dr Mate Gynae/Obstetic Clinic,QvLxbm7qAlE,5
Dr Mboloi Clinic,QzAGhubbsnQ,5
Dr. Mburu Joseph Medical Clinic,CIxhNV2o5Fp,5
Dr Mbuthia Clinic,ynm7hZoxIuv,5
Dr M H Shah Medical Clinic,TyuJFcvv1iP,5
Dr M M Gichangi Opthamological Clinic,yjhJe28Q5Cr,5
Dr M M Mburu Gynae / Obstretric Clinic,Nhs6lDEPkfN,5
Dr Mohamed Clinic,QgTOzM6COt6,5
Dr Montet Medical Clinic,SBrcbgzGpnL,5
Dr Muasya Medical Clinic,iw2QKTEpJLH,5
Dr Mugo Medical Clinic,Jl73RbiG3vZ,5
Dr Muhiu Medical Clinic,okBqYr3SBIi,5
Dr Mukui F K Psychiatric Clinic,H3VtiaLI5iH,5
Dr Muraya Clinic,KV7mb5snkiS,5
Dr Muthiora Clinic,z2lsbxkAFMr,5
Dr Mutuma Medical Clinic,NMmE0Du4clQ,5
Dr Mwangi Medical Clinic,BfsfPRTMsNi,5
Dr. Mwangi Medical Clinic,D9bec5rvq6g,5
Dr Nabakwe Clinic,uqOLICvq7Tr,5
Dr Ndambuki Clinic,AKI0HPmF5c2,5
Dr Ndanya Medical Clinic,etLuH7tAlUy,5
Dr Ndungu Wamburu Clinic,tKY50HxAdHF,5
Dr Ngatia's Clinic,sWl1sKLNNz5,5
Dr Ngotho Medical Clinic,vCXyv0G01bZ,5
Dr Njoroge Clinic,MS22Z8ymHYB,5
Dr Njue M G Pathological Clinic,mCy18ikEXHf,5
Dr N N Ngugi Dental Clinic,aZjSmtY3XtG,5
Dr Nyandiko Clinic,KHqknWuikOu,5
Dr Oduori,W636tEhhUt9,5
Dr Ogaro Medical Clinic,Zas78zT2dsk,5
Drop Inn Ray Clinic,RQeuJ3VvNFs,5
Drop In Service Centre,yEgTXDKNOGK,5
Dr Opondo,dpEpDxooFzG,5
Dr Osore's Clinic,KnfISCkmndB,5
Dr Paul S Njuguna Healthwise Medical Centre Ltd,QmSC4nlcIer,5
Dr P K Kapombe Dental Clinic,zEYUDc2rDcg,5
Dr P M Mbugua,PVSeL3A76qL,5
Dr.P.W.Kamau&Associates,Kn6bjP3QyuU,5
Dr Rachael Muthoni Rukaria,OR1bQo9Fz09,5
Dr Safdar S Saeed Clinic,ogdGD273bDO,5
Dr Sharma Medical Clinic,CuLJic6mkSN,5
Dr S N Karau & Associates Clinic,s4s5d2mLLNN,5
Dr Somba Clinic,GhPmWaJh9qh,5
Dr.Tims Dental Clinic,jz2VDBQECmk,5
Drugmart Medical Clinic,ZbhvoE15lRT,5
Drugnet Medical centre,y8YiZv512Nr,5
Dr U N Kanani Dental Clinic,jMxzZNT1s3r,5
Dr V M Muyembe Orthopaedic Clinic,V8Z3r1OgzM2,5
DR Walumbe Medical Clinic,JCWEmzlEsUd,5
Dr Waris,BSMzZQpSG3I,5
Dr Wenyaa Clinic,E3sdICle0xb,5
Dry's Community Unit,IHxCa1vUYz8,5
Dry's Dispensary,y4j4F4aVAy2,5
Dr Yunus Clinic (Maimoon),yNcRuw6Qs2U,5
Dsc Karen Dispensary (Armed Forces),JzuRNGRkZMJ,5
Dubai Medical Clinic,pB2M3rM6hQn,5
Dudi Community Unit,qhucjdq2fWV,5
Dudu Health Centre,Kpo9XcJ6SxN,5
Dugo Health Centre,XNMlwPFTe1J,5
Dujis community unit,bgwQTPsnuR5,5
Dujis Health Centre,RJoY8CWjrp9,5
DUKANA C.U,Wg9idNx49yk,5
Dukana Health Centre,fHfJGiXb7pB,5
Dukana Ward,kSbjSiQEQ91,4
Dumbule Dispensary,lJ0SHVLmeNA,5
Dundori Health Centre,x2ByD5QP18B,5
Dundori Ward,Ff1CJ0oXLRy,4
Dunga GOK Dispensary,J2TPkQU0gGJ,5
Dunga Nursing Home,cn9tFkEKdnE,5
Dungicha Dispensary,edVT1j1E1yC,5
Dunto Dispensary,UTBVWgWUdwr,5
Dunton Medical Care Centre,g9iiU3V4EE0,5
Duplicate,Bmz3yw2klS0,3
Duplicate Kitengela Centre of Hope Medical Clinic,n61ua4rbUTR,5
Duplicate Penta Tancom Ltd Ndarugu Clinic,uhcz41hHrMr,5
Dureweey Dispensary,IX40Fmea2cz,5
Durham Medical Center- Webuye,v8CWOdzEBvl,5
Duse Community Health Unit,Iukq8K8HcfC,5
Duse Dispensary,iaXccnqMkxs,5
Dwa Health Centre,e0zO0k8UvlD,5
Dwele  Dispensary,j8eSYOMNwwM,5
Dynamed Medical Clinic,MUv3pf0Or6X,5
Dzanikeni Medical Clinic,jZuq4Qsyi3V,5
Dzikunze Community Health Unit,gOp1Fv3Xk2q,5
Dzikunze Dispensary,HWKmcSTRCuv,5
Dziriphe Dispensary,upXtjNMcd0V,5
Dzitsoni Medical Clinic,IFAiMjg74bu,5
Dzombo Community Health Unit,bu5iqGfioXx,5
Dzombo Ward,lijbuerznbA,4
Eagle Health Care,y66tzv9tspm,5
Eagle Health Clinic,FpYNpPZwGHO,5
Eagles Health Solution Clinic,DKv9lrKJWEZ,5
Eagles Hospital,hqK2JK7XFf6,5
Eagle Wings Medical Centre,QRDA6zeK96G,5
Eapc Kigumo Clinic,CCXK8mGTiQq,5
EAPC Ruungu Dispensary,sbugPK3kQW9,5
Earnest Medical Point Centre,iSItENTqnqC,5
East Africa Portland Cement Company Clinic,m7EudKgOKJE,5
East Asembo Ward,cfUqqHJA6z4,4
Eastend Chemist,XuO7aoaYcK8,5
Eastend Dental Clinic,ZBZ77TKvCWz,5
Eastend Dental Clinic Ruiru,LNsxqLNBNVj,5
Eastend Doctors,InNh8u0Akm3,5
Eastern Afya Medical Centre,aSdPJeSBYsZ,5
Eastern Consultans Laboratory,jFXqmbva5sz,5
Eastern Gate Medical Clinic,ALqRnL2BKNx,5
Eastern Medical Consultants,nfKTAAHx3E8,5
East Gem Ward,nUVin4tYKY2,4
East Gem Ward,XM6wZZeKqhk,4
East Kabras Ward,lZT0FbLOn0I,4
East Kachieng Community Health Unit,E0RPqdetPEO,5
East Kadinga Community Health Unit,ILhTymhWLc2,5
East Kamagak Ward,RvsMMMCame7,4
East Kamagambo Ward,l8btuTBphnw,4
East Kano/Wawidhi Ward,ONutw6s6W4y,4
East Kanyadwera Community Health Unit,dMLM3uhIXex,5
East Kanyamamba Community Unit,jlgQ9iMySaf,5
East Kanyamkago Ward,IgyJtGgB69M,4
East Kanyarwanda Community Unit,weHKE6jMm0H,5
East Karateng Community Health Unit,NvuI3IpYSHN,5
East Katieno Community Health Unit,gNdktA0nhJK,5
East Katwenga Community Health Unit,Ud34Ys2mHTg,5
East Kawere Rateng' Community Health Unit,M8zajaIx5Ok,5
East Kogota Community Unit,D0UAxuhccOt,5
East Kolunje Community Health Unit,eo5iyTzSK6a,5
East Laikipia Dispensary,kkM65PEZPa8,5
Eastleigh Health Centre,OkCML3CEtNi,5
Eastleigh North Ward,i1zR9ESXM9L,4
Eastleigh South Ward,zP3xgQdPmJX,4
Eastliegh South CU,bt3MQtj8sbI,5
East Migwena Community Health Unit,whor1AvaeeB,5
East Ngere Community Health Unit,I2iW97kvitK,5
Easton Pharmaceutical Ltd-Nairobi,DlLmXKwhQLJ,5
Easton Pharmacy Ltd-Langata,hGb6cBedOiR,5
Easton Pharmacy (Uchumi House),NLpX6Wbdcpp,5
East Othany Community Health Unit,GoUe3YWJC6u,5
East Pokot Sub County,Mk4bMOSMRTB,3
East Reru Community Health Unit,H8nLMXHR4Oa,5
East Sang'alo Ward,jhQaAr01YU5,4
East Seme Ward,BRDtIETwfeW,4
East Songhor Community Unit,GqPoEqOIEbf,5
East Ugenya Ward,XIgwnIXyBx0,4
EastValley Nursing Home(Naivasha),YKgFUxvYWE8,5
East Wanga Ward,ygKYcUMKsy2,4
Eastway Medical Clinic,xA0D9zqQdaz,5
Ebachwa Community Unit,liTY8WxDynu,5
Ebencho Community Unit,CL3JchWl8v7,5
Ebenezar Medical Clinic (Muranga North),PSCU0wjBQzF,5
Ebenezer Clinic,PRCRNmAIyZg,5
Ebenezer Dispensary,BZMobPU9PBn,5
Ebenezer Health Care,Kb4QB6AZPjW,5
Ebenezer Health Care Dispensary,sShGas9CHLY,5
Ebenezer Intergrated Health Services,COliJPjzkfd,5
Ebenezer Medical Clinic,ExTkJ5uQIHQ,5
Ebenezer Medical Clinic,yakw5Ofu7LE,5
Ebenezer Medical Clinic (Lamu),DbxBCBWGjij,5
Ebenezer Medical Clinic (Lari),jiTapCZvyJV,5
Ebenezer Medical Clinic (Malindi),qS4uqSFF9dW,5
Ebenezer Medical Clinic (Nyeri North),E9L43Qq1ubG,5
Ebenezer Medical Clinic (Nyeri South),wUlqNqIctW9,5
Ebenezer Nursing Home,av9lC2MABdS,5
Ebenezer reproductive health clinic,tW1xS3c0EFF,5
Eberege Community Health Unit,YlIV9UXpFAX,5
Eberege Health Centre,myj906QbZw3,5
Ebiosi Dispensary,UEJxmPNY4kB,5
Ebubala Community Unit,uu6nqG2wzWn,5
Ebuhala Community Unit,CiiCG2o5uzZ,5
Ebuhala Health Centre,Ky6P5BmX0sQ,5
Ebukanga Dispensary,A2vpkzQnTO0,5
Ebukhaya Community Health Unit,DnhnW9WMgLh,5
Ebukhaya Dispensary,nZiA7IQmpaj,5
Ebukhunza Community Health Unit ,FuLDxN8yijY,5
Ebukoolo Dispensary,EG1SVurEMgh,5
Ebukuti Community Unit,FZ46GHiHiow,5
Ebulafu Community Unit,pf60BMAjGdX,5
Ebulonga Community Health Unit ,fZl29nJYrQ7,5
Ebunangwe Community Health Unit,WtPgHoza8SN,5
Eburi Dispensary,DkaJxv6rD7c,5
Eburru Dispensary,ffIfsLKrhKK,5
Eburu Community Health Unit,FSgTKAxi6Nd,5
Ebusia Community Unit,ILTrRteKfYq,5
Ebusiekwe Community Health Unit,eGLkWQihZnW,5
Ebusikhale Community Health Unit,h28FjS3QZ2N,5
Ebusiloli Community Health Unit ,piqMVe1jv5l,5
Ebusiralo Community Health Unit ,V6Tb6iXb6hi,5
Ebusiratsi Health Centre,t8pVCEXnij3,5
Ebusubi Community Health Unit,ZQcImViVdtl,5
Ebusyubi Dispensary,QiAHGmf0031,5
Ebutanyi Community Health Unit,LAYOTP3NDEQ,5
Ebutsimi Community Health Unit,Cx7OG5OuF2Y,5
Ebwiranyi Community Health Unit ,SNzCLHTZrQg,5
Ebwiranyi Dispensary,f1XMflZkA3O,5
Ecclesiates Gathuthuma Bamako,P9S75nXQSEZ,5
"Echuman Wellness and Rehabilitation Centre, Lodwar",ZItZ1JZu5De,5
Eclipse Medical Centre,oTuDLrQnhS6,5
Eclipse Medical Clinic,B3Kg9Jzl5EW,5
Edali Medical Clinic,URDyI1NH44m,5
EDARP Komarock Health Centre,r13EdOxFc92,5
EDARP Soweto Health Centre,RVQtRwy75Wt,5
Edcef Care Health Services,fVC0bGSo7yO,5
Eddiana Hospital,O6LL6Tz3u8l,5
Edelpert Medical Center,f0jubUkIkt9,5
Eden Dispensary,UVewHk576gB,5
Eden Medical Clinic,FbQbXJltuGQ,5
Edgewood Community Health Unit,mZKdDDOmNyO,5
Edkar Medical Clinic,FNPfDvAmQGl,5
Edna Maternity,ab11bPaCfQe,5
Edoot Community Health Unit,xsijA2BFOmV,5
Edris Premier Hospital Limited,EXF6UEWFNEL,5
Educational Assessment and Resource Centre,AOVeOSSxJnY,5
Edward Nyaga Clinic,beI9bv9Zkn8,5
Eendei Community Health Unit,U4GQn8Pqwax,5
Efombo Medical Clinic,tSo2tc47JnU,5
Egago Dispensary,VsGhTdYbBD7,5
Egerton University,Sbo33DobMUY,5
Egetonto Community Health Unit,QZVicuxLTuL,5
Egetonto Health Centre,aX8cPPj4Djf,5
Egetuki GOK Dispensary,LKOhxyWkOuw,5
Egu  Dispensary,nMwCcqdhl5l,5
Ekaita A Community Health Unit,ehYmQozMvSE,5
Ekaita B Community Health Unit,dhY9nqB6VaD,5
Ekalakala Health Centre,PqsRn07KCKv,5
Ekalakala Medical Clinic,syRP45GXDAy,5
Ekalakala Ward,Ado6AndJdpf,4
Ekamanji Community Health Unit,yNMkwCVlh89,5
Ekamanji Dispensary,uco8xXZcBc8,5
Ekambuli Community Unit,OV1P0lvyL4k,5
Ekambuli Health Centre,W1S8ml7ActI,5
Ekani Dispensary,tVrTT3Cgt2d,5
Ekani Simisi Community Health Unit,opHs3J1OY99,5
Ekegoro Community Health Unit,COoEz1RgKUF,5
Ekerenyo Amani Health Centre,mVioQ8b6LH8,5
Ekerenyo Sub-District Hospital,hYlQ9bF0BNY,5
Ekerenyo Ward,QcYbNJ5Z88l,4
Ekero Community Health Unit,RncJUjXnMbT,5
Ekerongo Dispensary,wHu3BiA33dZ,5
Ekerubo Community Health Unit,XwtZiMeOKPV,5
Ekerubo Dispensary,o2cCZrctDcB,5
Ekerubo Health Centre (Masaba South),Y2yFkbKm7zR,5
Ekialo Kiona VCT,Hxp991UoXgA,5
Ekicheles Dispensary,WLT29Bw3lJa,5
Ekiendege Dispensary,kiLxwKG4Kw8,5
Ekitale community unit,KbAGFbztc9P,5
Ekitale Dispensary,yhwoQXYfogS,5
Ekwanda Community Health Unit,zPChVHdVPjA,5
Ekwanda Health Centre,KvcLdBE3Qar,5
Elangata Enterit Dispensary,X0HAKpTxMe2,5
El-barta Ward,x8gYdLEuy5Y,4
Elben Community Health Unit,XPid8OokckM,5
Elben Dispensary,LHo6zHAqDkk,5
Elben Ward,dAuiI1KjvPd,4
Elbeso Dispensary,zk8tFYPvIar,5
Elburgon Maternity and Nursing Home,BDzpSSvbltL,5
Elburgon Maternity Annex Murinduko Clinic,JklFobhJwlP,5
Elburgon (PCEA) Dispensary,HPKUb66yvOb,5
Elburgon Sub-District Hospital,agm4CQgIwuf,5
Elburgon Ward,X5bxxQN8nP5,4
Elbur Jordan Health Care,BVtC09qNXSd,5
Eldama Ravine AIC Community Health Unit,bZfx8iE35rc,5
Eldama Ravine (AIC) Health Centre,Ly7BTJcnyNq,5
Eldama Ravine Medical Centre,NPFPWKuAeAq,5
Eldama Ravine Nursing Home,C5O1sSoaVt7,5
Eldama Ravine Sub County Hospital,XcYVma2H5FV,5
El-Danada Dispensary,YXWeF4DU4sZ,5
Eldas Community Unit,SbVerheyNHg,5
Eldas Health Centre,njnxDUTR6SJ,5
Eldas nomadic clinic,mA5X0hfEgzA,5
Eldas Sub County,x6Z1sBeiyqQ,3
Eldas Ward,jJEKwJhftfv,4
Eldera Dispensary,Ebk3qieiO9n,5
Eldere Community Unit,nBvx5LbN8f9,5
Eldere Dispensary,nUrZ9LlaEsm,5
Eldo-Kit Clinic,Lp3eEbcrL5f,5
Eldoret Airport Dispensary,k3g8iMHxBs5,5
Eldoret Hospital,bvNdpB9XNs0,5
Eldoret Huduma Centre,w2Ug9ahGMyv,5
Eldoret Medical Services,i0FKQlNknpi,5
Eldoret Mtc Clinic,nbu4J2elt5H,5
Eldoret Rapha Medical Centre,jlz3wEHqukS,5
Eldoret Regional Blood Bank,oSujwH9YRmx,5
Eldoret wellness Centre,cjG4G9usi40,5
Eldume dispensary,n03ViTNtej2,5
Ele Dimtu Dispensary,vkRR5MCQ8Q6,5
Elelea Community Health Unit,k8hw04JWSr7,5
Elelea Dispensary,s9kwbdEs8V2,5
Elelea Health Centre,qcSRnc4yxHp,5
Elele Dispensary,aMu7DI9kNTZ,5
Elementaita Heal Community Unit,zyoxsrxFBWc,5
Elementaita Ward,RSps1nz09HH,4
Elementeita Dispensary,BJn7pH9easo,5
Elephant Dental Clinic,lrjPnOvXZVX,5
Elephant Dental Clinic Lodwar,yoJMH1m1UuF,5
Elephant Dental Limited,jFQclSN1ak3,5
Elephant Dental Limited -Turbo,ARYbgYHAMWF,5
Elephant Dental Nyeri Clinic,txgXxkKmOPx,5
Elephant Dental Rongai,D8beg2jW4bh,5
Elephant Dental South C Clinic,uMqJNV3oo7f,5
Elerai Community Health Unit,zyW5FCzF4Fu,5
Elevated Medical Services,Z1qEGjWMOJq,5
Elfem Medical Clinic,i1OiEsG9soh,5
Elfem Medical Clinic,mrrkBbBnDAW,5
Elgade Dispensary,TkcoIuJivLM,5
Elgeyo Boader Dispensary,tC59iAtOoEh,5
Elgeyo Marakwet County,MqnLxQBigG0,2
Elgeyo Marakwet County Beyond Zero Mobile Clinic,PGpN8Rp6Fng,5
El.Gibhor Medical Clinic,hYvv0k8phcK,5
El-Golicha Dispensary,gB3KpzOOBNd,5
Elgon Sunrise Medical Centre,ebaRFXRuM2v,5
Elgon View Hospital,VtasMqn6rRH,5
Elgon View Medical Cottage,nvSVIH9Vnhg,5
Elgon Ward,zxfCOXaz1ha,4
El Hadi Dispensary,ccIxdSydCMf,5
Eliang'oma Dispensary,JGrtUED7jeq,5
Eliang'oma Dispensary (duplicate),g40IfECqbpZ,5
Elias Medical Clinic,hWY1PyjFy2x,5
Eliezeri Medical Clinic,xUpBlXZlInT,5
Elikya Medical Centre,ItXHY0c1xHQ,5
Elim Family Community Care,bB2Xlj8z1LN,5
Elimundani Health Care,kRECNdClNiJ,5
Elinda Elite Clinic,GcjvcJqOljf,5
Elinda Elite Clinic,GKQzNZldaxw,5
Elisheva Medical Clinic,HdvXZUmBgPd,5
Elis Medicare,JqB5OUsl8dx,5
Eliss Medical clinic,f3DpTsb6cp5,5
Elite Clinic,VpSmSc2jJHa,5
Elite Medical Clinic,MHaisGccmoC,5
Elite Medical Clinic (Bungoma East),MYPRxk1niPO,5
Elite Medical Clinic (Mathira West),utQKocY2EWu,5
Eliye Spring Community Unit,GNl7V5vU1m6,5
Eliye Springs (AIC) Dispensary,VjDw19Sgkaf,5
Eliye Springs Community Dispensary,YxONbNbnatv,5
El Kambere Nomadic Clinic,JxlFGGWkiK1,5
Ell borr Dispensary,riawQuqQMzK,5
El-Molo Bay Dispensary,hCYugmQzcUY,5
Elnoor Community Unit,lVNbmQuJJOH,5
Elnoor Dispensary,xhq7LU5E9tw,5
Elnur/Tula Tula Ward,CisxX3iXbp9,4
Eloi Medical clinic,XBhrpfLSeRN,5
Elox Medical Centre,TPAZOeKMtZG,5
El-Ram Dispensary,cYtoTH4TJYL,4
Elshadai CNS,oi9slMO4ftN,5
Elshaddai Gitari Medical Clinic,B0cmfC2eXb8,5
El Shaddai Medical Clinic,NHFfdyYld3c,5
Eltons (Malibu) Reinsurance,zBsEoPFwY6l,5
Eluanata Dispensary,IPFzzGoJXRV,5
Eluche  Community Health Unit,j3BIFLwAmYB,5
Eluche Dispensary,iWFObHTUbzT,5
Elugulu Ward,rIwgAyjb2JZ,4
Elukhambi CU,GCbz2J2JZII,5
Elukhambi Dispensary,pZd75ZZ55tI,5
Elukongo Community Health Unit,Iq42mtzEsjL,5
Eluuya Dispensary,gfxtJpKcIpH,5
Elwakana Dispensary,rD34qFui1sH,5
ELWAK COTTAGE NURSING HOME,fJWP4zHpzR3,5
Elwak District Hospital,cpmUjkUfMqG,5
Elwak Health Centre,V75S8NWBGzD,5
Elwak North Ward,h0htcHoe6tJ,4
ELWAK NURSING HOME,e2AycOQm13T,5
Elwak South Ward,AEMY7F8XyZT,4
Elwak Zone Medical Cntre,OXJOVDf156w,5
Elwangale Health Centre,PMtDVZGDXRv,5
Elwasambi Community Health Unit,IXU4zxDFGbk,5
Elwasambi Dispensary,sKHkoTOfodh,5
Elwesero Model Health Centre,fVYB9g9ByWU,5
Emabungo Community Unit,ZPiysefB4NH,5
Emabungo Ward,rVwUPDEkBSy,4
Emahene Medical Clinic,C4aAILvvq8n,5
Emaira Dispensary,GIFeW39NUTr,5
Emaiyian Central Medical Services,OIFg9MJ223l,5
Emakhwale Community Unit,N7QLdMlUyAH,5
Emalia Community Health Centre,rvnWJ8GuD5d,5
Emali Health Services,efwHczq9gWX,5
Emali Model Community Unit,OW1FdoFUz3q,5
Emali Model Health Centre,Lbsm3keaoKp,5
Emali/Mulala Ward,Q1FhAEC0Ode,4
Emalindi Community Unit,G0VhqvlfKaG,5
Emalindi Health Centre,h5OdkQ5jKdv,5
Emali Nursing Home,LtPA1KX6oXx,5
EMANAKA DISPENSARY,fSYsUi7Vzx6,5
Emanda A Community Unit,UAkD0KEuLcf,5
Emanda B Community Unit,hTyK7BjadBI,5
Emanyinya Community Health Unit ,CQZbkjdVMUC,5
emaroro community unit,zMDkxwAYVN1,5
Emaroro Dispensary,dElavXVwO7j,5
Emarti Health Centre,nqYAmS9DORu,5
Emasatsi Community  Unit,i9hWyvU30QU,5
Emasinjira Community Health Unit,nBeRzqzBGic,5
Ematawa Community Health Unit,UaXvwXtELBF,5
Ematende Community Unit,VeiACNxWlPi,5
Ematibini Community Health Unit ,nzH85EAFPAD,5
EMATIHA C CHU,y7K8oRLEw7k,5
Ematiha Community Health Unit A,ssu5NIgs75c,5
Ematiha Community Health Unit B,UaTmhf9UiD0,5
Ematiha Dispensary,FGkaUMhNlgb,5
Ematsuli Community Health Unit ,MyQAUUYpCZR,5
Ematsuli Community Medical Clinic,yXek4dIXZLk,5
Ematsuli Dispensary,RILlb5RVEkC,5
Emayian Medical Clinic,PsqLachh0WA,5
Embakasi,nFgwhKtKRO7,5
Embakasi Central Sub County,XvpLXU47BKs,3
Embakasi East Sub County,gD4xxgDGJ4Y,3
