name,id,level
Koguta East Community Health Unit,f92u7910pkn,5
Koguta West Community Health Unit,qZx6LF6pCIG,5
Kogweno Kowuor Community Health Unit,bKyG0QFbtMl,5
Kogweno Oriang' Dispensary,JvTAtefBKPX,5
Kogweno Oriang Eat Community Health Unit,QmU5DqCIFRW,5
Kogweno Oriang West Community Health Unit,iaYktk2L8uY,5
Kohanga Dispensary,bh3DHfmuWO6,5
Kohego Community Unit,RwgcrHUFZnS,5
koibarak community unit,xmyJMk3wLox,5
koibarak Dispensary,OD6rR7pC5d8,5
Koibatek Sub County,Yl9UDBnDvvW,3
Koibatek Ward,NFMLHmkjDil,4
Koibem Dispensary,cqXX5o0Tuck,5
Koibeyon Community Health Unit,hHHXKac18cV,5
Koibirir Community Health Unit,HhK65e5Q8cW,5
Koilot Community Health Unit,f7eRqVOihD2,5
Koilot Health Centre,J645cFsNOCM,5
Koimbi Medical Clinic,RGI4P5QvBqM,5
Koimiret Dispensary,iLntMyc9f64,5
Koimugul Dispensary,duykxArZQl9,5
Koinange Dispensary,GVj7FwVVJW5,5
Koisagat Dispensary (Kipkelion),o5vblyrc0wv,5
Koisagat Tea Dispensary,sQL47RC4OOd,5
Koisungur Community Unit,Y5zNtT3i27J,5
Koitaburot Dispensary,vAo1vbECMFf,5
Koitebes community unit,iVIIwBrxtyf,5
Koitebes Dispensary,PWcDDsgB8iC,5
Koitoror Dispensary,akeQfV71hZD,5
Koitugum Dispensary,GLHQxmoDYcZ,5
Koiwa Health Centre,uXqhVeVab1Y,5
Koiwalelach Dispensary,IUexeQoLR3g,5
Koiwa Medical Clinic,k8w19MnkCIR,5
Koiyat Dispensary,okgFTeRRseG,5
Koiyet Community Unit,aFhBYB6uDG1,5
Kojabdar Medical Clinic,VJJr7zsyBXW,5
Kojonga Community Health Unit,jbkfUzGiHk3,5
Kojonga Dispensary,JaiUmRIBDPR,5
KOJWACH EAST COMMUNITY UNIT,lYc7kO34euP,5
Kojwach Medical centre,nwYwbu9Asu8,5
Kojwach Ward,FdJzxSJbjk3,4
Kojwang Community Health Unit,pK0rtdYABAF,5
Kokal Community Health Unit,MIqTppgrEoj,5
Kokare Community Health Unit,XJPCsmW3yhv,5
Kokech Mirondo Health Center,LYay7WMzdXz,5
Kokidi Community Unit,cDN5XLkxqjM,5
KOKI Medical Clinic,ev8wkfifBPg,5
Kokiselei Community Health Unit,W4OAallPwIL,5
Kokiselei Dispensary,KQZhY1YgnK8,5
Kokoko Community Health Unit,OJImZ0TexNo,3
Kokoko Community Health Unit,VHFulOBtCyf,5
Kokoth B Community Health Unit,Wmcp8b90ZZi,5
kokoth b west,wGKRBK1RRIy,5
Kokotoni Dispensary,Oxj36jLUDn8,5
Kokuro Dispensary,JGfNtAdS9Pk,5
Kokuro Health Centre,DICdQoX6MX6,5
Kokwa Dispensary,NMtE7XRIFzo,5
KOKWANYO EAST COMMUNITY UNIT,Kka5W6bqTXS,5
Kokwanyo Health Centre,Eiae4BkyI7w,5
Kokwanyo/Kakelo Ward,dPxooReTfTv,4
Kokwanyo West Community Unit,dxeF1Iu6dGu,5
Kokwao Comminity Unit,ZH0KGE9RxnY,5
Kokwao Community Health Unit,vyfbLJZzJSB,5
Kokwet Community Health Unit,NyTBcmflktA,5
Kokwet Dispensary,IPYtg6HUK0X,5
Kokwet Medical Clinic,IFlzZsNBQBq,5
Kokwiri A Community Health Unit,RBNjfaMfNpx,5
Kokwiri B Community Health Unit,dQMJXReTwEZ,5
Kokwiri C Community  Health Unit,BEjOCGfXgZs,5
Kokwongoi Dispensary,xRHc6NoJw5W,5
Kokwotendwo Dispensary,PiXpg0jB9X5,5
Kokwototo Dispensary,KGfbcoxTJhh,5
Kola Community Health Unit,V0rB2K9Gn8Y,5
Kola Health Centre,MhofOzTxrJu,5
Kolait CU,Kn6Dg3sOlze,5
Kolal Community Health Unit,JU2x09jl8bX,5
Kolani Community Unit,YqnfTZjgSQU,5
Kolani Dispensary,W4QoHa3rfZk,5
KOLANYA CU,c38E8Zr4bBc,5
Kolanya Salvation Army Dispensary,rsNtXqATBzF,5
Kola Ward,RWCExNJBqjw,4
Kolenyo Health Centre,tHIuPy0T8F8,5
Koloch Dispensary,h8nvmdi2GSQ,5
Kolongolo A Community Unit,zBz08rmamMk,5
Kolongolo B Community Unit,owW6aoPdSBn,5
Kolongolo Mission Dispensary,lUJfdy0aj75,5
Koloo Dispensary,iX9MCYrhHOP,5
Koloo Health Community Unit,NozMTGK3G6U,5
Kolowa Health Centre,U07xBlCoslL,5
Kolowa Ward,LTWLjOZQMqk,4
Kolunga Dispensary,UMrj6jMVGcj,5
Koluoch Community Unit,I8jLpGu7Hpy,5
Koluoch Community Unit,oVQdEIAB89T,5
Kolwa Central Ward,ml7KNIMIuvz,4
Kolwa East Ward,kQXcKGM8chb,4
Kolwal Dispensary,Cm5Cyjgr17X,5
Koma Hill Medical Clinic,DsPV049gpi5,5
Komarock Healthcare-Kathwana,WLH8k3xFNq9,5
Komarock Medical Clinic,hCdEprRbTNa,5
Komarock Modern  Health Care Chuka,k2R6OXRR45q,5
Komarock Modern  Health Care Chuka,PEsUTm2dZgS,5
Komarock Modern Hospital Utawala,MblJKmnBb5u,5
Komarock Modern Medical Care,UaSLLKNersa,5
Komarock Ward,I6S3XcUsF34,4
Komba Belio Dispensary Kiptabus,G9nGVw4FY1X,5
Kombani Dispensary,m3LmuT3zzVS,5
Kombani Mat clinic,vstve0ATifu,5
Kombato Dispensary,WPhMyqa7tMP,5
Kombe Community Unit,NZeOPXmKjii,5
Kombe Dispensary,KpXqE32Rm1d,5
Kombe Dispensary (Nandi Central),mxhSNH3OIJx,5
Kombeni Dispensary,pAb5dOqbI6V,5
Kombewa County Referral Hospital,tMymqzXY5dg,5
Kombola Dispensary,QQxogMHyNJo,5
Kombo Munyiri community unit,cLVb79Z3EkQ,5
Kombuini Community Unit,HrmCPqCiOJh,5
Kome Dispensary,clZmNWCEkGG,5
Komenya Community Health Unit,SgfhIxzALjt,3
Komenya Community Health Unit,XFLF0JdOUhT,5
Komenya Cu,mXVjwsOz8nC,5
Komenya Kalaka Community Health Unit,LOLRHgFZQYb,5
Komenya Kowala Community Health Unit,EV4OT65ry5s,5
Komiriai Community Health Unit,DcliqNJS0Cl,5
Komo Community Health Unit,WHStKeFoNi2,5
Komol Dispensary,Cw95ZfJGHTR,5
Komolion Dispensary,keO6tEKdEn1,5
Komolo,oZQPgtBBt4U,3
Komolo Community Unit,XONRygPeWeg,5
Komolo CU,fYfcc61UXKJ,5
Komomange Community Unit,OMdAjL91njI,5
Komomange Dispensary,IzN5bIUYzYC,5
Komosoko Community Unit,ljkqRNni7pR,5
Komosoko Dispensary,gX7mPV9tfav,5
Komothai Ward,Tqs3YLWw30B,4
Komotobo Mission Health Centre,x9Jr09a3JDh,5
Komudei Dispensary,AkCr1URpDfg,5
Komungu Community Health Unit,DHiKYAqBqfO,5
Komuoyo Community Unit,tEb4oXwMbk2,5
Komwaga Health Center,DoH8UEMZEIE,5
Kona Clinic,bddMIzdlh3J,5
Kona Community Health Unit,RGiiJwP1rCr,5
Kondabilet/Busieso Community Unit,TwKWjGM7xzQ,5
Kondabilet Dispensary,US8S7MblA9O,5
Kondamet Dispensary,H1QJuMC0aKk,5
Kondele Ward,pOsTvaq49pN,4
Kondo Medical Centre,JJdTh5LDTAj,5
Kone Dispensary,Bby1Jup2Xv3,5
Kong'asis Community Health Unit,GLwClBE4g0K,5
Kong'asis Ward,IBgG8lef22L,4
Kongelai Dispensary,epQDmSTHTA6,5
Kongit Community Unit,ptPiBnuXOHQ,5
Kongit Dispensary,VFSpCunVMrp,5
Kongnyalil Dispensary,AKboSQu2TRu,5
Kongoi Dispensary,E6HNHaznGAw,5
Kongoli Community Health Unit,cGGE9GPahtV,5
Kongoli Dispensary,PB1NPD7gFsp,5
Kongo'ma Community Unit,eL7OLkiX6mf,5
Kongoni Community Unit,eKtT4VxnsPA,5
Kongoni Dispensary,aiIjsZPg6qg,5
Kongoni Dispensary (Kipkelion East),v5wwpsVxYoY,5
Kongoni Health Centre,iIngX6G2Ezq,5
Kongoni Medical Centre (Naivasha),afb6oD7Ao2I,5
Kongoni Ward,mluOaVta06m,4
Kongoro Dispensary,CXoCYJCLdeI,5
Kongotik Community Health Unit,pfqsJrVvVws,5
Kongowea Health Centre,f7VNgpLhVwW,5
Kongowea Maweni Clinic (CDF),CKtTAm0Egnk,5
Kongowea Ward,LMCJ2zXfHyL,4
Kong'udi Community Unit,lbGkx61MKF2,5
Konjora Dispensary,XrHTTd5zyjn,5
Konoin Sub County,PLFoYJO8MVS,3
Konoramadha  Community Health Unit,rlfd0xpWDQe,5
Konton Dispensary,aIXJJKVDrSE,5
Konuonga Community Unit,gndNXqpMiJE,5
Konya Community Dispensary,aPDRzaUqdJZ,5
Konya Community Unit,oQCf8Iq0dCI,5
Konya Dispensary,jwWDpfKjHfl,5
Konyango Community Unit,AgirHEqsNtx,5
Konyango Community Unit,lhrjruftUTk,3
Konyango E Community Health Unit,BXvloJ2Qioc,5
Konyango Majieri Community Health Unit,KNgfPEYIFaZ,5
Konyango N Community Health Unit,g0XZ2qVNz7L,5
Konyao Community Unit,eDTfjYpqobm,5
Konyao Dispensary,Ck6NSG9d4HP,5
Konyo Medical Clinic,BWFzjHZ2c03,5
Konyu Dispensary,I36riCC6xbL,5
Konyu Ward,rGu0Fh2c3kI,4
Konza Dispensary,LJIIoLOs4b8,5
Kooju Dispensary,gufhpSYDAtl,5
Kopanga Dispensary (CHAK),MQcFGwW1QsE,5
Kopanga Dispensary (GOK),TEaArK0Tnqb,5
Kopanga Methodist Community Unit,SijbcioEYxI,5
Kopeeto Dispensary,GMQYfoTujcJ,5
Kopiata Beach Dispensary (Rarieda),i6CeX6jJX7A,5
Kopolo Clinic,aXcTjaOYxbq,5
Kopro Community Health Unit,bnzfsrQrzFQ,5
Kopsiro Model Health Centre,MavGp9SQvbq,5
Korabariet Community Unit,A3OUaiZkNM8,5
Korabariet Dispensary,BGjqfw6rewx,5
Korabariet Dispensary,BHOJ1z5sg2P,5
Kora Community Health Unit,siqsyQ3WDq9,5
Kora Dispensary,y5UK7PkWxl6,5
Korakora Community Unit,uF48mBmzFiQ,5
Korakora Health Centre,V0Wh2NxXpeP,5
Korando A Community Health Unit,xzE4AQ3UnYN,5
Korando B Community Health Unit,S9E9b3hVDbO,5
Korao Community Unit,wsFALMXpG3d,5
Korao Dispensary,DwR7zhYqoyK,5
Korayo Community Health Unit,RCAgZpjrzRn,5
Korbesa CU,lglmB0xf3GP,5
Korbesa Dispensary,GTbZd7UOxcp,5
Kordoi Community Unit,d9WxK65tMJ7,5
Kore Community Unit,guWYcHmzKgR,5
Koredo Community Health Unit,uGqUh8IQVh6,5
KOREGE BONDO,G4xlRCzpOsL,5
Koricha Dispensary,HOJxWpJaVxK,5
Koriema Community Unit,KX4L0IiVCPV,5
Koriema Dispensary,pO2Rz0XVQzP,5
Koringo Dispensary,EYkWq4PFGyU,5
Korinyang Dispensary,dShmfUUBr6N,5
Korisa Community Health Unit,SgVfsKSMLXp,5
Korisa Dispensary,AadLaV4ti7l,5
KORKITONY C U,Do1Xkt2xVH9,5
Korngotuny Community Unit,p8f2cfzt7R5,5
Korogocho A Community Health Unit,rj0pG4Vg7Gi,5
Korogocho B Community Unit,K5wjZ72LkCw,5
Korogocho Health Centre,UF9HJO258Yp,5
Korogocho Ward,TqSqq39Jbcz,4
Korokou Dispensary,t9vzuDBI0Vn,5
Koromaiti Community Dispensary,BBix5kzk7EG,5
Koromaiti Community Unit,AS55TKLQTr8,5
Koromey Dispensary,MJejdG3OcvV,5
Korondile Ward,nbDWw7ouQOZ,4
Korondille Health Centre,WEsZ0JpLWHA,5
Korongoi Dispensary,T29iK8LyOXQ,5
Korosiandet Dispensary,MniJ99qrhJ6,5
Koroto Dispensary,Hdk0wlIRPt8,5
Korowe Highway Medical Centre,lGLunF6sy6Q,5
Korr health centre,ckQrqADfRAW,5
Korr/Ngurunit Ward,B8hOncmu6c8,3
Korr/Ngurunit Ward,si4GkeAGSXo,4
Koru Central Community Unit,cLRXFnu6Olq,5
Koru Dispensary,uY2xlbkbeVL,5
Koruma Dispensary,kXAoZhmJwWB,5
Koru Mission Health Centre,UnUk7uMZeBz,5
Koruruma Community Health Unit,ghI6vWVfnUe,5
Korwenje Dispensary,j6QLHcTeO6f,5
Kory Family HospitaI (Kimilili),guIhLrHfgZq,5
Kory Family Hospital,f2BxnPiFg2x,5
Kosele Dispensary,KYUD8eEHcCn,5
Koshok Community Unit,cSociRVnzHM,5
Koshok Dispensary,frRRooy3bcD,5
Kosia Dispensary,c4B5SwjzRmC,5
Kosikiria Dispensary,bSM9B0FV4Sq,5
Kosirai Community Health Unit,G6M9yXUwmqV,5
Kosirai Ward,k9ff5zzhfkX,4
Kositei Dispensary,VKlZO7TMUkR,5
Kositoi Community Health Unit,kN4Iugx30tX,5
kosoiywa dispensary,OYz9UkEGJn6,5
Kosoiywo Community Health Unit,Kfsndlaqwus,5
Kosoiywo Dispensary,PCzHC2wzzdD,5
Kosovo,aBZo0QWoLTx,5
Kosovo,I8AMbKhxlj9,5
Kosovo ,uvEwRZmhd6c,5
Kosovo B,Hlx1U8oxvaI,5
Kosovo Community Unit,ZtGk7hZpi0g,5
Kosovo CU,yV300Nf9rlA,5
Kotaruk/Lobei Ward,z3pqrBr5TyV,4
Kotaruk mobile clinic,B6Y627jt1cs,5
Kotaruk Mobile Community Health,Pk5VOLbRMad,5
Kotieno Community Health Unit,uDEzsKabkEE,5
Kotieno Community Unit,ihgU6sBrLZu,5
Kotieno Community Unit,OhosxEaazLR,5
Kotile Community Health Unit,HEoGotHHtDD,5
Kotile Health Centre,RiVvZ3zf9CG,5
Kotulo Health Centre,PcqBHxKIN7h,4
Kotunga Dispensary,EzS8Q2aNLJ9,5
Kotur Community Unit,ZbPlbTQcsoS,5
Kowidi Community Health Unit,f0paJOkXogt,5
Kowili Community Health Unit,KD1NxiQQPlY,3
Kowili Community Unit,F5ms9uaub9I,5
Kowino Dispensary,DNnvCXUMH4v,5
Kowour West Community Unit,UsRFwOwcKyE,5
Kowuor Community Health Unit,z6kcg0J2sWZ,5
Kowuor East Community Unit,RHlV8aWEc2F,5
Koyasa Dispensary,DOSi0iDK7Hg,5
Koyeyo Community Health Unit,ojeT6ofFy2Z,5
Koykoy Community Unit,xFVEAGAynco,5
Koykoy Dispensary,WK4fZWqWCTX,5
Koyo Community Health Unit,xcJy49ptd6f,5
Koyo Health Centre,wBYoNpWpcY2,5
Koyo/Ndurio Ward,UBMIBBujflT,4
Koyonzo A,VaMuE6J9QW1,5
Koyonzo B,QUwGuXZztw6,5
Koyonzo Community Health Unit( DELETE),V09Ddekf08M,5
Koyonzo Ward,gBgXSPT0eml,4
Koyucho Medical Clinic,idckvh4eyBq,5
Koyumbre Community Health Unit,RhG1dOHpnqB,5
Koywech Dispensary,fNaPq5nPteK,5
Kpa Bandari Staff Clinic,FCQ3OoQBajW,5
Kp&Tc Staff Clinic,N1ZNccNbQCB,5
KRCS Lamu Rehabilitation Centre (Hindi),trzjy3iTzEx,5
Kreswo Dispensary,cqnv3ci1zsX,5
Krezze Dispensary,MspksvbRApz,5
KRICH DISPENSARY,VECrcVaffja,5
Krisvin Medical Clinic,sYWDsrm6LeG,5
Kr Memorial Medical Clinic,fk6daTQ6Fzg,5
Kubi Bagasa Dispensary,EqwwBsAHPcD,5
Kubo South Ward,dQkHuP0kVjq,4
Kubura Community Unit,LV663TBbkgW,5
Kubura Dispensary,avaaIAtXbtg,5
Kuchek Community Health Unit,skzUcDBXAWr,5
Kuge Health Centre,WkwPnFfMytP,5
Kugeria Cbo Project,EIWNbsTAjJC,5
Kugitimo Community Health Unit,dBRc2L7tlPe,5
Kugitimo Health Centre,SZnkrFoimi2,5
Kuikui Health Centre,M8nKNVv8383,5
Kuinet Community Health Unit,ITIhoFAmGwr,5
Kuinet Dispensary,K4MH0IJvNEZ,5
Kuinet/Kapsuswa Ward,HglOFYGPmKB,4
Kuira District Disability Network Kuria-Isebania HTC Centre,DhrZR1d16er,5
Kuja Dispensary,aWpElDmioIw,5
Kukub Dispensary,Aq7OpvlN9a4,5
Kuku Community Unit,tkDYV8ejdcQ,5
Kuku Dispensary,WORh0LQunXu,5
Kuku Ward,aLPl4YD1hzh,4
Kulaaley Health Centre,AsXD3IWZkOZ,5
Kulamawe Community Unit,zG64opVzlYC,5
Kula Mawe Dispensary,G2uNk3q3J83,5
Kulamawe medical services,iLtEo0of57F,3
Kulan Community Health Unit,lahnuYAdvMJ,5
Kulan Health Centre,fTrYkm9xOD3,5
Kulesa Dispensary,YmN4I9HVfes,5
Kulisiru Community Unit,RRYmN34mXvK,5
Kulumbeni B Community Unit,ZtnWxr1pwf3,5
Kulumbeni C Commnity Unit,cWkUkb98D94,5
Kulumbeni Community Health Unit,RSN2hqPLU5X,5
Kumahumato Community Health Unit,CO0XGvMN91u,5
Kumahumato Dispensary,J2nSU1CrG7s,5
Kumoni Dispensary,eTq4ADfHRhW,5
Kumpa CMF Dispensary,JvlC1RFRgnA,5
Kumpa Community Clinic,YMk0KsLKBpM,5
Kumpa Dispensary,SHCtxzGuDSM,5
Kunati Health Centre,SdFx8cdCB6P,5
Kunene Health Centre,VFz5dSLBYWL,5
kunju imbuko,mVwtB61TBwE,5
kunju imbuko community unit,HPrIv7c9S92,5
KUNO COMMUNITY UNIT,j71iu6oGhgf,5
Kuno Dispensary,DJhs3BRMgFg,5
Kunya Dispensary,tgRwAp3Oey9,5
Kunyak Dispensary,kVf9NYAIaiL,5
Kunyak Ward,phnXUDE38Bv,4
Kuoyo Community Unit,EoBS9YUdHYY,5
Kuoyo Community Unit,Syg6S7zTxnX,5
Kuoyo Health Center,Ziuf2e6LMfZ,5
Kuoyo Kaila Community Health Unit,JuY5auMb3cH,5
Kuoyo Kaila Health Centre,TAPp4w4qSDy,5
Kurangurik Health Centre,zeoRrDlbcNF,5
Kuresiet Dispensary,B1iav1kOgHs,5
Kuresoi Community Health Unit,CnaRz5xiBNP,5
Kuresoi Health Centre,ZQBkmrdOpuC,5
Kuresoi North Beyond Zero Mobile Clinic,sArArEZb9IG,5
Kuresoi North Sub County,QBwORnYdu0e,3
Kuresoi South Beyond Zero Mobile Clinic,RQ4qt7RTiGb,5
Kuresoi South Sub County,QwGkDS0DNls,3
Kurgung/Surungai Ward,UDgBjC3Y1eU,4
Kuria East Sub County,THm2tCJa2ZQ,3
Kuria West Sub County,jtBjNpL9FXS,3
Kursin Health Centre,BMjkM5uKh41,5
Kurum Community Unit,YjRiwm0F8Ek,5
Kurum Dispensary,VFSyhiyOpEt,5
Kurungu Dispensary,RHX1yr3xlnO,5
Kusco First Aid Clinic,ZRr7GU1o2I1,5
Kutayu Dispensary,G2ewkVTR9Z0,4
Kutulo Community Health Unit,ywZEhdpKIIM,5
Kutulo Community Unit,VAwO80y3OVx,4
Kutulo Health Centre (Wajir East),VFQjkH4BQck,5
Kutulo Nursing Home,Uwg6qOwCNEn,5
Kutulo Sub County,iGFdm333PJ2,3
Kutulo Ward,J9PHxsmBzgD,4
Kutus Catholic Dispensary,RoFR7KRVrgC,5
Kutus Community Health Unit,wBo3AOQn1Tu,5
Kutus Dispensary,wWCwq9j5JFU,5
Kutus Mjini Clinic,jxHXdHA4qIV,5
Kutus South Clinic (Kirinyaga),rjYlSOZQ5aV,5
Kutus Town Medical Laboratory,qi6IctBLTo2,5
Kutwa Community Unit,Uc7HE9Bm2e1,5
Kuvasali Community Unit,QxxRDYcl8OU,5
Kuvasali Health Centre,El8fBMbWcrO,5
Kuwinda Community Health Unit,UFGhfTRHtJr,5
Kuywa Community Unit,Th4baLqocli,5
Kuze Health Care,KoHOnollQnh,5
Kwa Amutei Dispensary,PMfhZePiTXA,5
Kwabome Medical Clinic,PtiE55c90oU,5
Kwabullo Medical Clinic,QKvet34clxk,5
Kwa Bulo Community Health Unit,vctZKsoGPXy,5
Kwabwai Ward,Fsxrjp3QlVa,4
Kwa Community Unit,Un3Vvrx1VL5,5
Kwa Dadu Dispensary,dL1swTfdoBG,5
Kwa Dr Wabore's Clinic,YyBtotCrwjD,5
Kwajuaje Dispensary,xa00EUnMTSj,5
kwa Kakulu Dispensary (Emali),VEwHGGLSugj,5
Kwakala Dispensary,SP1Xq12kl7B,5
Kwakalui Community Health Unit,r3Nb3LDma10,5
Kwakalui Dispensary,j27lQJ3e7cS,5
Kwa Kaluli Dispensary,kd7TKShOahV,5
Kwakalusya Dispensary,ILjhsaBjMIr,5
Kwa Kamau Medical Clinic,pJGGnODZYsO,5
Kwakavisi Community Health Unit,WrfNRWS5KWv,5
Kwakavisi Dispensary,G26gYDAw5R1,5
Kwa kavoo Dispensary,KUxiezNiaKB,5
Kwa Kavoo Dispensary,A8ULkksYA2u,5
Kwa Kilui Dispensary,dvfo5m5uzvZ,5
Kwa-kotoe Dispensary,GztNBnMGK4g,5
Kwa Kulu Dispensary,Bg0EutLlXJT,5
Kwakungu Community Health Unit,XxlY9ne6lLp,5
Kwale Bliss Medical Clinic,LfmRo51iOC1,5
Kwale Community Health Unit,Or6JDwkoc4I,5
Kwale County,N7YETT3A9r1,2
Kwale C.U,AFyk1sngj6L,5
Kwale Dispensary,lOp8QUgfbRY,5
Kwale Eye Centre,fkosGRd3S7Z,5
Kwale Medicare Clinic,AJmiiRNj2SP,5
Kwale Sub County Hospital,gbQw8OQtjpj,5
Kwa Lydia Medical Clinic,rdVf3PIPtPk,5
Kwamaiko Health Clinic,dZrugi0Sgjz,5
Kwa Mbao Community Health Unit,GdHqK141etr,5
Kwa Mbekenya Dispensary,AcjY7Ic6kUU,5
Kwa-Mnegwa Dispensary,qCmeLUpuw4b,5
Kwamo Dispensary,mzBw4T72sa5,5
Kwamukuta Dispensary,mwinGl9kfnM,5
Kwa Muli Community Health Unit,XTUdRIZ9cfV,5
Kwa Muli Community Unit,JbGz29qfOGP,5
Kwa-Mulungu  Community Unit,IN9ByzTCQqo,5
Kwa Mulungu Dispensary,BgoiUUOTCXI,5
Kwa Murimi,pxvTdeSeIbn,5
Kwa Mutalia Dispensary,OcfK91mpcJq,5
Kwa Mutonga Health Centre,ChDsrcDutpF,5
Kwamutonga/Kithumula Ward,rWDqxS3mGCY,4
Kwa Mwatu Community Unit,WBS4NhjkEs3,5
Kwa Mwatu Dispensary,PSk7n4tZ8Dp,5
Kwamwaura Medical Clinic,AOej27DL0R3,5
Kwangamor Dispensary,xGgOmhpqPod,5
Kwa Ng'ang'a Medicare,SqGT1KZ6RNV,5
Kwa Ngara Cu,SwWTqWh3nmX,5
Kwa Ngethe Priority Medical Care,A6IZHBB4Cw1,5
Kwa Ngethe Priority Medical Care,X6QrjK7E9GW,5
Kwangmor Community Unit,KnuXDKUytJm,5
Kwa Nguu Dispensary,n0hlAqWZXrZ,5
Kwa Njenga Ward,XnWPNKPDxxo,4
KWA NYAGA FAMILY MEDICAL CENTRE,quUEZxqbYc8,5
Kwanza Community Health Unit,ajFdSzJYD1X,5
Kwanza Sub County,ABy8CNqf2e7,3
Kwanza Sub County Hospital,kbdzFwfqYb8,5
Kwanza Ward,PXmcdkpTB68,4
Kwapi 2,bE87tcqjuca,5
Kware Dispensary,vshyHFPS1Mo,5
Kwa Reuben Ward,HvcGWkiIxjp,4
Kware Ward,A1sIHVzJM77,4
Kwa Vonza Community Health Unit,MG1Y5EU3Ny7,5
Kwa Vonza Dispensary,extrfMeqcik,5
Kwavonza/Yatta Ward,LHmp6sPE2w7,4
Kwawanzilu Dispensary,kp86qyNQg2N,5
Kwa Ward,YKABD0bh2a7,4
Kwenik-ab-ilet Dispensary,uW6ThfTj6wW,5
Kwetu VCT,zE6egqFdVxy,5
Kwihota Medical Clinic,UMrfEbF3Jfb,5
Kwitu Medical Clinic,JrzOdxu6Qs0,5
Kwoyo Kodalo Dispensary,FH1lPSOnK9z,5
Kws Dispensary,t45No8qwfqT,5
Kws VCT,w5SmsKYvYXt,5
Kyaango Community Health Unit,F9jtmUTdklH,5
Kyaango Dispensary,NPPMcKn0TJM,5
Kyaani Community Health Unit,RaWRacnDAfw,5
Kyaani Dispensary,LMkJXGmHvYd,5
Kyaani Health Centre,GYpkt5mH9n6,5
Kyaimu Dispensary,f3ntgUPjhdE,5
Kyaimu/Itiko Community Health Unit,fayzs9z1KjU,5
Kyalele Community Health Unit,YOJMD9R14Xy,5
Kyalilini Dispensary,qGlOpcszdct,5
Kyaluma Dispensary,Wu61wm1TURy,5
Kyamathyaka/Nduumoni/Tiva Community Health Unit,czDEDIY3IV8,5
Kyamatu Community Health Unit,mnW1Ro0cGvu,5
Kyamatu Community Unit,be2ObIGKeHM,5
Kyamatu Dispensary,wykZYTXhfB2,5
Kyambeke Comunity Community Health Unit,XIzgVYZ4oSJ,5
Kyambeke Health Centre,A9FAQoB1Siq,5
Kyambiti Community Health Unit,nKS8Z0i9K1w,5
Kyambiti Dispensary,KNYqHvxFAX9,5
Kyamboo Dispensary,XgUsFdDyG1Q,5
Kyamboo/kaliluni community unit,qdpjPXKZy0N,5
Kyandui Dispensary,ZjhdOYaDQWV,5
Kyang'a Dispensary,Ar6PTYq1wxk,5
Kyanganda Dispensary,egzyuOPDFCM,5
Kyangati Community Health Unit,YIyDZsVT7qR,5
Kyangoto Dispensary,JwoU3i7N7jS,5
Kyangunga Community Health Unit,BVAVoNTIYOX,5
Kyangunga Health Centre,Sa09VvUuxnM,5
Kyangwithya East Ward,XCMLultdtNW,4
Kyangwithya West Ward,ENDuWpU74vp,4
Kyanika Community Health Unit,m7ZnvosOmtQ,5
Kyanika Dispensary,MuPTJfWkNRb,5
Kyanika/Muembe Community Health Unit,XVB0yCs8pqh,5
Kyanzai Community Helth Unit,La7Vmd3ag0Y,5
Kyanzasu Community Health Unit,jZmLYlOQH5l,5
Kyanzasu Dispensary,ceVFaQAY27r,5
Kyanzavi Medical Clinic,kGWM6cUgz5M,5
Kyase Dispensary,qKPIwZlR6Qu,5
Kyasila (AIC) Dispensary,zOjQvXIZTQs,5
Kyasioni Community Health Unit,i6kNf6wPio6,5
Kyasioni Dispensary,eN8skNfMqmm,5
Kyatune Community Unit,xjuW6N2e7WF,5
Kyatune Health Centre,qAc4WUI4EIi,5
Kyau Dispensary,mbfV4wdCjgu,5
Kyaume Dispensary,aN7RGrPjE2r,5
Kyawalia Dispensary,uxW1qJ0k9uj,5
Kyawango Dispensary,bB3MThHk27r,5
Kyazabe Medical Clinic,zR3zZysX2Vb,5
KYC- MURKAN,PuSI11HuUwI,5
KYC Transmara,kUoL1ezN7NN,5
Kyeeko Dispensary,OIPj5oeE1Dv,5
Kyeleni Health Centre,O2ProlR9hKr,5
Kyeleni Ward,XgDHRzDJYER,4
Kyemundu Community Health Unit,Ygt3vCY8sia,5
Kyenge Community Health Unit ,nPOIGa3fZX8,5
Kyeni North Ward,QRBxWEQZUpe,4
Kyenire Dispensary,XOBzogf6j6d,5
Kyeni South Ward,hA5gPMwN9gK,4
kyenzenzeni community unit,lBW7FAI0pey,5
Kyenzenzeni Dispensary,lbLwxLzIUr6,5
Kyethani community health unit,fmUMvjzgSF7,5
Kyethani Community Health Unit,YaP89vckb6x,5
Kyethani Health Centre,JtN9gphA3Rj,5
Kyevaluki Dispensary,tlmdZkVYO5o,5
Kyevaluki Medical Clinic,QSAKuSPLgDU,5
Kyheal Medical Clinic,ok5BV1dWQgP,5
Kyoani Community Health Unit,xwIfckUiJPV,5
Kyoani Dispensary,Znf0eM1DKNG,5
Kyome (AIC) Dispensary,G5sWeGrcYSV,5
Kyome/Ndaluni community unit,PWUJL46bL91,5
Kyome/Thaana Ward,tKZn1p295Nb,4
