hospital_id,hospital_name,level,path,observations,source_files
rFq2yUidPbp,Euraka Medical Centre,5,/HfVjCurKxh2/jkG3zaihdSs/gD4xxgDGJ4Y/OaqOHmb6jNs/rFq2yUidPbp,0,
QG5FvGByzJu,Eureka Medical Clinic,5,/HfVjCurKxh2/kphDeKClFch/HK5SUCMQmsw/U3CWX2tDcnG/QG5FvGByzJu,0,
YCrrBFBNkAR,Euvan Medical Clinic,5,/HfVjCurKxh2/ob6SxuRcqU4/nwh9bXKykiS/oK2KwbL5Dzx/YCrrBFBNkAR,0,
KhUd1xpG7Bx,Evan Medicare clinic,5,/HfVjCurKxh2/kqJ83J2D72s/fNROL0qm8De/MAdyJPs0RUr/KhUd1xpG7Bx,0,
PxY8AYFL2w7,Evans Healthcare Clinic LTD,5,/HfVjCurKxh2/nK0A12Q7MvS/NhsAMiaS0TD/pPN9DI12g5m/PxY8AYFL2w7,0,
RVjOUIJIQd3,Everest Health Care (Mwingi Central),5,/HfVjCurKxh2/j8o6iO4Njsi/uE7HKhqPOtf/vvsB9Kldjzy/RVjOUIJIQd3,0,
pg62bbY0EaG,Everest Medical Clinic,5,/HfVjCurKxh2/Y52XNJ50hYb/BDxUGx86itV/EossaGDQulP/pg62bbY0EaG,0,
Bk4h2SO7Iqr,Everjoy Medical Clinic,5,/HfVjCurKxh2/ob6SxuRcqU4/nwh9bXKykiS/oK2KwbL5Dzx/Bk4h2SO7Iqr,0,
YahRlRweLRv,Ewanga'ne Suswa Dispensary,5,/HfVjCurKxh2/kqJ83J2D72s/gZM3NbHaugk/iZN31WZZycN/YahRlRweLRv,0,
zXvvHLRSyw0,Ewaso Dispensary,5,/HfVjCurKxh2/xuFdFy6t9AH/RJyUfi5BQUm/Zrkf6cQj2AP/zXvvHLRSyw0,0,
w2rpOJFiSux,Ewaso Ngiro Community Health Unit,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/w2rpOJFiSux,0,
wsx3VZHUNTl,Ewaso Ngiro Dispensary,5,/HfVjCurKxh2/kqJ83J2D72s/fNROL0qm8De/MAdyJPs0RUr/wsx3VZHUNTl,0,
u5q6JCLA4SL,Ewaso Ngiro Health Centre,5,/HfVjCurKxh2/kqJ83J2D72s/bnYzgzYe2Z7/u5iwkT3DDNJ/u5q6JCLA4SL,0,
xxV4wmw5vPj,Ewuaso Kedong Health Centre,5,/HfVjCurKxh2/Hsk1YV8kHkT/wYsCfCAUWNB/KHFGFujHwZA/xxV4wmw5vPj,0,
qzDOFLw7Gx7,Ewuasokedong Community Unit,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/qzDOFLw7Gx7,0,
TAkDgxy4P6i,Ex Lewa Dispensary,5,/HfVjCurKxh2/Y52XNJ50hYb/XlYC8FMUgxi/jhoqnpxdZY7/TAkDgxy4P6i,0,
OQ6NTabGo14,Excel Health Services,5,/HfVjCurKxh2/uyOrcHZBpW0/lQkHbTC1iRg/OsuzTNGeh3u/OQ6NTabGo14,0,
gjcsT4a6BOz,Exodan Medical Clinic,5,/HfVjCurKxh2/qKzosKQPl6G/jOVcLeZQSsS/rdJwRuqqUHC/gjcsT4a6BOz,0,
bdOHo18B3QE,Exodus Medical Clinic,5,/HfVjCurKxh2/ob6SxuRcqU4/gSJXzH1DM75/DSk12NKnyRR/bdOHo18B3QE,0,
wQDso1NMOOj,Express Family Medical Centre,5,/HfVjCurKxh2/qKzosKQPl6G/TPRNJqSm4lK/B1GDVDYIGwK/wQDso1NMOOj,0,
VU8wNMGHdyx,Express Medical Clinic,5,/HfVjCurKxh2/ptWVfaCIdVx/vznKK4IegIL/oCDeWaZZImt/VU8wNMGHdyx,0,
lAKsyXZVFaD,Express Medical Clinic (Kirinyaga),5,/HfVjCurKxh2/Ulj33KBau7V/A34NiI4rgnf/BSHD4ORT4xu/lAKsyXZVFaD,0,
reWMcVVoQTt,Exselle Health Care,5,/HfVjCurKxh2/jkG3zaihdSs/gD4xxgDGJ4Y/OaqOHmb6jNs/reWMcVVoQTt,0,
zTphAgf8m37,Eye & U Opthalmic ltd,5,/HfVjCurKxh2/jkG3zaihdSs/CcTr4bcVGAG/DnVTXbCnup5/zTphAgf8m37,0,
O5t8SLRF2Nj,Eye Friends Care Ltd,5,/HfVjCurKxh2/Y52XNJ50hYb/BDxUGx86itV/EossaGDQulP/O5t8SLRF2Nj,0,
RSxSZpyKdWP,Eyemate Optical and Eye Clinic Spur Mall Ruiru,5,/HfVjCurKxh2/qKzosKQPl6G/aiqi2bz0IMI/OW3dhCE5nw8/RSxSZpyKdWP,0,
kCd7YrwhUv7,Eymole Community Unit,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/kCd7YrwhUv7,0,
bfDG89DkYI8,Eymole Health Centre (Kilwehiri),5,/HfVjCurKxh2/R6f9znhg37c/hCvlJNjyZna/ZEJu2asfUfk/bfDG89DkYI8,0,
oWcLw8I5RPM,FAIR RONGAI DIC,5,/HfVjCurKxh2/ob6SxuRcqU4/OK0hW8DFHq3/PUv9Q5hrTYP/oWcLw8I5RPM,0,
jaoqToxEl3d,FAO Hope Medical Clinic,5,/HfVjCurKxh2/Tvf1zgVZ0K4/GpEIlwz3FvT/UpSuhJyWAIc/jaoqToxEl3d,0,
IqxpJrVL9lX,FGC of Kenya Medical Centre,5,/HfVjCurKxh2/ob6SxuRcqU4/RJ4LGJiSHFg/STQIvkltmOp/IqxpJrVL9lX,0,
dGGuPEx55Jl,FHOK - Family Care Medical Centre,5,/HfVjCurKxh2/ob6SxuRcqU4/FBJ9Y11esHS/BA2zKL0pmeI/dGGuPEx55Jl,0,
NtHFUVb8QRf,FLAX COMMUNITY UNIT,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/NtHFUVb8QRf,0,
A3nmHhgX3A2,FORTHALL MEMORIAL HOSPITAL LIMITED,5,/HfVjCurKxh2/ahwTMNAJvrL/Z7ALMtFNfeZ/WnEb4RUZg21/A3nmHhgX3A2,0,
we2pqbPCz06,FUNAN NYATA DISPENSARY,5,/HfVjCurKxh2/Eey8fT4Im3y/sZjPgbWI5ra/jltiitEPkip/we2pqbPCz06,0,
untvJztvNtD,FUNAN QUMBI,5,/HfVjCurKxh2/Eey8fT4Im3y/sZjPgbWI5ra/KKOlWI3X5nP/untvJztvNtD,0,
vYkHxdTDaCF,Fadhili Trust,5,/HfVjCurKxh2/Hsk1YV8kHkT/BLz1HkvvMkA/RZsWJRZ4mIG/vYkHxdTDaCF,0,
IYzfAu0U48D,Fadi Medicare,5,/HfVjCurKxh2/ob6SxuRcqU4/FBJ9Y11esHS/BA2zKL0pmeI/IYzfAu0U48D,0,
FRpiATgPqhO,Fafi Community Unit,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/FRpiATgPqhO,0,
bZiI2sy8cgT,Fafi Dispensary,5,/HfVjCurKxh2/uyOrcHZBpW0/RScEHA3V38d/kSajt3nW2ip/bZiI2sy8cgT,0,
WIaPAoNhUTW,Fahelma Community CFW Clinic,5,/HfVjCurKxh2/Tvf1zgVZ0K4/e1J7R103h8I/IUsXLSNYp1f/WIaPAoNhUTW,0,
Dom2cnK42ML,Fairview Medical Clinic,5,/HfVjCurKxh2/jkG3zaihdSs/XvpLXU47BKs/BMzkWPbVOCH/Dom2cnK42ML,0,
i6ekwgYjWyS,Fairview Nursing Home,5,/HfVjCurKxh2/ob6SxuRcqU4/QwGkDS0DNls/okaRgHkp8W5/i6ekwgYjWyS,0,
yonQQ2rrNaK,Fairview Nursing Home Kware,5,/HfVjCurKxh2/jkG3zaihdSs/aDp1odOWYC1/A1sIHVzJM77/yonQQ2rrNaK,0,
o2JlqKAhYjB,Faith CFW Clinic,5,/HfVjCurKxh2/PFu8alU2KWG/kMSLkN4nsRl/wZh1OhsZAK2/o2JlqKAhYjB,0,
T34CqOPE46U,Faith Clinic,5,/HfVjCurKxh2/Ulj33KBau7V/JKNaaTjVapG/pToDCseGSVa/T34CqOPE46U,0,
VJZMAi77Kfr,Faith Clinic,5,/HfVjCurKxh2/ihZsJ8alvtb/YnIAWg1T4AY/t50eEX07TcG/VJZMAi77Kfr,0,
EQFa2Y10UIg,Faith Health Care,5,/HfVjCurKxh2/ob6SxuRcqU4/zQEuNRaPYgE/obOP2eWg8EX/EQFa2Y10UIg,0,
hO6kQ4ulfKI,Faith Health Services Medical Clinic,5,/HfVjCurKxh2/ahwTMNAJvrL/tyfDsdZ1h3R/H8uphttPusS/hO6kQ4ulfKI,0,
v7zixZCeuB4,Faith Medical Centre,5,/HfVjCurKxh2/j8o6iO4Njsi/uE7HKhqPOtf/vvsB9Kldjzy/v7zixZCeuB4,0,
W6hqSBZe2jw,Faith Medical Centre Banana,5,/HfVjCurKxh2/qKzosKQPl6G/oMaQgNIs85x/eCWu3IedbJm/W6hqSBZe2jw,0,
YfcJlr8yMJV,Faith Medical Clinic,5,/HfVjCurKxh2/BjC1xL40gHo/ZOdhgR19Akq/QDeZMYaTxpd/YfcJlr8yMJV,0,
gK6ECHdUjtK,Faith Medical Clinic (Busia),5,/HfVjCurKxh2/Tvf1zgVZ0K4/EhchjCHkhJ9/umi4GRQTwG0/gK6ECHdUjtK,0,
vWZQ6RW9L6N,Faith Medical Clinic (Ndumberi ),5,/HfVjCurKxh2/qKzosKQPl6G/SBz4c48i24Y/B7Ek2TSSkr9/vWZQ6RW9L6N,0,
CFTGS1byY6z,Faith Medical Clinic (Nyeri North),5,/HfVjCurKxh2/ptWVfaCIdVx/odOtfcaMg4p/uhmsPJrZCXF/CFTGS1byY6z,0,
YCN9bBKjPTF,Faith Medical Clinic Karate,5,/HfVjCurKxh2/ob6SxuRcqU4/yZJJPoSGhY6/lW5g42Bv4Rk/YCN9bBKjPTF,0,
Vx58q4Ykcoz,Faith Medical Services,5,/HfVjCurKxh2/mYZacFNIB3h/RAnL5kBKMIt/vH5k45ZRgZG/Vx58q4Ykcoz,0,
WyIfGWKn541,Faith Medical clinic,5,/HfVjCurKxh2/MqnLxQBigG0/fNCuk4Lpsnh/T8RJtzhGvHA/WyIfGWKn541,0,
gMmgEY1hq3W,Faith Nursing Home (Ikutha),5,/HfVjCurKxh2/j8o6iO4Njsi/d3hSQ3EtnPk/hwHZgY7hwgN/gMmgEY1hq3W,0,
MEkxPvjen2x,Faith Treatment &Rehabilitation Centre,5,/HfVjCurKxh2/ahwTMNAJvrL/VDlzh6w4LKv/ELXBhFCPcHC/MEkxPvjen2x,0,
dXNywkN1sRC,Faith and Gracious Clinic,5,/HfVjCurKxh2/PFu8alU2KWG/IPOMRXiYjxr/ncD8mIBXHRn/dXNywkN1sRC,0,
mnETS54pJ1P,Faith medical Laboratory,5,/HfVjCurKxh2/ptWVfaCIdVx/GXnD5lHeanK/At5MPktCh4M/mnETS54pJ1P,0,
QNEX2b1aZ96,Falcon A,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/QNEX2b1aZ96,0,
hu5M7pvfM1z,Falcon Community Health Unit,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/hu5M7pvfM1z,0,
HZ1PYRPbxGV,Falcon Medical Centre,5,/HfVjCurKxh2/yhCUgGcCcOo/BxfsSc6Svrc/TcWlRA6LpLB/HZ1PYRPbxGV,0,
nC3ean58DVH,Fame Outreach Rescue Clinic,5,/HfVjCurKxh2/j8o6iO4Njsi/uE7HKhqPOtf/rPWcODiKrP8/nC3ean58DVH,0,
EbQDbybQMYk,Familia Bora medical centre,5,/HfVjCurKxh2/ob6SxuRcqU4/OK0hW8DFHq3/bKCcKfnNznJ/EbQDbybQMYk,0,
ucaELOHr0vo,Family Access Medical Centre,5,/HfVjCurKxh2/jkG3zaihdSs/j7GpbairCOi/m3CPhYAMMRN/ucaELOHr0vo,0,
H8jAinfMRE1,Family Care Clinic Kasarani,5,/HfVjCurKxh2/jkG3zaihdSs/j7GpbairCOi/FNDsOKdbWTO/H8jAinfMRE1,0,
q0cTwzvHLTV,Family Care Eye Clinic,5,/HfVjCurKxh2/CeLsrJOH0g9/uov0yFMw9Qm/SjGfdtwQbHd/q0cTwzvHLTV,0,
uadFHo5Wefw,Family Care Medical Centre & Maternity,5,/HfVjCurKxh2/jkG3zaihdSs/aTGYlhEw2Xx/uPv6CYD6np2/uadFHo5Wefw,0,
Fzwvhn805YI,Family Care Medical Centre (Meru),5,/HfVjCurKxh2/Y52XNJ50hYb/BDxUGx86itV/EossaGDQulP/Fzwvhn805YI,0,
gyvG1OyFH07,Family Care Medical Centre (Phoenix),5,/HfVjCurKxh2/jkG3zaihdSs/nKHlZyN0lt9/KJHG9zDp2UR/gyvG1OyFH07,0,
yMCF8YNXiCg,Family Care Medical Clinic,5,/HfVjCurKxh2/qKzosKQPl6G/TPRNJqSm4lK/B1GDVDYIGwK/yMCF8YNXiCg,0,
zpH0BHzk7YR,Family Care Relief Organization Clinic,5,/HfVjCurKxh2/jkG3zaihdSs/FoqzDgIByL6/aZGmpSZ2M0H/zpH0BHzk7YR,0,
Opmfu494Mgt,Family Dental Care,5,/HfVjCurKxh2/jkG3zaihdSs/LO5he3DtiFG/dYniZG1Q7Tk/Opmfu494Mgt,0,
HPHbHQLK8z6,Family Dental Clinic,5,/HfVjCurKxh2/Ulj33KBau7V/JKNaaTjVapG/pToDCseGSVa/HPHbHQLK8z6,0,
nw2czLwAtH9,Family Focus Medical Clinic,5,/HfVjCurKxh2/ob6SxuRcqU4/RJ4LGJiSHFg/X5bxxQN8nP5/nw2czLwAtH9,0,
Aqwl3O1qlqk,Family Health Care Clinic,5,/HfVjCurKxh2/wsBsC6gjHvn/C1xuoa1NAMm/i1bANekmIzQ/Aqwl3O1qlqk,0,
wdfwIRFA0f4,Family Health Care Clinic,5,/HfVjCurKxh2/BjC1xL40gHo/Y3NjAhiBaZT/yKF1kdNdLqM/wdfwIRFA0f4,0,
PeLI1m4mJLD,Family Health Centre (Embu),5,/HfVjCurKxh2/PFu8alU2KWG/IPOMRXiYjxr/GjGpfHjSGbO/PeLI1m4mJLD,0,
YD1R4h5efLX,Family Health Clinic,5,/HfVjCurKxh2/Y52XNJ50hYb/AFIlzKNxXST/ST78NM0nd2J/YD1R4h5efLX,0,
ohsjmCBmeKW,Family Health Clinic,5,/HfVjCurKxh2/ptWVfaCIdVx/odOtfcaMg4p/uhmsPJrZCXF/ohsjmCBmeKW,0,
Tr1sTpFo5zl,Family Health Opition Kenya Clinic (Buret),5,/HfVjCurKxh2/ihZsJ8alvtb/wt8cPHWfkfu/isMgPdVs6v0/Tr1sTpFo5zl,0,
Stwjam6tZ4X,Family Health Option of Kenya,5,/HfVjCurKxh2/jkG3zaihdSs/qoLIT7y5f5c/i1zR9ESXM9L/Stwjam6tZ4X,0,
hT9tEKjRaEz,Family Health Options Kenya,5,/HfVjCurKxh2/nK0A12Q7MvS/Ur2xRBDtazT/OOiImc9uz5A/hT9tEKjRaEz,0,
LlzH0YaH2nB,Family Health Options Kenya (Eldoret),5,/HfVjCurKxh2/pZqQRRW7PHP/mYlMs4xTj82/H9e1tEercdW/LlzH0YaH2nB,0,
tjl59t3dGDS,Family Health Options Kenya (FHOK) Dispensary,5,/HfVjCurKxh2/tAbBVBbueqD/OpLt8IgyHop/wTeTHBlXnQj/tjl59t3dGDS,0,
LDNmAdgzp9n,Family Health Options Kenya (Fhok) Mombasa,5,/HfVjCurKxh2/wsBsC6gjHvn/C1xuoa1NAMm/lZiLgEqsjq5/LDNmAdgzp9n,0,
u4P8zegMd6d,Family Health Options Kenya Clinic,5,/HfVjCurKxh2/qKzosKQPl6G/YZAZ1a9MIvX/x1SnGzy9rZL/u4P8zegMd6d,0,
v82Bci8K2K5,Family Health Options Malindi(Medical Care),5,/HfVjCurKxh2/nrI2khZx3d0/lGg3wEy784X/u6oi5OySCnQ/v82Bci8K2K5,0,
Lcdw1b9sCH9,Family Health Options Phoenix,5,/HfVjCurKxh2/jkG3zaihdSs/nKHlZyN0lt9/KJHG9zDp2UR/Lcdw1b9sCH9,0,
iiBFVUM2dwM,Family Health Options Ribeiro,5,/HfVjCurKxh2/jkG3zaihdSs/nKHlZyN0lt9/KJHG9zDp2UR/iiBFVUM2dwM,0,
xXwYZypX5T2,Family Health Options of Kenya Health Centre,5,/HfVjCurKxh2/Hsk1YV8kHkT/g6gTzQ5nfYq/BQ7G5kGe1Cv/xXwYZypX5T2,0,
o60L9F6mNU7,Family Health care clinic,5,/HfVjCurKxh2/yhCUgGcCcOo/hpcb7MYi6nc/Ado6AndJdpf/o60L9F6mNU7,0,
UMCyqHU9tH1,Family Heritage Health Services,5,/HfVjCurKxh2/ahwTMNAJvrL/VDlzh6w4LKv/ELXBhFCPcHC/UMCyqHU9tH1,0,
jOxh8VUJvmC,Family Heritage Hospital,5,/HfVjCurKxh2/ahwTMNAJvrL/VDlzh6w4LKv/ELXBhFCPcHC/jOxh8VUJvmC,0,
pFb7K1jnZwy,Family Life Promotions and Services,5,/HfVjCurKxh2/jkG3zaihdSs/wwROy3Qkwin/Ao5e4mVaq7w/pFb7K1jnZwy,0,
xeJN8pFmFkk,Family Medical Centre (Kisauni),5,/HfVjCurKxh2/wsBsC6gjHvn/sr8WEz03EnP/EDosdjVkXb6/xeJN8pFmFkk,0,
cJLtabretOv,Family Medical Centre (Ruai),5,/HfVjCurKxh2/jkG3zaihdSs/FoqzDgIByL6/wskDg8KQ0v3/cJLtabretOv,0,
jCOZjYrDwQK,Family Medical Clinic,5,/HfVjCurKxh2/ob6SxuRcqU4/FBJ9Y11esHS/BA2zKL0pmeI/jCOZjYrDwQK,0,
Ozy7OmYUgoL,Family Medical Clinic (Machakos),5,/HfVjCurKxh2/yhCUgGcCcOo/BxfsSc6Svrc/CYAMnUYLITU/Ozy7OmYUgoL,0,
k6nmAIVM6q6,Family Medical Clinic (Machakos),5,/HfVjCurKxh2/yhCUgGcCcOo/KXc4ez8OAFz/bSXsHJ4bnCw/k6nmAIVM6q6,0,
FUPHfBUrYVd,Family Nursing Home and Maternity  ( Mwingi Central),5,/HfVjCurKxh2/j8o6iO4Njsi/uE7HKhqPOtf/vvsB9Kldjzy/FUPHfBUrYVd,0,
bEAzoo6wEdl,Family Planning Association of Kenya Clinic (Nyeri),5,/HfVjCurKxh2/ptWVfaCIdVx/GXnD5lHeanK/At5MPktCh4M/bEAzoo6wEdl,0,
jneHRlhDshV,Family Saver Medical Clinic,5,/HfVjCurKxh2/uepLTG8wGWJ/v5qbFUgfIoF/QcYbNJ5Z88l/jneHRlhDshV,0,
QfELCy3vLHI,Family Smiles Dental Clinic,5,/HfVjCurKxh2/ptWVfaCIdVx/GXnD5lHeanK/At5MPktCh4M/QfELCy3vLHI,0,
hSwaofqzLvO,Family Solution Medical Centre,5,/HfVjCurKxh2/Y52XNJ50hYb/BDxUGx86itV/EossaGDQulP/hSwaofqzLvO,0,
YRb6CGJR67E,Family health care-Ekalakala,5,/HfVjCurKxh2/yhCUgGcCcOo/hpcb7MYi6nc/Ado6AndJdpf/YRb6CGJR67E,0,
L1zH43XIayb,Familyfirst Medical Centre Limited,5,/HfVjCurKxh2/uyOrcHZBpW0/lQkHbTC1iRg/K6stsAPW2Eu/L1zH43XIayb,0,
czA09YU48PH,Fanaka Clinic,5,/HfVjCurKxh2/Y52XNJ50hYb/OnNcTsJgfvL/FJJRq7O0QcB/czA09YU48PH,0,
NUjabhQBdG4,Fanaka Medical Centre,5,/HfVjCurKxh2/yhCUgGcCcOo/BxfsSc6Svrc/CYAMnUYLITU/NUjabhQBdG4,0,
LDQB3NPIARu,Faraja Family Care Hospital,5,/HfVjCurKxh2/vvOK1BxTbet/k5sxmlXAtIg/duv5obCpRzb/LDQB3NPIARu,0,
urrwJcTtxd1,Farmers Choice Wellness Centre Clinic,5,/HfVjCurKxh2/jkG3zaihdSs/j7GpbairCOi/ihmR2IRWnpi/urrwJcTtxd1,0,
PyJn0KUfndR,Fassal Medical Centre,5,/HfVjCurKxh2/wsBsC6gjHvn/iy93Mmi73Or/bZcRxqnzRy0/PyJn0KUfndR,0,
myZFX5Mibao,Fathers Maternity and Health Services,5,/HfVjCurKxh2/qKzosKQPl6G/TPRNJqSm4lK/w3MNsmpJJHX/myZFX5Mibao,0,
dIQa6MENmm5,Fatima Health Centre (Lenkism),5,/HfVjCurKxh2/Hsk1YV8kHkT/eyADpAXM834/u3IXGUmWgZ2/dIQa6MENmm5,0,
j1cuuNQ8Ij7,Fatima Maternity Hospital,5,/HfVjCurKxh2/Hsk1YV8kHkT/BLz1HkvvMkA/pp24Rb9gQ9W/j1cuuNQ8Ij7,0,
RQrz2WM0iYB,Fatuma Nur Dispensary,5,/HfVjCurKxh2/CeLsrJOH0g9/X98G0eIWdmP/xvlSuZsdYVY/RQrz2WM0iYB,0,
AvvVb7CdBbu,Favour Medical services,5,/HfVjCurKxh2/Hsk1YV8kHkT/g6gTzQ5nfYq/BQ7G5kGe1Cv/AvvVb7CdBbu,0,
Wcs2js7vshS,Favour Primary Health Care,5,/HfVjCurKxh2/yhCUgGcCcOo/BxfsSc6Svrc/CYAMnUYLITU/Wcs2js7vshS,0,
HvNOtZNsOHu,Favoured Medical Clinic,5,/HfVjCurKxh2/ob6SxuRcqU4/nwh9bXKykiS/wgKfulEq1ZH/HvNOtZNsOHu,0,
pRIHYPDHpWA,Fawz Hospital Limited_maralal,5,/HfVjCurKxh2/o36zCRjSd4G/EmQRGVtvWy3/IEBWo4HwEfq/pRIHYPDHpWA,0,
XKaCHDOafAo,Fayaa Medical Clinic,5,/HfVjCurKxh2/Eey8fT4Im3y/WILszL634oZ/PVB8iZMsHnd/XKaCHDOafAo,0,
sUObdOLhKxm,Fayaa Nursing Home,5,/HfVjCurKxh2/Eey8fT4Im3y/sZjPgbWI5ra/kHOR6vEvDdY/sUObdOLhKxm,0,
aeKrwv19GI3,Faza Hospital,5,/HfVjCurKxh2/NjWSbQTwys4/cwnqFyTJIgX/xDKzFE2qfHL/aeKrwv19GI3,0,
Ei8bXE8vz3m,Faza Tchundwa Community Unit,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/Ei8bXE8vz3m,0,
FkgndhqbZuP,Femicare Medical Centre,5,/HfVjCurKxh2/yhCUgGcCcOo/GnixPSqaV6D/fEYm1lDe2ES/FkgndhqbZuP,0,
thY67yncVYL,Fena Medical Centre,5,/HfVjCurKxh2/yhCUgGcCcOo/BxfsSc6Svrc/ZlcAxf7QN8c/thY67yncVYL,0,
NwhIVRw1Oz5,Fenway Medical Clinic,5,/HfVjCurKxh2/mYZacFNIB3h/EESGLsSLTqH/Nv8G0Ki2owJ/NwhIVRw1Oz5,0,
viGW4QkskZK,Fig Tree Clinic,5,/HfVjCurKxh2/ihZsJ8alvtb/GshNTMZJ5r1/H7KO7IjHYfk/viGW4QkskZK,0,
RGQ5vMkQWhH,Fig Tree Health Options (Kericho),5,/HfVjCurKxh2/ihZsJ8alvtb/GshNTMZJ5r1/H7KO7IjHYfk/RGQ5vMkQWhH,0,
O6hDdHQsQEB,Fig Tree Health Options Kericho Limited Chepseon,5,/HfVjCurKxh2/ihZsJ8alvtb/gU0Cz7Qlfss/k828CVWMS7V/O6hDdHQsQEB,0,
L4HZGmKiKO1,Figo Care Plus(K)Limited,5,/HfVjCurKxh2/jkG3zaihdSs/f1T0Ltob8VQ/QhDd2LAuXAF/L4HZGmKiKO1,0,
VA9n4zwdZAj,Filhia Medical Clinic,5,/HfVjCurKxh2/Y52XNJ50hYb/xN5aPo4ZOIt/LXCb2xO5iF7/VA9n4zwdZAj,0,
rsoegRxvtRc,Fina Medical Clinic,5,/HfVjCurKxh2/BjC1xL40gHo/uRl5fBkhpcE/w6anQIp7OrZ/rsoegRxvtRc,0,
HMReQ0i4UrP,Fina Medical Nursing Home,5,/HfVjCurKxh2/BjC1xL40gHo/ssbO49f0iLN/U7mZiE3Hvys/HMReQ0i4UrP,0,
RUuG5QEv6pU,Fincharo Dispensary,5,/HfVjCurKxh2/R6f9znhg37c/qyhVIMG2rUw/Z9zNkBFLY9r/RUuG5QEv6pU,0,
SkDQBvp38fU,Fine Pharmtech Medical Centre,5,/HfVjCurKxh2/Hsk1YV8kHkT/BLz1HkvvMkA/pp24Rb9gQ9W/SkDQBvp38fU,0,
tOX4ABm0xuB,Fine Pharmtech Medical Centre,5,/HfVjCurKxh2/Hsk1YV8kHkT/BLz1HkvvMkA/pp24Rb9gQ9W/tOX4ABm0xuB,0,
hcpENHJ3wEq,Finlay Flowers Dispensary,5,/HfVjCurKxh2/ihZsJ8alvtb/YnIAWg1T4AY/YnEUPEUnejZ/hcpENHJ3wEq,0,
SoxsRKoslkn,Finlays Lemotit Dispensary,5,/HfVjCurKxh2/ihZsJ8alvtb/gU0Cz7Qlfss/hnO1LFuQFvR/SoxsRKoslkn,0,
yPFIDVemJjX,Finlays Lemotit Farm Dispensary,5,/HfVjCurKxh2/ihZsJ8alvtb/gU0Cz7Qlfss/hnO1LFuQFvR/yPFIDVemJjX,0,
P1RImTUT9kJ,Fino Health Center,5,/HfVjCurKxh2/R6f9znhg37c/nsfbHBS9tMT/BRWO7tcujQF/P1RImTUT9kJ,0,
DYuzChvbSKX,Firenze Nursing Home,5,/HfVjCurKxh2/qKzosKQPl6G/TPRNJqSm4lK/Gf7UYKPruI2/DYuzChvbSKX,0,
pXjZirbDYgt,Firmview Medical Clinic,5,/HfVjCurKxh2/uepLTG8wGWJ/Qn5Fff2lIDz/oq5P0uoHv4U/pXjZirbDYgt,0,
aROKfPobPbj,First Baptist Dispensary,5,/HfVjCurKxh2/yhCUgGcCcOo/BxfsSc6Svrc/CYAMnUYLITU/aROKfPobPbj,0,
WxyGmc2bfGp,First Community Hospital Mlolongo,5,/HfVjCurKxh2/yhCUgGcCcOo/BxfsSc6Svrc/TcWlRA6LpLB/WxyGmc2bfGp,0,
LHAqAyizHQj,Firstcare Medical Clinic,5,/HfVjCurKxh2/ahwTMNAJvrL/U9CLTNIwehR/Mdn0FWVc1MX/LHAqAyizHQj,0,
obZQ6vqwYzN,Fitc Dispensary,5,/HfVjCurKxh2/ob6SxuRcqU4/KTayLusaU5I/LdShr7Egg6N/obZQ6vqwYzN,0,
y2D77QiEn2W,Flack Clinic,5,/HfVjCurKxh2/jkG3zaihdSs/nKHlZyN0lt9/KJHG9zDp2UR/y2D77QiEn2W,0,
TSOBNmqRwHS,Flame Tree Chemist,5,/HfVjCurKxh2/jkG3zaihdSs/f1T0Ltob8VQ/Wrx3LFjULLl/TSOBNmqRwHS,0,
BlfBnS88vK8,Flamingo Medical Centre,5,/HfVjCurKxh2/ob6SxuRcqU4/yZJJPoSGhY6/CTX9LIAvrFK/BlfBnS88vK8,0,
jvpAEXrzKk9,Flapak Community Health Unit,5,/HfVjCurKxh2/OEJWxDh6KOU/zVsqExYCw1L/xRxI9FuORI2/jvpAEXrzKk9,0,
QB1sJCVMyBg,Flavour Medical Clinic,5,/HfVjCurKxh2/jkG3zaihdSs/SSz1iOv28Jk/KhxCmDKgYMT/QB1sJCVMyBg,0,
nPUGVm6SU9s,Flax Dispensary,5,/HfVjCurKxh2/MqnLxQBigG0/SOEG546PqbA/ca3KHxzwLQy/nPUGVm6SU9s,0,
METu8IbD9gX,Flocfami Health Clinic,5,/HfVjCurKxh2/xuFdFy6t9AH/pF6qPMIlHte/AMlucMGQuxK/METu8IbD9gX,0,
vnaAFLAuDvm,Floder Medical Centre,5,/HfVjCurKxh2/Ulj33KBau7V/JKNaaTjVapG/WtvrxP6Ra8K/vnaAFLAuDvm,0,
