County,Owner type,Owner,Name,Service Type,Year,Sum of Value
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,MCH_CWC,2022,1175
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,MCH_CWC,2023,277
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,MCH_CWC,2024,1222
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,MCH_CWC,2025,931
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,MCH_CWC,2026,210
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,OPD,2022,4775
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,OPD,2023,4886
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,OPD,2024,10186
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,OPD,2025,2763
West Pokot,Ministry of Health,Ministry of Health,Chepnyal GOK Dispensary,OPD,2026,803
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,MCH_CWC,2022,24
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,MCH_CWC,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,MCH_CWC,2024,43
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,MCH_CWC,2025,27
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,MCH_CWC,2026,24
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,OPD,2022,2247
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,OPD,2023,5029
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,OPD,2024,6313
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,OPD,2025,3480
West Pokot,Ministry of Health,Ministry of Health,Chepkorniswo Dispensary,OPD,2026,805
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,IPD,2025,12
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,MCH_CWC,2022,2605
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,MCH_CWC,2023,3029
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,MCH_CWC,2024,2885
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,MCH_CWC,2025,2139
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,MCH_CWC,2026,700
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,OPD,2022,5523
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,OPD,2023,5609
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,OPD,2024,5735
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,OPD,2025,3699
West Pokot,Ministry of Health,Ministry of Health,Chepkopegh Dipensary,OPD,2026,1918
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,MCH_CWC,2022,1117
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,MCH_CWC,2023,1734
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,MCH_CWC,2024,1345
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,MCH_CWC,2025,1438
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,MCH_CWC,2026,212
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,OPD,2022,3570
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,OPD,2023,6676
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,OPD,2024,5161
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,OPD,2025,1783
West Pokot,Ministry of Health,Ministry of Health,Chepkono Dispensary,OPD,2026,1202
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,MCH_CWC,2022,336
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,MCH_CWC,2023,742
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,MCH_CWC,2024,825
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,MCH_CWC,2025,1050
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,MCH_CWC,2026,323
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,OPD,2022,2168
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,OPD,2023,3234
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,OPD,2024,3396
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,OPD,2025,1724
West Pokot,Ministry of Health,Ministry of Health,Chepkechir Dispensary,OPD,2026,688
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,IPD,2022,2915
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,IPD,2023,3779
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,IPD,2024,4503
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,IPD,2025,4193
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,IPD,2026,1260
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,MCH_CWC,2022,13350
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,MCH_CWC,2023,15153
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,MCH_CWC,2024,15092
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,MCH_CWC,2025,13071
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,MCH_CWC,2026,4668
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,OPD,2022,18731
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,OPD,2023,21431
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,OPD,2024,20954
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,OPD,2025,17943
West Pokot,Ministry of Health,Ministry of Health,Chepareria Sub County Hospital,OPD,2026,7725
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,MCH_CWC,2022,1149
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,MCH_CWC,2023,924
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,MCH_CWC,2024,476
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,MCH_CWC,2025,401
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,MCH_CWC,2026,83
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,OPD,2022,2996
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,OPD,2023,2417
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,OPD,2024,1871
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,OPD,2025,873
West Pokot,Ministry of Health,Ministry of Health,Chemotong Dispensary,OPD,2026,206
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,MCH_CWC,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,MCH_CWC,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,MCH_CWC,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,MCH_CWC,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,MCH_CWC,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,OPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,OPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,OPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,OPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chemaltin Dispensary,OPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,IPD,2022,7
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,IPD,2023,6
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,IPD,2024,4
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,MCH_CWC,2022,1325
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,MCH_CWC,2023,2039
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,MCH_CWC,2024,2207
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,MCH_CWC,2025,1140
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,MCH_CWC,2026,561
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,OPD,2022,2170
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,OPD,2023,3122
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,OPD,2024,2713
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,OPD,2025,937
West Pokot,Ministry of Health,Ministry of Health,Chelopoy Dispensary,OPD,2026,429
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,MCH_CWC,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,MCH_CWC,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,MCH_CWC,2024,684
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,MCH_CWC,2025,1297
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,MCH_CWC,2026,486
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,OPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,OPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,OPD,2024,211
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,OPD,2025,2111
West Pokot,Ministry of Health,Ministry of Health,Chebelion Dispensary,OPD,2026,455
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,MCH_CWC,2022,727
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,MCH_CWC,2023,545
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,MCH_CWC,2024,777
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,MCH_CWC,2025,0
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,MCH_CWC,2026,0
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,OPD,2022,1993
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,OPD,2023,1986
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,OPD,2024,3008
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,OPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Arpollo Dispensary,OPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,MCH_CWC,2022,2038
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,MCH_CWC,2023,2778
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,MCH_CWC,2024,2408
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,MCH_CWC,2025,1890
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,MCH_CWC,2026,527
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,OPD,2022,3822
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,OPD,2023,3304
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,OPD,2024,3927
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,OPD,2025,2536
West Pokot,Ministry of Health,Ministry of Health,Annet Dispensary,OPD,2026,957
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,MCH_CWC,2022,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,MCH_CWC,2023,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,MCH_CWC,2024,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,MCH_CWC,2025,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,MCH_CWC,2026,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,OPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,OPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,OPD,2024,1770
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,OPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Amaler Dispensary,OPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,IPD,2022,39
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,IPD,2023,213
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,IPD,2024,225
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,IPD,2025,427
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,IPD,2026,98
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,MCH_CWC,2022,1863
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,MCH_CWC,2023,2869
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,MCH_CWC,2024,2789
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,MCH_CWC,2025,3595
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,MCH_CWC,2026,1888
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,OPD,2022,5111
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,OPD,2023,8838
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,OPD,2024,8084
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,OPD,2025,10113
West Pokot,Ministry of Health,Ministry of Health,Alale Health Centre,OPD,2026,4177
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,IPD,2022,0
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,IPD,2023,0
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,IPD,2024,0
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,IPD,2025,0
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,IPD,2026,0
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,MCH_CWC,2022,1329
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,MCH_CWC,2023,1811
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,MCH_CWC,2024,1468
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,MCH_CWC,2025,1712
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,MCH_CWC,2026,605
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,OPD,2022,10240
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,OPD,2023,9333
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,OPD,2024,9552
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,OPD,2025,6400
West Pokot,Ministry of Health,Ministry of Health,Adurkoit Dispensary,OPD,2026,2515
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,IPD,2022,0
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,IPD,2023,0
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,IPD,2024,0
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,IPD,2025,0
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,IPD,2026,0
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,MCH_CWC,2022,15064
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,MCH_CWC,2023,1850
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,MCH_CWC,2024,2136
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,MCH_CWC,2025,2056
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,MCH_CWC,2026,1006
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,OPD,2022,532
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,OPD,2023,371
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,OPD,2024,317
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,OPD,2025,479
West Pokot,Faith Based Organization,Other Faith Based,Tuina Dipensary,OPD,2026,363
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,IPD,2022,0
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,IPD,2023,0
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,IPD,2024,0
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,IPD,2025,0
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,IPD,2026,0
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,MCH_CWC,2022,3436
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,MCH_CWC,2023,4229
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,MCH_CWC,2024,3347
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,MCH_CWC,2025,2458
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,MCH_CWC,2026,824
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,OPD,2022,4699
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,OPD,2023,5711
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,OPD,2024,4803
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,OPD,2025,1898
West Pokot,Faith Based Organization,Other Faith Based,Sondany Dispensary,OPD,2026,607
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,IPD,2022,0
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,IPD,2023,0
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,IPD,2024,0
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,IPD,2025,0
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,IPD,2026,0
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,MCH_CWC,2022,5207
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,MCH_CWC,2023,3543
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,MCH_CWC,2024,4289
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,MCH_CWC,2025,3273
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,MCH_CWC,2026,2246
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,OPD,2022,5437
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,OPD,2023,5951
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,OPD,2024,5292
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,OPD,2025,2514
West Pokot,Faith Based Organization,Other Faith Based,Sekerr Dispensary,OPD,2026,1176
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,IPD,2022,0
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,IPD,2023,0
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,IPD,2024,0
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,IPD,2025,0
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,IPD,2026,0
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,MCH_CWC,2022,1042
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,MCH_CWC,2023,1365
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,MCH_CWC,2024,702
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,MCH_CWC,2025,670
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,MCH_CWC,2026,200
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,OPD,2022,3871
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,OPD,2023,2680
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,OPD,2024,3043
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,OPD,2025,1957
West Pokot,Faith Based Organization,Other Faith Based,Nasolot Dispensary,OPD,2026,320
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,IPD,2022,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,IPD,2023,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,IPD,2024,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,IPD,2025,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,IPD,2026,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,MCH_CWC,2022,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,MCH_CWC,2023,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,MCH_CWC,2024,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,MCH_CWC,2025,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,MCH_CWC,2026,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,OPD,2022,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,OPD,2023,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,OPD,2024,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,OPD,2025,0
West Pokot,Faith Based Organization,Other Faith Based,Murkwijit Dipensary,OPD,2026,0
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,IPD,2022,0
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,IPD,2023,0
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,IPD,2024,0
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,IPD,2025,0
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,IPD,2026,0
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,MCH_CWC,2022,215
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,MCH_CWC,2023,636
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,MCH_CWC,2024,888
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,MCH_CWC,2025,1477
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,MCH_CWC,2026,65
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,OPD,2022,728
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,OPD,2023,652
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,OPD,2024,1854
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,OPD,2025,562
West Pokot,Faith Based Organization,Other Faith Based,Marich Dispensary,OPD,2026,42
