Facility_ID,Facility_Name
TrjEg54NmJL,Samna Medicals Imaging and Diagnostic centre
RH3K1gTC3mz,Samoei Medical Clinic
k1Xa3QbdWWB,Samora Medical Centre
Dl9f32udWYb,Samoya Dispensary
l6kkdVt5DnN,Samoya Dispensary
DexRsnKrQNd,Samuli Dispensary
iUgleV5bLiR,Samutet Dispensary
PSCxEp22DFe,San Marco Project Clinic
TdIpCuUPfTV,SanJoseph Medical Centre
WmresGqP6d0,Sancta Maria Clinic
pWlvIFkJQww,Sandai Dispensary
LiRILs7mpgK,Sanel Hospital Limited
MyAeZ7c1vVN,Sang'alo Dispensary
eUS8lC1zOqf,Sanga Dispensary
GK7ahcXkU36,Sangailu Health Centre
LSDVPjHeWnG,Sangarau Dispensary
YSsiUEshEly,Sangekoro Dispensary
IwDcBQwgbEg,Sango Dispensary
qG3Jezgirry,Sango Kabuyefwe Dispensary
INSq5Fh6r5M,Sango Naitiri Dispensary
taNmXyxY87R,Sango Rota Health Centre
EE2iLmpeBJ8,Sangole Dispensary
IPxEUFKO2Kj,Sangoro Dispensary
zouzGlxT6on,Sangurur Dispensary
K7Eu2KiT64y,Sani Medical Clinic
vUsckXPZp8w,Saniak Dispensary
hu5n80mUfU6,Sanitas Family Hospital Limited
hjCLVkTcW36,Sankale Clarence Health Centre
ue8SGKUaKWZ,Sankuri Health Centre
Lmelec9IqEX,Santa Lucia Medical clinic
QFvQazQx4Lf,Santa Maria Medical Clinic
VySsZ7Dkf9U,Santa Maria Medical Clinic (Kwale)
J5xsJNWwhDK,Santamore Specialized Surgical Hospital
TLqwCVPW8n2,Sante Reva Healthcare
b8oiB5Ny5Iu,Santiago Perfecto Health Care
WQOPIb4oXES,Santuary Rains Medical Centre-Kangemi
nVJMhuRmfu5,Sanura Medical Centre
bpyuIqQTies,Saokon Clinic
bANmqXanLfu,Saola Maternity and Nursing Home
Extc3aX3etS,Saos Dispensary
LmsGdyyrHcB,Sapta
xI9aqMrzh0a,Sapta Trust Kawangware Dice
uWKMOuX8Su5,Saptet Dispensary
VqXehjCiW9C,Saradidi Dispensary
IRNiJIKDe2c,Sarara Foundation Nomadic medical Clinic
W0nJsGnLDIy,Sarara Medical Center
qEpRQ1SVc0K,Sarcure Medical Clinic
ZoTL1VK3PNd,Sare family medical centre
rtFDOAqWUPQ,Saretho Health Centre
vNfNkU7kh9b,Sarif Health Centre
hU9uCdvkoOa,Sarmach Dispensary
dtbwRxLwfkx,Sarmach Dispensary
bmAakxq3qDw,Sarman Dispensary
wo6gvWm4OyS,Sarmer Medical Clinic
NpKmhJBECVb,Saro Dispensary
QuHgmyWZ84d,Sarova Hotels
GmmiMZOGJNF,Sarsam Medical Clinic
epnyykVC3sO,Saruchat Dispensary
SqTjBBZNkCp,Sasa Centre
HSOCc4CwUTs,Sasa Centre (Kikuyu)
ZS8uDbQDVKF,Sasa Centre -Ruiru
eZmSwiarCJ4,Sasa Centre Naivasha (Drop In Service Centre-Disc)
SvADxxRoGaz,Sasa Doctor Medical Clinic
UN1IHwd2g3S,Sasak Dispensary
MfQo5O70ZHm,Sasakechoke dispensary
DoS2cKRdNBI,Sasame Dispensary
xxO7eOdwkLV,Sasimua Dispensary
GC6tF7E3h7m,Satewa Dispensary
OTDRr7eUM0V,Satiet Dispensary
jj0w9ueryrH,Satima Medical Clinic
iCZTk27AHph,Sau Health Services
n9BtQGYnUU3,Savana Medical Clinic
vhGugNZUV3w,Savane Dispensary
LE41inNgUSw,Savani Medical Centre
mHM4bK67PxO,Savani Tea Dispensary
YEYIpWrQjOe,Savannah County Health Services
gaDd45C9ITN,Savannah Likoni Medical Centre
jHgsQ6isgva,Savannah Medical Clinic
qvdl2VrObWm,Savimbi Medical Clinic
R1DMIreAISy,Sawa Ikombe Medical Clinic
XIQwfQAc8dc,Sawa Makutano Medical Clinic
GpeszyhWc52,Sawa Medical Consultants
WuscPPUf8ch,Sawa sawa Health Services
nU0IUSP4a2b,Sayyid Aysha Dispensary
XBVHcByduVe,Sayyida Fatimah Hospital
fRr6RSJtIvL,Sazan Medical Clinic
uAw4hENSFvE,ScanHealth Radiology LTD-Kericho
AID0nekLDn0,Scenic Healthcare
NXKMdWw5tu7,Scharts Medical Center
KjTfOBzsSEu,Scharts Medical Center
fn8YxpqwMWQ,School For The Deaf (Machakos)
OLco6qxiKl0,Scion  Medical Centre
F40LhSvsQqC,Scion Healthcare Ltd Clinic
DgJ1YrtEYbS,Sdv Medical Clinic
PP6sOZKFRqv,Sea Breeze Medical Clinic
aal9Efhvbjo,Sea side Hospital - Mariakani
eFXM0R5IBB4,Seaside Nursing Home
rCsMLOs0Hw2,Sebit Health Centre (Pokot South)
hCgJ2VDChra,Seed of Hope Medical Clinic
ael1wP6imKb,Sega Cottage Hospital
Q1YHVG2A0U1,Sega Dispensary
ntP34s4jDH5,Sega Mission Hospital
fNJn6N8und2,Segel Dispensary
m9uOfQmxGGw,Segera Mission Dispensary
EwpG2Q4y05m,Segere Dispensary
kAuyK6C5k2i,Segero Central Dispensary
K8ywGqSdgUL,Segero Dispensary (Nambale)
HWThgwECjg6,Segero Dispensary (SDA)
cTQK2yUwzwd,Segetet Dispensary
ZtvzhVYHB6C,Sego Dispensary
mOz7ow8Inb3,Segut Dispensary
N4CG8SaJhdB,Segutiet Dispensary
MyH4BpPvnyl,Seguton Dispensary
cTUAph4vjQ9,Seguton Dispensary
Bn0sl3vh0qj,Seka Health Centre
XzlKeCEvztb,Sekenani Health Centre
FLyT7XDQxf6,Sekerr Dispensary
MEn5F2lVDln,Seketet Dispensary
VDo8ueN5MiE,Selina's Health Care
CRakHmnQCHC,Selma medical clinic
C9rXyDEXFzi,Sembe Dispensary
JqMZCdNKrIx,Semikaro Dispensary
tnPObrjA9RC,Sena Health Centre
K85ruHJPSV8,Senate Health Services
Wm51OW03KAk,Sengani Community Hospital
JPLQJY4Eili,Sengera Health Centre
LWEKeYilUV6,Senior Staff Medical Clinic (MCM)
UYG8LPpVOWi,Seniors Medical Services
OOwfPj8lwtK,Senye Medical Clinic
hKYKKcE693R,Sera Dispensary
TvQQht1n3MH,Serawongo Dispensary
tLiA0QeJeq6,Sere Clinic
jKpBTVgbASi,Sere Dispensary
KZokajoLAXf,Seregeya Dispensary
oIfTa0e3Og0,Serem Health Centre
mcSGhLvIobz,Serem Health Centre (Aldai)
mErVwsS0BVP,Seren Dispensary
ZFIa5uDxwa1,Serena Beach Hotel Staff Clinic
Lm7Atr9pb6R,Serena Medical Clinic
WlQGDFbgfnq,Sereng Dispensary
eDXfcHuxGxb,Sereolipi Health Centre
gUbOxK2RoDe,Sererit Catholic Dispensary
dEhqpnG2ZN2,Seretion Dispensary
xneSLtyHXIC,Sereton
o0YDpXsWuEs,Seretunin Health Centre
FNrfDS1QYuR,Seretut Dispensary
yWO48UIisdY,Seretut Medical Clinic
iEjij1fAy6z,Serewo Health Centre
HXkNrkwHmlI,Sergoik Dispensary
nWTZEnxyKOd,Sergoik Dispensary
JQe3akuFs48,Sergoik Dispensary
JIlI90QdJAu,Sergoit Dispensary (Eldoret East)
veA7Idvc4Gz,Sergoit Flowers Clinic
lqmlibO6CSJ,Sergoit Health Centre (Keiyo)
SWU2oaptVZM,Seria Dispensary
xfQOENISGLY,Sericho Health Centre
X62nVfhWL8E,Set kobor dispensary
uymd6usUewh,Setano Dispensary
icmRERPwPyD,Setek Dispensary
mf6VAP9Vish,Seth Medical Clinic
c0fOURJkuLB,Sevani Medical Centre
MIJ54qWI6ky,Sex Workers Operation Project (Swop)
Tc8v3FlMk4Y,Sex Workers Outreach Program (Kibra)
AOuxvLrMl9U,Sha-Afya Medical Centre
IIQwWSdDJMF,Shabaa Healthcare Maralal
bqiRtoXIKhf,Shabab Intergrated Medical clinic
vqY3HPqMkjY,Shacolas Orthodox Medical Clinic
pVoNJjmwfiJ,Shafshafey Health Centre
IACiWXTyVDR,Shakahola Dispensary
nW593ZRhJPg,Shallom Dispensary
nV7rP9l1FRr,Shallom Medical Clinic
oTc4pxA5tYe,Shalom CNS  clinic
amRQYjheywd,Shalom Community Hospital
Zo2nZIsclv5,Shalom Community Hospital (Athi River)
yaiatK67Nyb,Shalom Community Hospital Mukuyuni Satelite
CSoG1MMRpZE,Shalom Community Nursing
vaCcJOxMAeE,Shalom Dispensary
cauW9m3HZDd,Shalom Health Services
d7OZYAE6a60,Shalom Juja Medical clinic
ANM0PDlHdnv,Shalom Medical Centre
P6ZPMXJPcEO,Shalom Medical Clinic (Embu)
mRgWehbFy50,Shalom Medical Clinical (Eldama Ravine)
lr77VokwIqJ,Shalom Reru Medical Clinic
tEbUjFi4Wv8,Shalom Satelite Clinic
jXvuOdH6om0,ShalomJoycareClinix ltd
JJGO6xnTnBF,Shalome Medical Clinic
ZKA9fmjLHcF,Shamaal Hospital
csCct3tO0ox,Shamakhokho Dispensary
D2OcyNTPk29,Shamakhokho Neema Medical Clinic
BRIBehwYmcd,Shamakhubu Health Centre
Aib4dqBNwp9,Shamata Community  Medical  Centre
dU7dDBWWWDi,Shamata Health Centre
UNbhlHZjMF2,Shamberere Health Centre
YyG4YgqIYzj,Shambini Dispensary
spnk9WIjMqG,Shammah Clinic
K2rbGsiEu2U,Shammah Health Services
Mc56exRWe68,Shammah Nursing Home
tB7v3htxJnY,Shamone Uzima Clinic and Pharmacy
WkIbqLbsl2b,Shanga Dispensary
vuTWdCN7s7K,Shangia Dispensary
ypRTKrNRHCP,Shangilia Y2Y
cUtb1rk7Qu3,Shanka Medical
HY1XyoO3nAp,Shankoe Dispensary
JbCL7yTnNPi,Shanta Abaq Dispensary (Wajir West)
JxKJGtLOn6g,Shantaabaq Health Centre (Lagdera)
eIMBOjOJCt4,Shanzu Teachers College Clinic
q47t9e534Yg,Sharagita Laboratory
kWwzjrqucMz,Sharagita Med Laboratory
JHtWkencTZI,Shartuka Dispensary
ptcFykCHMGE,Shasyt Annex Health Care Clinic
FX5DGY6VxPS,Shauri Dispensary
q6kf6cxfaRK,Shauri Moyo Clinic
dQnlgfrAj7g,Shaurimoyo EDARP
BI8l6jHDWkR,Shawif Medical Services
ICM3PrmHO2S,Sheba Medical Centre LTD
VFzMlVWLYTJ,Shebec Medical Clinic Limited
HM7FwWSREWQ,Sheikh Nurein Medical Centre
xJNc5BIOMtT,Shekina Glory Community Nursing Home
urjy80uwTIG,Shekina Medical Clinic
Bgsm45Xw8xt,Shekinah Medical Clinic
GVzSIlzeDDx,Shelemba Dispensary
vHz0cqe7Xls,Shella Dispensary
m422RPU7jvk,Shelly Beach Hospital
llYymLuUzTt,Shelly Medical Clinic
WAZxDNr3Xrs,Shelter of Hope medical clinic
poAtf74xwUs,Shephards Medical Centre Kakuma
DkJRMBgahXL,Shepherd Hospital (Maua Medical centre)
AiuxebXTo9S,Shepherd Riverside Clinic
rdVfHP9ISV0,Shepherds Hospital
uApQCcC2d9x,Shepherds Medical Centre Lodwar
cIUkqG4NNlo,Shepherds Medical Clinic Maringo
CogNcN0DhqU,Sheywe Community Hospital Limited
eazkHnm74At,Sheywe Dispensary
KX7YJZaNNhq,Shianda Baptist Clinic(deleete)
d7xdgRnT1pE,Shianda Dispensary
tnu1XrxIPgd,Shibale Medical Clinic
PuVGCzBiYAp,Shibanze Dispensary
y1jWd1Ug7ts,Shibwe Sub-County Hospital
UNSPAz6mwVZ,Shichinji Dispensary
zZOvFTLIau6,Shidley Dispensary
IDtVLOWs5dB,Shihalia Dispensary
HRweTMDGBxV,Shihome Dispensary
HqFDy2vEQz6,Shika Adabu (MCM) Dispensary
CCGSlHN72uS,Shikamoo Medical Clinic
W1JxUhwofMg,Shikokho Dispensary
r7Lt1WaGvWx,Shikumu Dispensary
VymFeOiKKGv,Shikunga Health Centre
nNM3ZA9ErqU,Shikusa Health Centre
zsswqbRZEzQ,Shikusi Dispensary
TO9QniaBqmg,Shiloh Medical Clinic
erZvaDeCoQ3,Shimba Hills Health Centre
YLqChVrbVG7,Shimbir Fatuma Health Centre
IXBLaWByyhU,Shimbirfatuma Community Unit
wckIZmyWgBj,Shimbrey Dispensary
lvOFSMPRerh,Shimo Borstal Dispensary
xFwky80rnjq,Shimo La Tewa Annex GK Prison Dispensary
k8PiFOYOIQQ,Shimo La Tewa High School Dispensary
gvaEWrl758j,Shimo-La Tewa Health Centre (GK Prison)
xOIShowo1zr,Shimoni Dispensary
hoFLQyXQ36P,Shimuli Medical Clinic
el6wJ3PIq0h,Shining Hope for Communities Mathare Medical Clinic
xP94ihJlCKE,Shinyalu Central Clinic
jbU86Llu4O1,Shinyalu Community Health Centre
kbg8aYUzgUM,Shinyalu Model Health Centre
agO9AbQPxH4,Shiraha Health Centre
rcURuJEZKkV,Shirakalu Dispensary
b09fnZpyV28,Shirango Dispensary
r5b82A5eqiv,Shiraz Dispensary
C7mvMLgt6CU,Shirheal Medical Clinic
cF9orSjuiaV,Shirikisho Health Centre
AY77rNVBe3p,Shirikisho Medical Dispensary
kLHqWoOO89D,Shirikisho Methodist Dispensary
I1YUo4aFc0l,Shirshir dispensary
HBsqa81tb5L,Shiru Health Centre
zbFGKpgLMlF,Shirumba Dispensary
fB3xG06tgRu,Shisaba Dispensary
KzjIbQebF4W,Shiseso Health Centre
ttzINwbeWFk,Shitoto Medical Clinic
DN1DpNnTw3q,Shitsitswi Health Centre
n8mZDQDs2q5,Shivakala Dispensary
c6oal13vwWU,Shivanga Health Centre
oOwuBKanE6i,Shiyunzu Dispensary
FUm88p52Nee,Shomella Dispensary
hk7CLAgs5Hy,Shompole Health Centre
RuEy4YCpo4Y,Shree Cutchhi Leva Samaj Medical Clinic
cXnMygNkNsa,Shree Swaminarayan Hospital(Langata)
yiOQLqbdCfG,Shuffa Clinic
CpyOk3wOajq,Shujaa Drop in Service center
JFNqdWObswI,Shujaa Project Clinic Namanga
VjJyaD90PBo,Shukrani Medical Clinic
MreThoCeiCp,Shura Dispensary (Chalbi)
ZJX5Xxqq16T,Shwak Medical Clinic
v3wsEYGayWb,Siabai Makonge Dispensary
eYc8MBcHnOV,Siakago Boys High School Dispensary
Ts1jDUorGyc,Siakago Clinic
X6eQyywhuHF,Siala Kaduol
QFrnXYwMi3O,Siana Community Hospital
CCZU3sKz69x,Siana Springs Dispensary
JdG77mrMlNl,Siaya County Referral Beyond Zero Mobile Clinic
b3yukBxVi1J,Siaya County Referral Hospital
Fv8YzhiTel7,Siaya Medical Centre
Rb70SJ4rsUt,Sibayan Dispensary
BD4MjPdzyUY,Sibilo Dispensary
lVnCyawh28t,Siboti Health Centre
MxwFljO9mmy,Sibuoche Dispensary
FR6I9CHxoAG,Sidai Baare Medical Clinic
E3U5LrHS36o,Sidia medical centre
KLImcutNBb1,Sieka Health Centre
rA2VUMzysZ2,Siera Flora Clinic
UDjLzocKru9,Sifuyo Health centre
hNnhHipm9bq,Sigilai (Cmc) Clinic
YI08cf7OmHa,Sigma Medical Centre
SbRklGInw0B,Sigma Medical Centre
z4pEZ9GMUj7,Sigomere Sub County Hospital
C3GdLj2D2qW,Sigona Medical Clinic
MdNfM770c0k,Sigor Sub District Hospital
bR2L8EXIGC1,Sigor Sub-District Hospital
aTYrHCmL5Tx,Sigoro Dispensary
Nm7pDZgl88V,Sigot Dispensary
eH1iSu1tL6t,Sigoti Health Centre
YLsrbfNIQuI,Sigowet Sub-District Hospital
aKAXuvoO30Y,Siha Medical Clinic
Y3IP8CPM8k9,Siha Medical Home Limited (Mpeketoni)
BvSVueanUP2,Sikalame Dispensary
fGgr17UV6Q6,Sikarira Dispensary
HMBQH9GQUo5,Sikawa Dispensary
uPOfHwYBhYc,Sikh Hospital
H9dAKNepix7,Sikhendu Dispensary
GtT8lu2bSgC,Sikhendu Medical Clinic
KllepQNbvJn,Sikia Dispensary
ZsftXCAgQcy,Sikotia Medical Centre(KAPTAMA)
QoFUwrcomTG,Siksik Dispensary
xPwNgDMeWR9,Sikulu Dispensary
OjOnxCLQ1lM,Sikusi Dispensary
Q0oTmpiCXFG,Silaloni Dispensary
UmN02RNDmtB,Silanga (MSF Belgium) Dispensary
JgJ0g4zdpHB,Silanga Community Clinic
hVa0tbVoYNJ,Silent Hill Medical Clinic
fr2WuyAuQPz,Silibwet Dispensary
LeiEBPdQtoW,Silibwet Dispensary (Bomet)
PoAHq41Wjsk,Silibwet Health Centre (Nyandarua West)
EOqOZMqNtLG,Silibwet Youth centre VCT
FJpctEyfOys,Silmilani Medical Clinic
BdLfH4dSaVz,Siloam Health  services
tRzqUWEphUl,Siloam Health  services
erOnv4wAO65,Siloam Health  services
DAy7ZVZUD0i,Siloam Hospital
HgfnTfEpWIG,Siloam Hospital LTD Bomet
nSJ6eRd4rJt,Siloam Mediacl Clinic
pKTsWbqY0NB,Siloam Medical Centre
dPYZMQQK4sK,Siloam Medical Clinic
OB7eizCdbGR,Siloam Medical Clinic (Kajiado)
E8kRueJbLh4,Siloam Medical Clinic (Malindi)
ChXrvRi1jE7,Siloams Medicare Dental & Dignostic Limited
LUtxr3IE2Xz,Silungai Dispensary
zJYlApHfSb5,Silva Community Medical Centre
EIqtgvDWZOt,Silver Care Medical Clinic LTD
KzMuDhGjqVP,Silver Line Medical Clinic
u5Cd8xpuizf,Silver Oak Medical Clinic
Yfbl9QuKpr4,Silvercrest Medical Clinic
d7AJbIbDVRO,Silvercrest Medicare Hospital
GYKiTwyhSjK,Silverpoint Dental clinic
uvly8fSi6ih,Silwan Fountain Treatment Recovery Centre
mciku9WCJCd,Silwan Fountain Treatment and Recovery Centre
gIFwXwvMUZV,Simaho Clinic
Ya6kvXptzdo,Simaho Maternity Home
yAbuR7xopaa,Simatwet Dispensary
heqPEgGraSS,Simba Health Centre
uirOz9L34AZ,Simba Opepo Health Centre
KmokJhxL4Sf,Simbi Dispensary
R7ltdc1WXOJ,Simbi Kogembo Dispensary
mxkcIXWqv7f,Simbi Roses Clinic
vEdQ4pcovmy,Simbiri Nanbell Health Centre
ACI6a4LUYnA,Simboiyon Dispensary
wHIl0XWv9Yq,Simbol Dispensary
bsWJDHxiuNB,Simenya Health Centre
DoH05eB2JyS,Simit Dispensary
S6QG3RQBMma,Simotwet Dispensary
KFQlHx7fNik,Simotwet Dispensary (Koibatek)
rD762Jwlsgq,Simotwo Dispensary (Eldoret East)
dl5sGRIn0SS,Simotwo Dispensary (Keiyo)
yJFYHbvQ59O,Sina Dispensary
f6rPtkjS0vX,Sinai Clinic
L8mCHYjAf6J,Sinai Maternity and Medical Clinic
lwEFIoO4YRN,Sinai Medical Clinic
fWKR70kHryk,Sinai Medical Services
pJr7wQCiqNs,Sinai hospital
TktQduWq8H3,Sinaia Medical Clinic
m2XDdiryViT,Sinambio Dispensary
NxdsRPKa8Ji,Sindo Dice
dLoMYi62lgK,Sindo Medical Centre
gRF2FE6j5Rr,Sinendet Dispensary
WMXo9YsaMAN,Sinendet Health Options
J9HHqbsDDUe,Sinendet Tea Medical Clinic
UuvEzG4s7rr,Singawa Medical Clinic
Xt8Nl9mD3iF,Singiraine Dispensary
tSF1ZbrmYSm,Single Cell Medical Clinic
gKBBCMQO9qF,Single Mothers Association of Kenya (Smak)
oZxiKtywjTY,Single Touch VCT
cR3xaOTLxjw,Singorwet Dispensary
bOV4i14mXvI,Sino dispensary
HXLR4WlkmvC,Sinohydro VCT
c6udqJED2EB,Sinoko Dispensary (Bungoma East)
PKZbcnRwCfc,Sinoko Dispensary (Likuyani)
nDkRPBg2M50,Sinonin Dispensary
HevmijdrRsw,Sinonin Dispensary (Koibatek)
a2f7h6RuLRn,Sintakara Dispensary
eDnVQzkzc3B,Sio Port Sub County Hospital
jvB87WUXFeY,Siomo Health Centre
K4WauIIW5wh,Siongi Dispensary
fFbd7D0gwb9,Siongiroi Health Centre
gAttDI0sdJX,Sipili Catholic Dispensary
Gp3mDe3mSdO,Sipili Health Centre
kqKlyCbsS0P,Sipili Maternity and Nursing Home (Ol-Moran)
bMbttcLf4KT,Sipili maternity and nursing home Annex
HAg5xWVvEL8,Sir John and Mbatia Community Medical Clinic
UUz9roqe4mc,Sir Osteen Medical Centre
Lafgv49lTrx,Sir Osteen Medical Clinic
ELjpUSFjC7d,Sirakaru Dispensary
vgCAPtNHq1r,Sirata Dispensary
L602XweaLuy,Sirata Oirobi Dispensary
g0sbU1bhnzH,Sirate Dispensary
PJL0GkJnlST,Sirembe Dispensary
Zy7G6U1Aebe,Sirende Medical Clinic
otZxbEpPGFD,Siret Tea Dispensary
V0PeLlQNL7w,Siriba Dispensary
JS2VGtZFlyQ,Sirikwa Health Centre
uGrCgcX6xGk,Sirimba Dispensary
LM6YIpZduiU,Sirisia Sub County Hospital
iJbCwhHDVV8,Siritanyi Dispensary
fU12QbCrob3,Sirmon Dispensary
N6tvhqsqbv6,Siroin Dispensary
HOVAKqoVVPl,Sironoi Dispensary
FN564hpaXtv,Sironoi SDA Dispensary
DDiNOmleakD,Siruti Dispensary
zqnOeXh28et,Sirwa Dispensary
XEgtZ5OwD2h,Sirwa Dispensary (Mogotio)
prOdrnAuQRB,Sirwach Dispensary
MnFD3y1T1GX,Sisenye Dispensary
DJwPuMIpL60,Sisi Kwa Sisi Medical Clinic
A3y3soMVTbM,Sisioni (Kiambogo) Dispensary
Hrz6SgtcgBa,Sisiya Dispensary
sI2iRksbTVl,Sismexy Diagnostic and Medical Centre
ODM2QM6y8hO,Sisokhe Dispensary
IkXoCxBV4Ih,Sister Freda's Medical Centre
kx7a98a7RR0,Sister medical clinic
EIAsU8lMsZJ,Sister's of St. Josepth Catholic Dispensary
jzItff279sZ,Sisto Mazoldi Dispensary (Rongai)
p6qxKcVn83Y,Sitatunga Dispensary
XxAur28dNed,Sitikho Dispensary
KQpyun8ZJeo,Sitoi Tea Dispensary
e1kdWeg3t6D,Sitoka Dispensary
qspW9AzcsNh,Siu Dispensary
Jrpr8E6upch,Siveta Dispensary
Hvo3qjmJZTO,Sivilie Health Centre
UWdI1Tzf9nR,Siwadhe Medical Clinic
WtHChiuiwse,Siwo Dispensary
enxkd3lr4L4,Six West Medical and Dental Clinic
NM3kYhNWFNs,Siyiapei (AIC) Dispensary
icQIFFszG7L,Skans Health Care Centre
uZD0xUxpjiC,Skanska Dispensary
IfbqrpjsB8w,Skovic
W4dQ00s1o7c,Sky Medical Center
VPIIl2g9DrM,Sky Way Medical Clinic
Me2i2NUlDtm,Skymed Medical Clinic (Githunguri)
x1jfoyWODnQ,Sloam Medical Clinic
PVtfEaGrZ9P,Slope Optician
XGsJgwHM3fs,Smart Healthcare Maai Mahiu
Ufy9sJBrH4X,Smart Jamii Clinic
FDToc4TeRAU,Smartsmedics Medicare and Laboratories
eMEVgZc4ZkH,Smartsmile dental care clinic
YpjABb3KqLS,Smile Medical Clinic
nWMYdmXqcv6,Smile dental Centre
Nr0vtpx3F2K,Smilestar Medical Services & Dental Care
CHLjykC4HeU,Smith's Medical Centre
ZY4HJuHG3av,Snowview Medical Clinic
FXG0lbYApRm,Soal Medical Centre
DERULAIWpTf,Soamam Medical Clinic
S7zUrKoRg3c,Soba River Health Centre
cvcxXhY1JFr,Sochoi (AIC) Dispensary
m3kKy6uqKH2,Sochoi Dispensary
ST3HBNTnMDJ,Soget Dispensary
M74KfX3iuTM,Sogon Dispensary
S42NaQ2x43j,Sogoo Health Centre
XMu4DpnN95t,Soin Sub County Hospital
MCWSgUCU8qg,Soklo Dispensary
QtbtAlpMGCe,Soko Medical Clinic
oBdVZPgL1d9,Sokoke Dispensary
rXL6yhPOYnm,Sokoni Arcade VCT
kiXtTAu4Sqg,Sokote Medical Clinic
gtNl7XLNJ5N,Solanamu Medical Centre
rXDlqOMeTvp,Solaya medical centre
wb4atVE1NIu,Solea Medical Clinic
m7in7RHWjRu,Solian Dispensary
zfT6ep9SiIj,Soliat Dispensary
isStdg0QvR4,Soliat Dispensary (Eldoret)
oLzFlqMhNgg,Solio Dispensary
eJdTIJVQv5u,Sololo Makutano Dispensary
aMlsExwVDKS,Sololo Mission Hospital
WEeNVuf0HQU,Solyot Dispensary
WVEixageYiu,Somare Dispensary
nbOitoazhsA,Sombo (KAG ) Dispensary
zcimVankk22,Sombo Dispensary
VAMw32YIyRz,Somo Medical Clinic
OB7IC7CcLnh,Sonak Community Medical Centre
GRT3ia2PTWy,Sondany Dispensary
ke7Pvh3TJOf,Sondu Bahati Medical Center
Gk01HeIfjsg,Sondu sub county Hospital
Ug4NtbPR2MT,Songa Health Centre
Xe7PwhMAt4n,Songeto Dispensary
ms2qQU4UI0N,Songoh Health Center
b41YpQIhFXP,Songonyet Dispensary
DpdsVFV7UQw,Songot Medical Clinic
bFiP0N2QXQv,Sonheal Medical Centre
fd4ZPL3n9hT,Sonokwek Dispensary
sR008hvpu5e,Sony Medical Centre
D57VZNPi31l,Sooma Dispensary
eLZiCdBXtEU,Sopa Lodge Dispensary
AIRnq0JNaC4,Sopel Dispensary
S6tu7qwT796,Sore Dispensary
g09w8MpbNzp,Sori Lakeside Hospital (Sindo)
ogF5wZH0Jqs,Sori Lakeside Hospital Annex-Nyatike
Cl9Vb6FDqox,Sori Lakeside Hospital Mbita
fKzE0dgNOvM,Sori Lakeside Hospital(Ndhiwa)
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home
eOFojFTqNLW,Sorok Dispensary
QDmFmtWKepp,Sos Dispensary
ejzRh7NgQcY,Sosera Health Centre
XQFVsme6rko,Sosian Dispensary
lQkSZhwuHbA,Sosiana Dispensary
FMpOqefffNe,Sosiani Health Centre
YTqyEB3FYOe,Sosiot Health Centre
OiCMNqhH0ji,Sosiot Medical Centre
YqxWApbDgQS,Sosiot Prime Health Care
OazZ7QPI7xv,Sosit Dispensary
xF4tSX2KNw4,Sosobora Dispensary
qNME55udR97,Sosoni Dispensary
SVPBQZnQVEV,Sostin Dispensary
EhaAg4fr1zh,Soteni Dispensary
zvWQ5tdZfKO,Sotik Health Centre
CpuiGl9YqW6,Sotik Highlands Dispensary
MxZ5imyya6P,Sotik Town VCT
sVieRplg6f3,Sotit Dispensary
cLH5mZg43Gi,South B Clinic
RDTDB2IKDQ5,South B Hospital LTD
KgodLsm367V,South B Police Band Dispensary
Bf4qf4dYB91,South C Dialysis Centre Limited
ThVVI13upYV,South C Hospital Limited(South C)
uSsLkueSVzn,South Eastern Kenya University (Seku) Health Unit
tMbCxhtt0QI,South Horr (Catholic) Health Centre
vY8MIki2v3v,South Horr Health Centre
KbZDDnWvBht,South Kinangop Medical Clinic
M2LzTsDZb9v,South Ngariama Dispensary
nh9clocohNJ,Southern Health Care
BYV8MWIOghR,Southland Cactus Pharmacy
E0fzoTw0xgf,Sowa Medcal Clinic
fmLvEUsG5e5,Soweto Kayole Phc Health Centre
k4u1ousOabz,Soweto Medical Clinic
GmCycqqUTUQ,Soweto West Community Clinic
QbU1gBuwzxH,Soy Health Centre
gYtEDBCA5sz,Soy Medical Clinic (Likuyani)
y2MZbF1nTPU,Soy Medical Clinic (Likuyani)
bIIM8v2qm1U,Soy Resource Centre
EBlysBsrQpM,Soy Resource Centre
Gwo8OLfAeek,Soy Sambu Dispensary
dtiHpHPM7qr,Soymet Dispensary
IbvjcV6yaw7,Soymining Dispensary
la3zHzMEGwA,Soysambu (ACK) Dispensary
Dg7ESgGD34l,Spa Nursing Home
YKDZxUEAF3V,Space Care Medical Centre
D3ibZDNpgUO,Spacecare Health Services
tg7sOgsXBaM,Sparcare Outpatient Clinic
bDJqGmvzpi8,Spark Health Services
s4fQID1vNOf,Speak and Act
PYVdNPyx7jw,Special Provision Clinic
ZLiupnhoyzT,Special Treatment Clinic
XNzPDBwoMQj,Spero Medical Services
uJhVeuirFl4,Spicas Medical Clinic
HHXwjLo2VTC,Sportlight Empowerment Group
XwmD3rezlks,Spring Heritage Nursing Home
hd5C0EwwT5r,Spring Medical Clinic
